document_id,file_name,stem,extension,absolute_path,relative_path,parent_folder,size_bytes,size_mb,created_time,modified_time,sha256,mime_type,is_supported,conversion_candidate,hash_error
DOC000087,KGM_Teknik_Sartnamesi_2013.pdf,KGM_Teknik_Sartnamesi_2013,.pdf,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Literatur\KGM_Teknik_Sartnamesi_2013.pdf,Mehmet/Literatur/KGM_Teknik_Sartnamesi_2013.pdf,Mehmet/Literatur,14183236,13.526188,2026-08-12T19:11:47+03:00,2024-09-23T16:35:06+03:00,312befcda2ff316b72796d77bba3c92b68eb6300ac8717eb2953c034fb65afd4,application/pdf,True,True,
DOC000088,KPT(KaynarcaPendikTuzla) Metrosu_24220221180893.pdf,KPT(KaynarcaPendikTuzla) Metrosu_24220221180893,.pdf,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Literatur\KPT(KaynarcaPendikTuzla) Metrosu_24220221180893.pdf,Mehmet/Literatur/KPT(KaynarcaPendikTuzla) Metrosu_24220221180893.pdf,Mehmet/Literatur,2778238,2.649534,2026-08-12T19:11:48+03:00,2024-09-13T11:20:55+03:00,04d6baa6481db3bec1d18c9bcc97cf831dcaeb768a6d57ce7f74a52936e02ef2,application/pdf,True,True,
DOC000089,KTU_Tez_Tam Metin.pdf,KTU_Tez_Tam Metin,.pdf,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Literatur\KTU_Tez_Tam Metin.pdf,Mehmet/Literatur/KTU_Tez_Tam Metin.pdf,Mehmet/Literatur,6709971,6.399127,2026-08-12T19:11:48+03:00,2024-09-13T13:23:10+03:00,674564f8c6d600238ac22b37a62038d0dec5a6d6cab5ec237c911947b959fbd2,application/pdf,True,True,
DOC000090,Maden Muh Oda_Italyan Tunel Acma Yontemi2475424055cc5ce_ek.pdf,Maden Muh Oda_Italyan Tunel Acma Yontemi2475424055cc5ce_ek,.pdf,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Literatur\Maden Muh Oda_Italyan Tunel Acma Yontemi2475424055cc5ce_ek.pdf,Mehmet/Literatur/Maden Muh Oda_Italyan Tunel Acma Yontemi2475424055cc5ce_ek.pdf,Mehmet/Literatur,616740,0.588169,2026-08-12T19:11:49+03:00,2024-09-13T13:25:17+03:00,2c452bca33bc32fbd7aafe0e057b09020c4cb1e8937e7a246c2ed13371315e2d,application/pdf,True,True,
DOC000091,tehlikeli-maddelerin-karayolu-ile-tasinmasi-yonetmelik-62b01f085fe6c.pdf,tehlikeli-maddelerin-karayolu-ile-tasinmasi-yonetmelik-62b01f085fe6c,.pdf,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Literatur\tehlikeli-maddelerin-karayolu-ile-tasinmasi-yonetmelik-62b01f085fe6c.pdf,Mehmet/Literatur/tehlikeli-maddelerin-karayolu-ile-tasinmasi-yonetmelik-62b01f085fe6c.pdf,Mehmet/Literatur,243881,0.232583,2026-08-12T19:11:49+03:00,2024-11-13T13:37:21+03:00,19bb2d542f7e1f0a684f70c248797a21a306d50fbf9d86246ef70b47ac60e38d,application/pdf,True,True,
DOC000092,Thumbs.db,Thumbs,.db,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Literatur\Thumbs.db,Mehmet/Literatur/Thumbs.db,Mehmet/Literatur,9728,0.009277,2026-08-12T19:11:49+03:00,2025-02-28T14:17:34+03:00,535b04d1bd4381a119f1d558028957eb713e3017bfe402dc63c7130b1530ec4f,application/octet-stream,False,False,
DOC000093,TUNELLERDE_DESTEK_SISTEMLERI_VE_GUCLENDI.pdf,TUNELLERDE_DESTEK_SISTEMLERI_VE_GUCLENDI,.pdf,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Literatur\TUNELLERDE_DESTEK_SISTEMLERI_VE_GUCLENDI.pdf,Mehmet/Literatur/TUNELLERDE_DESTEK_SISTEMLERI_VE_GUCLENDI.pdf,Mehmet/Literatur,4594113,4.381288,2026-08-12T19:11:49+03:00,2024-12-24T15:17:11+03:00,cbf08cc5651cbc903a95c083d2fdb36504cddc0f780da372d9054069bb28a669,application/pdf,True,True,
DOC000094,Tünel Eğitim Kitabı 8 EYLÜL 2016.pdf,Tünel Eğitim Kitabı 8 EYLÜL 2016,.pdf,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Literatur\Tünel Eğitim Kitabı 8 EYLÜL 2016.pdf,Mehmet/Literatur/Tünel Eğitim Kitabı 8 EYLÜL 2016.pdf,Mehmet/Literatur,36918819,35.208529,2026-08-12T19:11:49+03:00,2021-10-05T11:17:19+03:00,746d18498e07a8a0f3978991903d15a1d843e26cc40b5609e519b429612ec84d,application/pdf,True,True,
DOC000095,19 MayısUniversitesi14. hafta (2020-2021).docx,19 MayısUniversitesi14. hafta (2020-2021),.docx,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Literatur\Wordler\19 MayısUniversitesi14. hafta (2020-2021).docx,Mehmet/Literatur/Wordler/19 MayısUniversitesi14. hafta (2020-2021).docx,Mehmet/Literatur/Wordler,1762160,1.680527,2026-08-12T19:11:51+03:00,2024-11-14T13:17:29+03:00,43e15adde21fcb6bd4b3b48cb6332a31428312d3c406f330ad4fbaa63aecdcfa,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,True,
DOC000096,CevreSehircilik_tunel-isler--20230202145300.docx,CevreSehircilik_tunel-isler--20230202145300,.docx,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Literatur\Wordler\CevreSehircilik_tunel-isler--20230202145300.docx,Mehmet/Literatur/Wordler/CevreSehircilik_tunel-isler--20230202145300.docx,Mehmet/Literatur/Wordler,16017,0.015275,2026-08-12T19:11:51+03:00,2024-11-13T14:30:53+03:00,3ed9bee7ff5641991a958ac44cb7e0b42c95e23e358a6205add844fa49440bf3,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,True,
DOC000097,Dergipark_Kop T__neli Yap__m __al____malar__ ve Metodolojisi#367279-384775.docx,Dergipark_Kop T__neli Yap__m __al____malar__ ve Metodolojisi#367279-384775,.docx,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Literatur\Wordler\Dergipark_Kop T__neli Yap__m __al____malar__ ve Metodolojisi#367279-384775.docx,Mehmet/Literatur/Wordler/Dergipark_Kop T__neli Yap__m __al____malar__ ve Metodolojisi#367279-384775.docx,Mehmet/Literatur/Wordler,1258431,1.200133,2026-08-12T19:11:51+03:00,2024-11-13T14:30:33+03:00,79b4e713b47ad813559ebeb269d37ed5ea60f56a1308da05d3610a2ed5578cc6,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,True,
DOC000098,Harran Uni_Yüksek Lisans Tezi.docx,Harran Uni_Yüksek Lisans Tezi,.docx,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Literatur\Wordler\Harran Uni_Yüksek Lisans Tezi.docx,Mehmet/Literatur/Wordler/Harran Uni_Yüksek Lisans Tezi.docx,Mehmet/Literatur/Wordler,2624413,2.502835,2026-08-12T19:11:52+03:00,2024-12-30T13:18:48+03:00,9fdf7f646f22681990358b84be08bc9563ec2f2c769dd01ecad875f511e3acdc,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,True,
DOC000099,IMO_12782.docx,IMO_12782,.docx,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Literatur\Wordler\IMO_12782.docx,Mehmet/Literatur/Wordler/IMO_12782.docx,Mehmet/Literatur/Wordler,341226,0.325418,2026-08-12T19:11:52+03:00,2024-11-13T14:29:58+03:00,f63fb62709dcfc717cf051c3e33d349a5ec74aca3cdd35aac5cf6534170f02e3,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,True,
DOC000100,IMO_TBM Maliyet_18238_29_19.docx,IMO_TBM Maliyet_18238_29_19,.docx,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Literatur\Wordler\IMO_TBM Maliyet_18238_29_19.docx,Mehmet/Literatur/Wordler/IMO_TBM Maliyet_18238_29_19.docx,Mehmet/Literatur/Wordler,268882,0.256426,2026-08-12T19:11:52+03:00,2024-11-13T14:29:10+03:00,ef8bfe928d0936ae50fc6b2a3f1bb13690b5775b658934cbb9102857ccc4f76d,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,True,
DOC000101,ITU Yuksek Lisans Tezi.docx,ITU Yuksek Lisans Tezi,.docx,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Literatur\Wordler\ITU Yuksek Lisans Tezi.docx,Mehmet/Literatur/Wordler/ITU Yuksek Lisans Tezi.docx,Mehmet/Literatur/Wordler,1563470,1.491041,2026-08-12T19:11:52+03:00,2024-12-24T13:08:01+03:00,cf2fad9c374cff80978324d92e88dd00d6cd4bcb5fd229df8973cfe565b1a477,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,True,
DOC000102,KayaTunelleri_AnkUni_Konu13.docx,KayaTunelleri_AnkUni_Konu13,.docx,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Literatur\Wordler\KayaTunelleri_AnkUni_Konu13.docx,Mehmet/Literatur/Wordler/KayaTunelleri_AnkUni_Konu13.docx,Mehmet/Literatur/Wordler,212184,0.202354,2026-08-12T19:11:52+03:00,2024-11-13T14:34:59+03:00,64d76911a70ea5f6678bfb74bb1e5ea58b4d2f0ea74b6fa7761301cfc347e65c,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,True,
DOC000103,KPT(KaynarcaPendikTuzla) Metrosu_24220221180893.docx,KPT(KaynarcaPendikTuzla) Metrosu_24220221180893,.docx,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Literatur\Wordler\KPT(KaynarcaPendikTuzla) Metrosu_24220221180893.docx,Mehmet/Literatur/Wordler/KPT(KaynarcaPendikTuzla) Metrosu_24220221180893.docx,Mehmet/Literatur/Wordler,4800681,4.578286,2026-08-12T19:11:52+03:00,2024-11-13T14:33:40+03:00,2c1b6a55522b0773cf9f110ca0d29ce8248640c1c42ad5df0701309c576f28d4,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,True,
DOC000104,KTU_Tez_Tam Metin.docx,KTU_Tez_Tam Metin,.docx,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Literatur\Wordler\KTU_Tez_Tam Metin.docx,Mehmet/Literatur/Wordler/KTU_Tez_Tam Metin.docx,Mehmet/Literatur/Wordler,3471718,3.310888,2026-08-12T19:11:52+03:00,2024-11-13T14:32:23+03:00,d8c47fd59b8c006c036f09be83fed7ee7fd3654016e8a6543caf32addd182c26,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,True,
DOC000105,Maden Muh Oda_Italyan Tunel Acma Yontemi2475424055cc5ce_ek.docx,Maden Muh Oda_Italyan Tunel Acma Yontemi2475424055cc5ce_ek,.docx,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Literatur\Wordler\Maden Muh Oda_Italyan Tunel Acma Yontemi2475424055cc5ce_ek.docx,Mehmet/Literatur/Wordler/Maden Muh Oda_Italyan Tunel Acma Yontemi2475424055cc5ce_ek.docx,Mehmet/Literatur/Wordler,619370,0.590677,2026-08-12T19:11:52+03:00,2024-11-13T14:33:14+03:00,f48254965129c3bb94a9b5d193695f32d4b20c5605ff1415885a7e6d636aeb23,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,True,
DOC000106,TUNELLERDE_DESTEK_SISTEMLERI_VE_GUCLENDI.docx,TUNELLERDE_DESTEK_SISTEMLERI_VE_GUCLENDI,.docx,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Literatur\Wordler\TUNELLERDE_DESTEK_SISTEMLERI_VE_GUCLENDI.docx,Mehmet/Literatur/Wordler/TUNELLERDE_DESTEK_SISTEMLERI_VE_GUCLENDI.docx,Mehmet/Literatur/Wordler,2672336,2.548538,2026-08-12T19:11:52+03:00,2024-12-25T12:19:25+03:00,2acb6a1bea35571728e776f6c3a4449eb9abd9d79a34f3111e700a216eb6a2ea,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,True,
DOC000107,Tünel Eğitim Kitabı 8 EYLÜL 2016.docx,Tünel Eğitim Kitabı 8 EYLÜL 2016,.docx,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Literatur\Wordler\Tünel Eğitim Kitabı 8 EYLÜL 2016.docx,Mehmet/Literatur/Wordler/Tünel Eğitim Kitabı 8 EYLÜL 2016.docx,Mehmet/Literatur/Wordler,25031973,23.87235,2026-08-12T19:11:52+03:00,2024-12-25T12:01:20+03:00,1fb6b71a35f819248daf881974423edfaa28cfc580283528ee1be885a439fd2e,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,True,
DOC000108,2bff0e55530a5f042b71b7245b9310a5_original.docx,2bff0e55530a5f042b71b7245b9310a5_original,.docx,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Literatur\Wordler\YTMK\2013\2bff0e55530a5f042b71b7245b9310a5_original.docx,Mehmet/Literatur/Wordler/YTMK/2013/2bff0e55530a5f042b71b7245b9310a5_original.docx,Mehmet/Literatur/Wordler/YTMK/2013,44981113,42.897332,2026-08-12T19:11:54+03:00,2024-11-13T14:37:20+03:00,9fea1e259f10c9d371f0762816d9b80216f58e29841b79b2ca26aa9312ec177c,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,True,
DOC000109,00_Program.docx,00_Program,.docx,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Literatur\Wordler\YTMK\2015\00_Program.docx,Mehmet/Literatur/Wordler/YTMK/2015/00_Program.docx,Mehmet/Literatur/Wordler/YTMK/2015,446327,0.425651,2026-08-12T19:11:56+03:00,2024-11-13T14:35:59+03:00,6b036c17db5b563f6c683a8ad5da96e2fa08be79bbaf163ee710317e94521a49,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,True,
DOC000110,01_TUG_NATM.docx,01_TUG_NATM,.docx,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Literatur\Wordler\YTMK\2015\01_TUG_NATM.docx,Mehmet/Literatur/Wordler/YTMK/2015/01_TUG_NATM.docx,Mehmet/Literatur/Wordler/YTMK/2015,21044952,20.07003,2026-08-12T19:11:56+03:00,2024-11-13T14:39:45+03:00,521709d743a3d0399b5025fc7cc9eb9bc383852908cc125951b52d56a9c53a6d,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,True,
DOC000111,02_3G_Investigation_strategy_AFa.docx,02_3G_Investigation_strategy_AFa,.docx,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Literatur\Wordler\YTMK\2015\02_3G_Investigation_strategy_AFa.docx,Mehmet/Literatur/Wordler/YTMK/2015/02_3G_Investigation_strategy_AFa.docx,Mehmet/Literatur/Wordler/YTMK/2015,3251513,3.100884,2026-08-12T19:11:57+03:00,2024-11-13T14:38:20+03:00,d539e7f4fef25d72a22d97fc66e00deeea3f2d9e27bb78a960c0ce771f6d0049,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,True,
DOC000112,03_IGT-Influence_of_codes_guidelines_and_other_regulations_on_the_tunnel_design_in_Austria.docx,03_IGT-Influence_of_codes_guidelines_and_other_regulations_on_the_tunnel_design_in_Austria,.docx,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Literatur\Wordler\YTMK\2015\03_IGT-Influence_of_codes_guidelines_and_other_regulations_on_the_tunnel_design_in_Austria.docx,Mehmet/Literatur/Wordler/YTMK/2015/03_IGT-Influence_of_codes_guidelines_and_other_regulations_on_the_tunnel_design_in_Austria.docx,Mehmet/Literatur/Wordler/YTMK/2015,4644584,4.42942,2026-08-12T19:11:57+03:00,2024-11-13T14:38:57+03:00,c80abb102d8727116ae25084f339792007817a95002d49e2b4b854d56f04a4d3,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,True,
DOC000113,04_TUG_Risk_oriented_design.docx,04_TUG_Risk_oriented_design,.docx,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Literatur\Wordler\YTMK\2015\04_TUG_Risk_oriented_design.docx,Mehmet/Literatur/Wordler/YTMK/2015/04_TUG_Risk_oriented_design.docx,Mehmet/Literatur/Wordler/YTMK/2015,21516641,20.519868,2026-08-12T19:11:58+03:00,2024-11-13T14:53:07+03:00,3f316c2ed7f26aedcf68027feac77514ab52a7eb7af7b0ab1f2fb2fc1674174e,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,True,
DOC000114,05_IGT-Design_of_tunnels_in_various_rock_conditions.docx,05_IGT-Design_of_tunnels_in_various_rock_conditions,.docx,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Literatur\Wordler\YTMK\2015\05_IGT-Design_of_tunnels_in_various_rock_conditions.docx,Mehmet/Literatur/Wordler/YTMK/2015/05_IGT-Design_of_tunnels_in_various_rock_conditions.docx,Mehmet/Literatur/Wordler/YTMK/2015,16862940,16.081753,2026-08-12T19:11:59+03:00,2024-11-13T14:52:10+03:00,7fd4b4c8c846d5e6aae2acc8cecd0dc03273e7182ae53a6f4ebf8de4b5d346be,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,True,
DOC000115,06_OBB_Koralm_HW.docx,06_OBB_Koralm_HW,.docx,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Literatur\Wordler\YTMK\2015\06_OBB_Koralm_HW.docx,Mehmet/Literatur/Wordler/YTMK/2015/06_OBB_Koralm_HW.docx,Mehmet/Literatur/Wordler/YTMK/2015,40983531,39.084941,2026-08-12T19:12:00+03:00,2024-11-13T14:51:11+03:00,97708590548f2234ac69cfb394e550635427de10767b45e06c79914fce3f7ca4,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,True,
DOC000116,07_TUG_support_weak_ground.docx,07_TUG_support_weak_ground,.docx,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Literatur\Wordler\YTMK\2015\07_TUG_support_weak_ground.docx,Mehmet/Literatur/Wordler/YTMK/2015/07_TUG_support_weak_ground.docx,Mehmet/Literatur/Wordler/YTMK/2015,23980099,22.869205,2026-08-12T19:12:02+03:00,2024-11-13T14:49:55+03:00,2dd377aa1c5526954a690c229aaa0177e901e982aab492d81263dce00e55ce56,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,True,
DOC000117,09_TUG_Monitoring.docx,09_TUG_Monitoring,.docx,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Literatur\Wordler\YTMK\2015\09_TUG_Monitoring.docx,Mehmet/Literatur/Wordler/YTMK/2015/09_TUG_Monitoring.docx,Mehmet/Literatur/Wordler/YTMK/2015,15062635,14.364848,2026-08-12T19:12:03+03:00,2024-11-13T14:47:59+03:00,1c5a56abfaae6e5248584ef5841f7768352868ee2b53bd114514189a4b8405a3,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,True,
DOC000118,10_OBB_SiteOrganHW.docx,10_OBB_SiteOrganHW,.docx,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Literatur\Wordler\YTMK\2015\10_OBB_SiteOrganHW.docx,Mehmet/Literatur/Wordler/YTMK/2015/10_OBB_SiteOrganHW.docx,Mehmet/Literatur/Wordler/YTMK/2015,4386433,4.183228,2026-08-12T19:12:03+03:00,2024-11-13T14:47:22+03:00,8ac72718b2b107378e7be611654d3caf2c8b63f2d6a1b690b5243c3109c316a1,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,True,
DOC000119,11_IGT-Supplementary_jet_grouting_at_metro_Vienna_Lot_U1-10.docx,11_IGT-Supplementary_jet_grouting_at_metro_Vienna_Lot_U1-10,.docx,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Literatur\Wordler\YTMK\2015\11_IGT-Supplementary_jet_grouting_at_metro_Vienna_Lot_U1-10.docx,Mehmet/Literatur/Wordler/YTMK/2015/11_IGT-Supplementary_jet_grouting_at_metro_Vienna_Lot_U1-10.docx,Mehmet/Literatur/Wordler/YTMK/2015,5654097,5.392167,2026-08-12T19:12:04+03:00,2024-11-13T14:47:00+03:00,4a19f1d8988ca4971513a4b771c671122749ef4f3e8df236e5d4093b0acbba39,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,True,
DOC000120,12_TUG_contract.docx,12_TUG_contract,.docx,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Literatur\Wordler\YTMK\2015\12_TUG_contract.docx,Mehmet/Literatur/Wordler/YTMK/2015/12_TUG_contract.docx,Mehmet/Literatur/Wordler/YTMK/2015,54722,0.052187,2026-08-12T19:12:04+03:00,2024-11-13T14:46:09+03:00,2025c5626a39547cdf9eb888904112c67702f5b062baf9787da9337a80b38ded,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,True,
DOC000121,Austrian-practice-of_tunnelling-contracts_Engl.docx,Austrian-practice-of_tunnelling-contracts_Engl,.docx,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Literatur\Wordler\YTMK\2015\Austrian-practice-of_tunnelling-contracts_Engl.docx,Mehmet/Literatur/Wordler/YTMK/2015/Austrian-practice-of_tunnelling-contracts_Engl.docx,Mehmet/Literatur/Wordler/YTMK/2015,2731136,2.604614,2026-08-12T19:12:04+03:00,2024-11-13T14:45:52+03:00,137b3889a8250d821c0ca34c92a00f633489aa4064c3f7c4b09a8d7e815fa232,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,True,
DOC000122,Guideline_Geotechnical_Design_conv_2010_01.docx,Guideline_Geotechnical_Design_conv_2010_01,.docx,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Literatur\Wordler\YTMK\2015\Guideline_Geotechnical_Design_conv_2010_01.docx,Mehmet/Literatur/Wordler/YTMK/2015/Guideline_Geotechnical_Design_conv_2010_01.docx,Mehmet/Literatur/Wordler/YTMK/2015,151404,0.14439,2026-08-12T19:12:04+03:00,2024-11-13T14:44:29+03:00,8bb90aa5183d87dddc449e02f3a33c47a0ce0fbf3b0661effd3fdbeae1915d4d,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,True,
DOC000123,OeGG_Monitoring_Handbook.docx,OeGG_Monitoring_Handbook,.docx,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Literatur\Wordler\YTMK\2015\OeGG_Monitoring_Handbook.docx,Mehmet/Literatur/Wordler/YTMK/2015/OeGG_Monitoring_Handbook.docx,Mehmet/Literatur/Wordler/YTMK/2015,14814159,14.127883,2026-08-12T19:12:04+03:00,2024-11-13T14:43:52+03:00,95f6781e96026a8a700972730aba59088c12ffbbe9becf83196c73c8404ad8b6,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,True,
DOC000124,YTU Yuksek Lisans.docx,YTU Yuksek Lisans,.docx,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Literatur\Wordler\YTU Yuksek Lisans.docx,Mehmet/Literatur/Wordler/YTU Yuksek Lisans.docx,Mehmet/Literatur/Wordler,8634787,8.234775,2026-08-12T19:11:54+03:00,2024-12-24T13:42:21+03:00,7e795b9a47c89f5406c566770c2f81cf7f6fc58ae0545d3299d3a3f107f574da,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,True,
DOC000125,Ahmet Sirin.pdf,Ahmet Sirin,.pdf,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Literatur\YTMK Tunelcilik Semineri\2013\Ahmet Sirin.pdf,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Ahmet Sirin.pdf,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013,81051652,77.296879,2026-08-12T19:12:05+03:00,2024-12-23T14:26:49+03:00,7f177b472ed62ef801089d0cdc51369c39b4f89669880fe37871ea63672066df,application/pdf,True,True,
DOC000126,Dr Orhan Simsek.pdf,Dr Orhan Simsek,.pdf,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Literatur\YTMK Tunelcilik Semineri\2013\Dr Orhan Simsek.pdf,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Dr Orhan Simsek.pdf,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013,41138159,39.232406,2026-08-12T19:12:08+03:00,2024-12-23T14:25:43+03:00,abc6dcf8e707da2f77f6aa3777630d823ed934fca48f67821114ed835ea64e63,application/pdf,True,True,
DOC000127,M.Kemal Akman.pdf,M.Kemal Akman,.pdf,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Literatur\YTMK Tunelcilik Semineri\2013\M.Kemal Akman.pdf,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/M.Kemal Akman.pdf,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013,14996763,14.302028,2026-08-12T19:12:10+03:00,2024-12-23T14:24:27+03:00,752100774713db4bce1bba84ccbd571af14868359841be4afb343ab4b4e4328f,application/pdf,True,True,
DOC000128,Merih Ozgen.pdf,Merih Ozgen,.pdf,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Literatur\YTMK Tunelcilik Semineri\2013\Merih Ozgen.pdf,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Merih Ozgen.pdf,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013,13195573,12.584279,2026-08-12T19:12:11+03:00,2024-12-23T14:30:28+03:00,9185b233dc14dd7b02a5c1b798e475bb865f4ca6c8adf040ff5d0a79252a44a8,application/pdf,True,True,
DOC000129,Muhammed Alyuruk.pdf,Muhammed Alyuruk,.pdf,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Literatur\YTMK Tunelcilik Semineri\2013\Muhammed Alyuruk.pdf,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Muhammed Alyuruk.pdf,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013,9728807,9.278113,2026-08-12T19:12:12+03:00,2024-12-23T14:29:18+03:00,290648f6f7fc8e05fe816c0b981659f49af95ca7c31f137e180c1169c15bbe29,application/pdf,True,True,
DOC000130,Murat Dursun Barut.pdf,Murat Dursun Barut,.pdf,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Literatur\YTMK Tunelcilik Semineri\2013\Murat Dursun Barut.pdf,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Murat Dursun Barut.pdf,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013,5273420,5.029125,2026-08-12T19:12:12+03:00,2024-12-23T14:20:14+03:00,17e5e4aa41637a66b3dee7c8c71e79a278cdccb4c134fd115eb7a4a66aa24f32,application/pdf,True,True,
DOC000131,Nurettin Demir.pdf,Nurettin Demir,.pdf,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Literatur\YTMK Tunelcilik Semineri\2013\Nurettin Demir.pdf,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Nurettin Demir.pdf,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013,67050668,63.9445,2026-08-12T19:12:12+03:00,2024-12-23T14:29:52+03:00,784b14ff9e8444a97c6d284d4fe232dab00589930f78f3c4ecf441816251e1db,application/pdf,True,True,
DOC000132,Prof Mahir Vardar.pdf,Prof Mahir Vardar,.pdf,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Literatur\YTMK Tunelcilik Semineri\2013\Prof Mahir Vardar.pdf,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Prof Mahir Vardar.pdf,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013,34832019,33.218402,2026-08-12T19:12:16+03:00,2024-12-23T14:23:39+03:00,c736114ad7d9ac29557c038d3125645cc50104cd1bb39ff873388c1f65c5ccbe,application/pdf,True,True,
