document_id,file_name,stem,extension,absolute_path,relative_path,parent_folder,size_bytes,size_mb,created_time,modified_time,sha256,mime_type,is_supported,conversion_candidate,hash_error
DOC000045,TR Karayolları Tünellerinin Tarihçesi ve Tünel Güvenlik Kriterleri.pdf,TR Karayolları Tünellerinin Tarihçesi ve Tünel Güvenlik Kriterleri,.pdf,C:\Users\bulsa\OneDrive\Desktop\tunnel\Literatür ve Araştırmalar\TR Karayolları Tünellerinin Tarihçesi ve Tünel Güvenlik Kriterleri.pdf,Literatür ve Araştırmalar/TR Karayolları Tünellerinin Tarihçesi ve Tünel Güvenlik Kriterleri.pdf,Literatür ve Araştırmalar,772980,0.737171,2026-08-12T19:11:30+03:00,2021-09-06T15:56:48+03:00,5d524bf61343305c4f9c1a8fda2248659201b7fa0304f2a8c00b0c9559d8dbc4,application/pdf,True,True,
DOC000046,"Tunnel Operations, Maintenance, Inspectionand Evaluation Manual.pdf","Tunnel Operations, Maintenance, Inspectionand Evaluation Manual",.pdf,"C:\Users\bulsa\OneDrive\Desktop\tunnel\Literatür ve Araştırmalar\Tunnel Operations, Maintenance, Inspectionand Evaluation Manual.pdf","Literatür ve Araştırmalar/Tunnel Operations, Maintenance, Inspectionand Evaluation Manual.pdf",Literatür ve Araştırmalar,15821876,15.088917,2026-08-12T19:11:30+03:00,2021-09-06T11:39:30+03:00,b6a2b2e47753afe8699c10da551fe4afc311dcac8f4504a34c8e83d71fd157c8,application/pdf,True,True,
DOC000047,tunnel_manual_FHWA.pdf,tunnel_manual_FHWA,.pdf,C:\Users\bulsa\OneDrive\Desktop\tunnel\Literatür ve Araştırmalar\tunnel_manual_FHWA.pdf,Literatür ve Araştırmalar/tunnel_manual_FHWA.pdf,Literatür ve Araştırmalar,29284380,27.927761,2026-08-12T19:11:31+03:00,2021-09-30T17:14:20+03:00,153e9e2a4af4519f1e27a0440e0b3b06b3433db721cb527217f3a14f050abbdd,application/pdf,True,True,
DOC000048,TÜNEL BAKIM İŞLETME EL KİTABI.pdf,TÜNEL BAKIM İŞLETME EL KİTABI,.pdf,C:\Users\bulsa\OneDrive\Desktop\tunnel\Literatür ve Araştırmalar\TÜNEL BAKIM İŞLETME EL KİTABI.pdf,Literatür ve Araştırmalar/TÜNEL BAKIM İŞLETME EL KİTABI.pdf,Literatür ve Araştırmalar,3888448,3.708313,2026-08-12T19:11:33+03:00,2009-12-25T10:21:19+03:00,a23b1e815eedc4a3c978b6a03a734d9c2099b428df2ead2d9d622db8f5d4ebdd,application/pdf,True,True,
DOC000049,TÜNEL ENVANTER KİTABI 2015.pdf,TÜNEL ENVANTER KİTABI 2015,.pdf,C:\Users\bulsa\OneDrive\Desktop\tunnel\Literatür ve Araştırmalar\TÜNEL ENVANTER KİTABI 2015.pdf,Literatür ve Araştırmalar/TÜNEL ENVANTER KİTABI 2015.pdf,Literatür ve Araştırmalar,10822145,10.320802,2026-08-12T19:11:33+03:00,2015-06-15T09:12:18+03:00,5c229054fb8f53a306c097f128ec7004fbaf7d1a52bad4f5bc778f5e91888b54,application/pdf,True,True,
DOC000050,Tünel Eğitim Kitabı 8 EYLÜL 2016.pdf,Tünel Eğitim Kitabı 8 EYLÜL 2016,.pdf,C:\Users\bulsa\OneDrive\Desktop\tunnel\Literatür ve Araştırmalar\Tünel Eğitim Kitabı 8 EYLÜL 2016.pdf,Literatür ve Araştırmalar/Tünel Eğitim Kitabı 8 EYLÜL 2016.pdf,Literatür ve Araştırmalar,36918819,35.208529,2026-08-12T19:11:33+03:00,2021-10-05T11:17:19+03:00,746d18498e07a8a0f3978991903d15a1d843e26cc40b5609e519b429612ec84d,application/pdf,True,True,
DOC000051,Tünel Haritası 2024_KGMWEB.pdf,Tünel Haritası 2024_KGMWEB,.pdf,C:\Users\bulsa\OneDrive\Desktop\tunnel\Literatür ve Araştırmalar\Tünel Haritası 2024_KGMWEB.pdf,Literatür ve Araştırmalar/Tünel Haritası 2024_KGMWEB.pdf,Literatür ve Araştırmalar,6484400,6.184006,2026-08-12T19:11:35+03:00,2024-11-06T14:14:45+03:00,164a2494261086dbb9d2446b8ab4a1141ead7783629ac7d21915fdd57d7bcf11,application/pdf,True,True,
DOC000052,19 MayısUniversitesi14. hafta (2020-2021).pdf,19 MayısUniversitesi14. hafta (2020-2021),.pdf,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Kitap 2.Bolum\Kullanılan Dokumanlar\19 MayısUniversitesi14. hafta (2020-2021).pdf,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/19 MayısUniversitesi14. hafta (2020-2021).pdf,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar,2409297,2.297685,2026-08-12T19:11:37+03:00,2024-09-13T11:22:56+03:00,26a13c5e78d13a2f070fa43831c41f18ec151c816a4eb05314b1fda3397c4653,application/pdf,True,True,
DOC000053,Dergipark_Kop T__neli Yap__m __al____malar__ ve Metodolojisi[#367279]-384775.pdf,Dergipark_Kop T__neli Yap__m __al____malar__ ve Metodolojisi[#367279]-384775,.pdf,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Kitap 2.Bolum\Kullanılan Dokumanlar\Dergipark_Kop T__neli Yap__m __al____malar__ ve Metodolojisi[#367279]-384775.pdf,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Dergipark_Kop T__neli Yap__m __al____malar__ ve Metodolojisi[#367279]-384775.pdf,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar,1588593,1.515,2026-08-12T19:11:37+03:00,2024-09-13T11:25:36+03:00,1e37bc8f02619f3efc525354baf1c302359835fd0b9d2f5a891adc867e3e607d,application/pdf,True,True,
DOC000054,Enjeksiyon  Foto2.jpg,Enjeksiyon  Foto2,.jpg,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Kitap 2.Bolum\Kullanılan Dokumanlar\Foto\Enjeksiyon  Foto2.jpg,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Foto/Enjeksiyon  Foto2.jpg,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Foto,237953,0.22693,2026-08-12T19:11:41+03:00,2025-01-10T14:02:06+03:00,c5b8b61e1d07edae30e7d35e3dc56cce68fc7b53c297f49f3284d708bb25ab9b,image/jpeg,True,False,
DOC000055,Enjeksiyon Foto1.jpg,Enjeksiyon Foto1,.jpg,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Kitap 2.Bolum\Kullanılan Dokumanlar\Foto\Enjeksiyon Foto1.jpg,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Foto/Enjeksiyon Foto1.jpg,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Foto,132124,0.126003,2026-08-12T19:11:41+03:00,2025-01-10T14:01:20+03:00,3b434b03f09745ed6d9cbad38c6e4003304f4e1377b5b93cb9fde5d0885bab35,image/jpeg,True,False,
DOC000056,Foto_Kaynak.docx,Foto_Kaynak,.docx,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Kitap 2.Bolum\Kullanılan Dokumanlar\Foto\Foto_Kaynak.docx,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Foto/Foto_Kaynak.docx,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Foto,12710,0.012121,2026-08-12T19:11:41+03:00,2025-01-22T14:09:36+03:00,8e2601e33aad2c570d8dc5a4467a48a5dc5a6ee6c8e75bdc132f9820a57e3629,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,True,
DOC000057,InvertBetonUygulaması.png,InvertBetonUygulaması,.png,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Kitap 2.Bolum\Kullanılan Dokumanlar\Foto\InvertBetonUygulaması.png,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Foto/InvertBetonUygulaması.png,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Foto,502783,0.479491,2026-08-12T19:11:41+03:00,2025-04-17T13:35:09+03:00,c77a14960e997ca95740010fef35aba2ec824861a306004633b190bc4d42d408,image/png,True,False,
DOC000058,ITU Yuksek Lisans Tezi.pdf,ITU Yuksek Lisans Tezi,.pdf,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Kitap 2.Bolum\Kullanılan Dokumanlar\ITU Yuksek Lisans Tezi.pdf,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/ITU Yuksek Lisans Tezi.pdf,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar,5867079,5.595283,2026-08-12T19:11:37+03:00,2024-12-23T16:44:45+03:00,eec30224d4cdbc5f8abf172e2ba4399f808cdb0c9d73e828c019bbb3791931a0,application/pdf,True,True,
DOC000059,KPT(KaynarcaPendikTuzla) Metrosu_24220221180893.pdf,KPT(KaynarcaPendikTuzla) Metrosu_24220221180893,.pdf,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Kitap 2.Bolum\Kullanılan Dokumanlar\KPT(KaynarcaPendikTuzla) Metrosu_24220221180893.pdf,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/KPT(KaynarcaPendikTuzla) Metrosu_24220221180893.pdf,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar,2778238,2.649534,2026-08-12T19:11:38+03:00,2024-09-13T11:20:55+03:00,04d6baa6481db3bec1d18c9bcc97cf831dcaeb768a6d57ce7f74a52936e02ef2,application/pdf,True,True,
DOC000060,KTU_Tez_Tam Metin.pdf,KTU_Tez_Tam Metin,.pdf,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Kitap 2.Bolum\Kullanılan Dokumanlar\KTU_Tez_Tam Metin.pdf,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/KTU_Tez_Tam Metin.pdf,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar,6709971,6.399127,2026-08-12T19:11:38+03:00,2024-09-13T13:23:10+03:00,674564f8c6d600238ac22b37a62038d0dec5a6d6cab5ec237c911947b959fbd2,application/pdf,True,True,
DOC000061,Kullanılan Kaynaklar.docx,Kullanılan Kaynaklar,.docx,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Kitap 2.Bolum\Kullanılan Dokumanlar\Kullanılan Kaynaklar.docx,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Kullanılan Kaynaklar.docx,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar,15097,0.014398,2026-08-12T19:11:38+03:00,2025-07-08T11:06:58+03:00,8f9bd4acad19365a616857fd4684f9f8bc1011942061c1cd86fe5be40989a07f,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,True,
DOC000062,SinaKiziroglu.pdf,SinaKiziroglu,.pdf,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Kitap 2.Bolum\Kullanılan Dokumanlar\SinaKiziroglu.pdf,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/SinaKiziroglu.pdf,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar,15934688,15.196503,2026-08-12T19:11:38+03:00,2024-09-23T16:22:39+03:00,ab9820d96be33b424672d580d8bfc3cb2133ef5306ca2dc708359bf0363d8e1c,application/pdf,True,True,
DOC000063,tehlikeli-maddelerin-karayolu-ile-tasinmasi-yonetmelik-62b01f085fe6c.pdf,tehlikeli-maddelerin-karayolu-ile-tasinmasi-yonetmelik-62b01f085fe6c,.pdf,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Kitap 2.Bolum\Kullanılan Dokumanlar\tehlikeli-maddelerin-karayolu-ile-tasinmasi-yonetmelik-62b01f085fe6c.pdf,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/tehlikeli-maddelerin-karayolu-ile-tasinmasi-yonetmelik-62b01f085fe6c.pdf,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar,243881,0.232583,2026-08-12T19:11:39+03:00,2024-11-13T13:37:21+03:00,19bb2d542f7e1f0a684f70c248797a21a306d50fbf9d86246ef70b47ac60e38d,application/pdf,True,True,
DOC000064,TUNELLERDE_DESTEK_SISTEMLERI_VE_GUCLENDI.pdf,TUNELLERDE_DESTEK_SISTEMLERI_VE_GUCLENDI,.pdf,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Kitap 2.Bolum\Kullanılan Dokumanlar\TUNELLERDE_DESTEK_SISTEMLERI_VE_GUCLENDI.pdf,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/TUNELLERDE_DESTEK_SISTEMLERI_VE_GUCLENDI.pdf,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar,4594113,4.381288,2026-08-12T19:11:39+03:00,2024-12-24T15:17:11+03:00,cbf08cc5651cbc903a95c083d2fdb36504cddc0f780da372d9054069bb28a669,application/pdf,True,True,
DOC000065,Tünel Eğitim Kitabı 8 EYLÜL 2016.pdf,Tünel Eğitim Kitabı 8 EYLÜL 2016,.pdf,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Kitap 2.Bolum\Kullanılan Dokumanlar\Tünel Eğitim Kitabı 8 EYLÜL 2016.pdf,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Tünel Eğitim Kitabı 8 EYLÜL 2016.pdf,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar,36918819,35.208529,2026-08-12T19:11:39+03:00,2021-10-05T11:17:19+03:00,746d18498e07a8a0f3978991903d15a1d843e26cc40b5609e519b429612ec84d,application/pdf,True,True,
DOC000066,1-NATM-2020.pptx,1-NATM-2020,.pptx,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Kitap 2.Bolum\Kullanılan Dokumanlar\TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)_Kullanılan Dokumanlar\1-NATM-2020.pptx,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)_Kullanılan Dokumanlar/1-NATM-2020.pptx,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)_Kullanılan Dokumanlar,14376515,13.710513,2026-08-12T19:11:41+03:00,2020-02-24T19:51:16+03:00,33e54b02175c174a99a7739012e0a70101e516836394186566041b705643cce9,application/vnd.openxmlformats-officedocument.presentationml.presentation,True,True,
DOC000067,"6-YALITIM, DRENAJ ve NİHAİ KAPLAMA BETONU.pptx","6-YALITIM, DRENAJ ve NİHAİ KAPLAMA BETONU",.pptx,"C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Kitap 2.Bolum\Kullanılan Dokumanlar\TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)_Kullanılan Dokumanlar\6-YALITIM, DRENAJ ve NİHAİ KAPLAMA BETONU.pptx","Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)_Kullanılan Dokumanlar/6-YALITIM, DRENAJ ve NİHAİ KAPLAMA BETONU.pptx",Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)_Kullanılan Dokumanlar,11659073,11.118958,2026-08-12T19:11:41+03:00,2025-01-22T15:07:57+03:00,21c81a85613e82c6b1ebeafd9f847e087b0cdc032c8db3933fa8d9438a7f564c,application/vnd.openxmlformats-officedocument.presentationml.presentation,True,True,
DOC000068,TBM(Tunnel Boring Machine).pptx,TBM(Tunnel Boring Machine),.pptx,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Kitap 2.Bolum\Kullanılan Dokumanlar\TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)_Kullanılan Dokumanlar\TBM(Tunnel Boring Machine).pptx,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)_Kullanılan Dokumanlar/TBM(Tunnel Boring Machine).pptx,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)_Kullanılan Dokumanlar,16907826,16.124559,2026-08-12T19:11:42+03:00,2019-02-19T15:12:40+03:00,5f811a624baec87de732a24e235f5f0887f21a17fc42320a7002c14235e319aa,application/vnd.openxmlformats-officedocument.presentationml.presentation,True,True,
DOC000069,19 MayısUniversitesi14. hafta (2020-2021).docx,19 MayısUniversitesi14. hafta (2020-2021),.docx,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Kitap 2.Bolum\Kullanılan Dokumanlar\Word Dosyaları\19 MayısUniversitesi14. hafta (2020-2021).docx,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/19 MayısUniversitesi14. hafta (2020-2021).docx,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları,1762160,1.680527,2026-08-12T19:11:43+03:00,2024-11-14T13:17:29+03:00,43e15adde21fcb6bd4b3b48cb6332a31428312d3c406f330ad4fbaa63aecdcfa,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,True,
DOC000070,Dergipark_Kop T__neli Yap__m __al____malar__ ve Metodolojisi#367279-384775.docx,Dergipark_Kop T__neli Yap__m __al____malar__ ve Metodolojisi#367279-384775,.docx,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Kitap 2.Bolum\Kullanılan Dokumanlar\Word Dosyaları\Dergipark_Kop T__neli Yap__m __al____malar__ ve Metodolojisi#367279-384775.docx,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/Dergipark_Kop T__neli Yap__m __al____malar__ ve Metodolojisi#367279-384775.docx,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları,1258431,1.200133,2026-08-12T19:11:43+03:00,2024-11-13T14:30:33+03:00,79b4e713b47ad813559ebeb269d37ed5ea60f56a1308da05d3610a2ed5578cc6,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,True,
DOC000071,ITU Yuksek Lisans Tezi.docx,ITU Yuksek Lisans Tezi,.docx,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Kitap 2.Bolum\Kullanılan Dokumanlar\Word Dosyaları\ITU Yuksek Lisans Tezi.docx,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/ITU Yuksek Lisans Tezi.docx,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları,1563470,1.491041,2026-08-12T19:11:43+03:00,2024-12-24T13:08:01+03:00,cf2fad9c374cff80978324d92e88dd00d6cd4bcb5fd229df8973cfe565b1a477,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,True,
DOC000072,KTU_Tez_Tam Metin.docx,KTU_Tez_Tam Metin,.docx,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Kitap 2.Bolum\Kullanılan Dokumanlar\Word Dosyaları\KTU_Tez_Tam Metin.docx,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/KTU_Tez_Tam Metin.docx,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları,3471718,3.310888,2026-08-12T19:11:43+03:00,2024-11-13T14:32:23+03:00,d8c47fd59b8c006c036f09be83fed7ee7fd3654016e8a6543caf32addd182c26,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,True,
DOC000073,SinaKiziroglu.docx,SinaKiziroglu,.docx,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Kitap 2.Bolum\Kullanılan Dokumanlar\Word Dosyaları\SinaKiziroglu.docx,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/SinaKiziroglu.docx,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları,44981113,42.897332,2026-08-12T19:11:43+03:00,2024-11-13T14:37:20+03:00,9fea1e259f10c9d371f0762816d9b80216f58e29841b79b2ca26aa9312ec177c,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,True,
DOC000074,TUNELLERDE_DESTEK_SISTEMLERI_VE_GUCLENDI.docx,TUNELLERDE_DESTEK_SISTEMLERI_VE_GUCLENDI,.docx,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Kitap 2.Bolum\Kullanılan Dokumanlar\Word Dosyaları\TUNELLERDE_DESTEK_SISTEMLERI_VE_GUCLENDI.docx,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/TUNELLERDE_DESTEK_SISTEMLERI_VE_GUCLENDI.docx,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları,2672336,2.548538,2026-08-12T19:11:45+03:00,2024-12-25T12:19:25+03:00,2acb6a1bea35571728e776f6c3a4449eb9abd9d79a34f3111e700a216eb6a2ea,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,True,
DOC000075,Tünel Eğitim Kitabı 8 EYLÜL 2016.docx,Tünel Eğitim Kitabı 8 EYLÜL 2016,.docx,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Kitap 2.Bolum\Kullanılan Dokumanlar\Word Dosyaları\Tünel Eğitim Kitabı 8 EYLÜL 2016.docx,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/Tünel Eğitim Kitabı 8 EYLÜL 2016.docx,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları,25031973,23.87235,2026-08-12T19:11:45+03:00,2024-12-25T12:01:20+03:00,1fb6b71a35f819248daf881974423edfaa28cfc580283528ee1be885a439fd2e,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,True,
DOC000076,Tuneller Bolum2_9_7_2025.docx,Tuneller Bolum2_9_7_2025,.docx,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Kitap 2.Bolum\Tuneller Bolum2_9_7_2025.docx,Mehmet/Kitap 2.Bolum/Tuneller Bolum2_9_7_2025.docx,Mehmet/Kitap 2.Bolum,36545156,34.852177,2026-08-12T19:11:35+03:00,2025-07-08T11:14:36+03:00,b011796d9570a6e89619e5176adf7f8d004df3eb94e103b48b7894b0b6622d59,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,True,
DOC000077,~$neller Bolum2_9_7_2025.docx,~$neller Bolum2_9_7_2025,.docx,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Kitap 2.Bolum\~$neller Bolum2_9_7_2025.docx,Mehmet/Kitap 2.Bolum/~$neller Bolum2_9_7_2025.docx,Mehmet/Kitap 2.Bolum,162,0.000154,2026-08-12T19:11:37+03:00,2026-08-12T13:45:04+03:00,a6118d1c0eab691e504f73292d570746f3fd510309ec4c6f2dc6283f5955a6c4,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,True,
DOC000078,19 MayısUniversitesi14. hafta (2020-2021).pdf,19 MayısUniversitesi14. hafta (2020-2021),.pdf,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Literatur\19 MayısUniversitesi14. hafta (2020-2021).pdf,Mehmet/Literatur/19 MayısUniversitesi14. hafta (2020-2021).pdf,Mehmet/Literatur,2409297,2.297685,2026-08-12T19:11:46+03:00,2024-09-13T11:22:56+03:00,26a13c5e78d13a2f070fa43831c41f18ec151c816a4eb05314b1fda3397c4653,application/pdf,True,True,
DOC000079,CevreSehircilik_tunel-isler--20230202145300.pdf,CevreSehircilik_tunel-isler--20230202145300,.pdf,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Literatur\CevreSehircilik_tunel-isler--20230202145300.pdf,Mehmet/Literatur/CevreSehircilik_tunel-isler--20230202145300.pdf,Mehmet/Literatur,233731,0.222903,2026-08-12T19:11:47+03:00,2024-09-13T11:22:41+03:00,0d8f102824829559a474d561eb8302b9d010fe70fa46c3e7e569f7580629a6c4,application/pdf,True,True,
DOC000080,Dergipark_Kop T__neli Yap__m __al____malar__ ve Metodolojisi[#367279]-384775.pdf,Dergipark_Kop T__neli Yap__m __al____malar__ ve Metodolojisi[#367279]-384775,.pdf,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Literatur\Dergipark_Kop T__neli Yap__m __al____malar__ ve Metodolojisi[#367279]-384775.pdf,Mehmet/Literatur/Dergipark_Kop T__neli Yap__m __al____malar__ ve Metodolojisi[#367279]-384775.pdf,Mehmet/Literatur,1588593,1.515,2026-08-12T19:11:47+03:00,2024-09-13T11:25:36+03:00,1e37bc8f02619f3efc525354baf1c302359835fd0b9d2f5a891adc867e3e607d,application/pdf,True,True,
DOC000081,Harran Uni_Yüksek Lisans Tezi.pdf,Harran Uni_Yüksek Lisans Tezi,.pdf,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Literatur\Harran Uni_Yüksek Lisans Tezi.pdf,Mehmet/Literatur/Harran Uni_Yüksek Lisans Tezi.pdf,Mehmet/Literatur,4439373,4.233716,2026-08-12T19:11:47+03:00,2024-12-23T16:05:09+03:00,e3a78fec24c25a09fd74d14efdc9c6f7af90d4e0ca854a0f43572857a71b6b13,application/pdf,True,True,
DOC000082,IMO_12782.pdf,IMO_12782,.pdf,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Literatur\IMO_12782.pdf,Mehmet/Literatur/IMO_12782.pdf,Mehmet/Literatur,741596,0.707241,2026-08-12T19:11:47+03:00,2024-09-13T11:18:19+03:00,594601371e863af590f6a848819b874923f2dd6554fd23dfa4888cc3c377a955,application/pdf,True,True,
DOC000083,IMO_TBM Maliyet_18238_29_19.pdf,IMO_TBM Maliyet_18238_29_19,.pdf,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Literatur\IMO_TBM Maliyet_18238_29_19.pdf,Mehmet/Literatur/IMO_TBM Maliyet_18238_29_19.pdf,Mehmet/Literatur,828207,0.78984,2026-08-12T19:11:47+03:00,2024-09-13T11:33:04+03:00,c3a0e31de495e7b755c5c1627d39151e44d1a53f61645573137e026b685ed358,application/pdf,True,True,
DOC000084,ITU Yuksek Lisans Tezi.pdf,ITU Yuksek Lisans Tezi,.pdf,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Literatur\ITU Yuksek Lisans Tezi.pdf,Mehmet/Literatur/ITU Yuksek Lisans Tezi.pdf,Mehmet/Literatur,5867079,5.595283,2026-08-12T19:11:47+03:00,2024-12-23T16:44:45+03:00,eec30224d4cdbc5f8abf172e2ba4399f808cdb0c9d73e828c019bbb3791931a0,application/pdf,True,True,
DOC000085,KayaTunelleri_AnkUni_Konu13.pdf,KayaTunelleri_AnkUni_Konu13,.pdf,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Literatur\KayaTunelleri_AnkUni_Konu13.pdf,Mehmet/Literatur/KayaTunelleri_AnkUni_Konu13.pdf,Mehmet/Literatur,407763,0.388873,2026-08-12T19:11:47+03:00,2024-09-13T13:29:07+03:00,0c9c6249469b71b0e77526dcb1788a1a9f09275898cb9e38be948a0dd5e755d3,application/pdf,True,True,
DOC000086,Kaynaklar.docx,Kaynaklar,.docx,C:\Users\bulsa\OneDrive\Desktop\tunnel\Mehmet\Literatur\Kaynaklar.docx,Mehmet/Literatur/Kaynaklar.docx,Mehmet/Literatur,16475,0.015712,2026-08-12T19:11:47+03:00,2025-02-28T13:49:55+03:00,987a2de49a6cbf23c05430b46d14cb447f03f6381e0521749f784d7b3b50f43d,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,True,
