duplicate_group_id,canonical_candidate,document_id,file_name,relative_path,extension,size_bytes,sha256
EXACT00044,True,DOC000166,Dünyadaki Son Gelişmeler Çerçevesinde Yüksek Hızlı Demiryolu Tünel Tasarımı.pdf,Sunumlar_2022/Dünyadaki Son Gelişmeler Çerçevesinde Yüksek Hızlı Demiryolu Tünel Tasarımı.pdf,.pdf,1291989,8290ac15a538bb0f22bd6901290c4685b98061d70ec6dc21f8d978decec27e7e
EXACT00044,False,DOC000191,Dünyadaki Son Gelişmeler Çerçevesinde Yüksek Hızlı Demiryolu Tünel Tasarımı.pdf,Tünel Dergisi/Sunumlar_2022/Dünyadaki Son Gelişmeler Çerçevesinde Yüksek Hızlı Demiryolu Tünel Tasarımı.pdf,.pdf,1291989,8290ac15a538bb0f22bd6901290c4685b98061d70ec6dc21f8d978decec27e7e
EXACT00045,True,DOC000167,Türkiye’deki Karayolu Tünellerinde Trafik.pdf,Sunumlar_2022/Türkiye’deki Karayolu Tünellerinde Trafik.pdf,.pdf,1294352,d6cabd5890cae7ee2a05c65b23d0264a1f69a65b12ed45d323ef654c7b93ac1a
EXACT00045,False,DOC000192,Türkiye’deki Karayolu Tünellerinde Trafik.pdf,Tünel Dergisi/Sunumlar_2022/Türkiye’deki Karayolu Tünellerinde Trafik.pdf,.pdf,1294352,d6cabd5890cae7ee2a05c65b23d0264a1f69a65b12ed45d323ef654c7b93ac1a
EXACT00046,True,DOC000260,OTOYOL TÜNELİ (4 ŞERİTLİ) PORTAL TASARIMI.pptx,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Tünelde Özel Çözümler/OTOYOL TÜNELİ (4 ŞERİTLİ) PORTAL TASARIMI.pptx,.pptx,30535184,eba6f7659063a3e0897bbd9762db5b5bfdccdfdb5a4ef6c58f0af07675131f7c
EXACT00046,False,DOC000296,OTOYOL TÜNELİ (4 ŞERİTLİ) PORTAL TASARIMI.pptx,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Tünelde Özel Çözümler/OTOYOL TÜNELİ (4 ŞERİTLİ) PORTAL TASARIMI.pptx,.pptx,30535184,eba6f7659063a3e0897bbd9762db5b5bfdccdfdb5a4ef6c58f0af07675131f7c
EXACT00047,True,DOC000261,T-1OA.pptx,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Tünelde Özel Çözümler/T-1OA.pptx,.pptx,7474868,392642f7733f2a4d8b5099cdad7f3e5387a8183c22988ae4733f327bb768055f
EXACT00047,False,DOC000297,T-1OA.pptx,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Tünelde Özel Çözümler/T-1OA.pptx,.pptx,7474868,392642f7733f2a4d8b5099cdad7f3e5387a8183c22988ae4733f327bb768055f
EXACT00048,True,DOC000262,T1 Tüneli KY.pptx,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Tünelde Özel Çözümler/T1 Tüneli KY.pptx,.pptx,15438959,01e403164c0361f59ca716cbdc834029883212f24feab0c290022d9d089ea82d
EXACT00048,False,DOC000298,T1 Tüneli KY.pptx,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Tünelde Özel Çözümler/T1 Tüneli KY.pptx,.pptx,15438959,01e403164c0361f59ca716cbdc834029883212f24feab0c290022d9d089ea82d
EXACT00049,True,DOC000263,T1JETGROUT.pptx,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Tünelde Özel Çözümler/T1JETGROUT.pptx,.pptx,10206631,88730c77ad15671b96aeb63e9fd179190595853eebdcecd0bbab9c65f98fd11e
EXACT00049,False,DOC000299,T1JETGROUT.pptx,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Tünelde Özel Çözümler/T1JETGROUT.pptx,.pptx,10206631,88730c77ad15671b96aeb63e9fd179190595853eebdcecd0bbab9c65f98fd11e
EXACT00050,True,DOC000264,T3 TÜNELİ ENJEKSİYON İPTALİ.pptm,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Tünelde Özel Çözümler/T3 TÜNELİ ENJEKSİYON İPTALİ.pptm,.pptm,3383546,8cd77050797aeb27474ab899ffc0581177f726b127e539c71452b46c78d9dd6e
EXACT00050,False,DOC000300,T3 TÜNELİ ENJEKSİYON İPTALİ.pptm,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Tünelde Özel Çözümler/T3 TÜNELİ ENJEKSİYON İPTALİ.pptm,.pptm,3383546,8cd77050797aeb27474ab899ffc0581177f726b127e539c71452b46c78d9dd6e
EXACT00051,True,DOC000265,Thumbs.db,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Tünelde Özel Çözümler/Thumbs.db,.db,15872,a0c31079d7b46b94001a1858ff3a2ac402662c7ae7ab900fd171e93146f2381c
EXACT00051,False,DOC000301,Thumbs.db,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Tünelde Özel Çözümler/Thumbs.db,.db,15872,a0c31079d7b46b94001a1858ff3a2ac402662c7ae7ab900fd171e93146f2381c
EXACT00052,True,DOC000277,~$rim Fiyat Tarifleri (Genel Müdürlük)-TÜNEL.doc,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/~$rim Fiyat Tarifleri (Genel Müdürlük)-TÜNEL.doc,.doc,162,ae2e9e9876ce03b90abb44275ac978714bfe73803932dccc9a0c7521351fb8c7
EXACT00052,False,DOC000276,~$rim Fiyat Tarifleri (Genel Müdürlük)-TÜNEL (2).doc,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/~$rim Fiyat Tarifleri (Genel Müdürlük)-TÜNEL (2).doc,.doc,162,ae2e9e9876ce03b90abb44275ac978714bfe73803932dccc9a0c7521351fb8c7
