document_id,source_relative_path,field,current_value,suggested_value,evidence,confidence,reviewer_value,reviewer_note,review_status,reviewed_at
DOC000068,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)_Kullanılan Dokumanlar/TBM(Tunnel Boring Machine).pptx,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000068,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)_Kullanılan Dokumanlar/TBM(Tunnel Boring Machine).pptx,organization,,,Authority kararı var; kurum doğrulaması eksik,low,,,pending,
DOC000069,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/19 MayısUniversitesi14. hafta (2020-2021).docx,authority_level,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,,,pending,
DOC000069,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/19 MayısUniversitesi14. hafta (2020-2021).docx,document_type,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,,pending,
DOC000069,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/19 MayısUniversitesi14. hafta (2020-2021).docx,year,,,"Dosya yolu/başlıkta çelişkili yıllar: 2020, 2021",low,,,pending,
DOC000070,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/Dergipark_Kop T__neli Yap__m __al____malar__ ve Metodolojisi#367279-384775.docx,authority_level,,B,Akademik yayın türü sinyali: academic_article,medium,,,pending,
DOC000071,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/ITU Yuksek Lisans Tezi.docx,organization,,,Authority kararı var; kurum doğrulaması eksik,low,,,pending,
DOC000072,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/KTU_Tez_Tam Metin.docx,organization,,,Authority kararı var; kurum doğrulaması eksik,low,,,pending,
DOC000073,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/SinaKiziroglu.docx,document_type,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,,pending,
DOC000074,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/TUNELLERDE_DESTEK_SISTEMLERI_VE_GUCLENDI.docx,authority_level,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,,,pending,
DOC000074,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/TUNELLERDE_DESTEK_SISTEMLERI_VE_GUCLENDI.docx,document_type,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,,pending,
DOC000076,Mehmet/Kitap 2.Bolum/Tuneller Bolum2_9_7_2025.docx,authority_level,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,,,pending,
DOC000076,Mehmet/Kitap 2.Bolum/Tuneller Bolum2_9_7_2025.docx,document_type,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,,pending,
DOC000086,Mehmet/Literatur/Kaynaklar.docx,authority_level,,B,Akademik yayın türü sinyali: thesis,medium,,,pending,
DOC000086,Mehmet/Literatur/Kaynaklar.docx,organization,,,Authority kararı var; kurum doğrulaması eksik,low,,,pending,
DOC000096,Mehmet/Literatur/Wordler/CevreSehircilik_tunel-isler--20230202145300.docx,authority_level,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,,,pending,
DOC000096,Mehmet/Literatur/Wordler/CevreSehircilik_tunel-isler--20230202145300.docx,document_type,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,,pending,
DOC000098,Mehmet/Literatur/Wordler/Harran Uni_Yüksek Lisans Tezi.docx,organization,,,Authority kararı var; kurum doğrulaması eksik,low,,,pending,
DOC000099,Mehmet/Literatur/Wordler/IMO_12782.docx,authority_level,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,,,pending,
DOC000099,Mehmet/Literatur/Wordler/IMO_12782.docx,document_type,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,,pending,
DOC000100,Mehmet/Literatur/Wordler/IMO_TBM Maliyet_18238_29_19.docx,authority_level,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,,,pending,
DOC000100,Mehmet/Literatur/Wordler/IMO_TBM Maliyet_18238_29_19.docx,document_type,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,,pending,
DOC000102,Mehmet/Literatur/Wordler/KayaTunelleri_AnkUni_Konu13.docx,authority_level,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,,,pending,
DOC000102,Mehmet/Literatur/Wordler/KayaTunelleri_AnkUni_Konu13.docx,document_type,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,,pending,
DOC000103,Mehmet/Literatur/Wordler/KPT(KaynarcaPendikTuzla) Metrosu_24220221180893.docx,authority_level,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,,,pending,
DOC000103,Mehmet/Literatur/Wordler/KPT(KaynarcaPendikTuzla) Metrosu_24220221180893.docx,document_type,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,,pending,
DOC000105,Mehmet/Literatur/Wordler/Maden Muh Oda_Italyan Tunel Acma Yontemi2475424055cc5ce_ek.docx,authority_level,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,,,pending,
DOC000105,Mehmet/Literatur/Wordler/Maden Muh Oda_Italyan Tunel Acma Yontemi2475424055cc5ce_ek.docx,document_type,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,,pending,
DOC000110,Mehmet/Literatur/Wordler/YTMK/2015/01_TUG_NATM.docx,authority_level,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,,,pending,
DOC000110,Mehmet/Literatur/Wordler/YTMK/2015/01_TUG_NATM.docx,document_type,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,,pending,
DOC000111,Mehmet/Literatur/Wordler/YTMK/2015/02_3G_Investigation_strategy_AFa.docx,authority_level,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,,,pending,
DOC000111,Mehmet/Literatur/Wordler/YTMK/2015/02_3G_Investigation_strategy_AFa.docx,document_type,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,,pending,
DOC000112,Mehmet/Literatur/Wordler/YTMK/2015/03_IGT-Influence_of_codes_guidelines_and_other_regulations_on_the_tunnel_design_in_Austria.docx,organization,,,Authority kararı var; kurum doğrulaması eksik,low,,,pending,
DOC000113,Mehmet/Literatur/Wordler/YTMK/2015/04_TUG_Risk_oriented_design.docx,authority_level,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,,,pending,
DOC000113,Mehmet/Literatur/Wordler/YTMK/2015/04_TUG_Risk_oriented_design.docx,document_type,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,,pending,
DOC000114,Mehmet/Literatur/Wordler/YTMK/2015/05_IGT-Design_of_tunnels_in_various_rock_conditions.docx,authority_level,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,,,pending,
DOC000114,Mehmet/Literatur/Wordler/YTMK/2015/05_IGT-Design_of_tunnels_in_various_rock_conditions.docx,document_type,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,,pending,
DOC000115,Mehmet/Literatur/Wordler/YTMK/2015/06_OBB_Koralm_HW.docx,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000115,Mehmet/Literatur/Wordler/YTMK/2015/06_OBB_Koralm_HW.docx,document_type,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,,pending,
DOC000115,Mehmet/Literatur/Wordler/YTMK/2015/06_OBB_Koralm_HW.docx,organization,,,Authority kararı var; kurum doğrulaması eksik,low,,,pending,
DOC000116,Mehmet/Literatur/Wordler/YTMK/2015/07_TUG_support_weak_ground.docx,authority_level,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,,,pending,
DOC000116,Mehmet/Literatur/Wordler/YTMK/2015/07_TUG_support_weak_ground.docx,document_type,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,,pending,
DOC000117,Mehmet/Literatur/Wordler/YTMK/2015/09_TUG_Monitoring.docx,authority_level,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,,,pending,
DOC000117,Mehmet/Literatur/Wordler/YTMK/2015/09_TUG_Monitoring.docx,document_type,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,,pending,
DOC000118,Mehmet/Literatur/Wordler/YTMK/2015/10_OBB_SiteOrganHW.docx,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000118,Mehmet/Literatur/Wordler/YTMK/2015/10_OBB_SiteOrganHW.docx,document_type,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,,pending,
DOC000118,Mehmet/Literatur/Wordler/YTMK/2015/10_OBB_SiteOrganHW.docx,organization,,,Authority kararı var; kurum doğrulaması eksik,low,,,pending,
DOC000119,Mehmet/Literatur/Wordler/YTMK/2015/11_IGT-Supplementary_jet_grouting_at_metro_Vienna_Lot_U1-10.docx,authority_level,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,,,pending,
DOC000119,Mehmet/Literatur/Wordler/YTMK/2015/11_IGT-Supplementary_jet_grouting_at_metro_Vienna_Lot_U1-10.docx,document_type,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,,pending,
DOC000120,Mehmet/Literatur/Wordler/YTMK/2015/12_TUG_contract.docx,authority_level,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,,,pending,
DOC000120,Mehmet/Literatur/Wordler/YTMK/2015/12_TUG_contract.docx,document_type,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,,pending,
DOC000121,Mehmet/Literatur/Wordler/YTMK/2015/Austrian-practice-of_tunnelling-contracts_Engl.docx,authority_level,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,,,pending,
DOC000121,Mehmet/Literatur/Wordler/YTMK/2015/Austrian-practice-of_tunnelling-contracts_Engl.docx,document_type,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,,pending,
DOC000122,Mehmet/Literatur/Wordler/YTMK/2015/Guideline_Geotechnical_Design_conv_2010_01.docx,authority_level,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,,,pending,
DOC000122,Mehmet/Literatur/Wordler/YTMK/2015/Guideline_Geotechnical_Design_conv_2010_01.docx,document_type,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,,pending,
DOC000123,Mehmet/Literatur/Wordler/YTMK/2015/OeGG_Monitoring_Handbook.docx,authority_level,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,,,pending,
DOC000124,Mehmet/Literatur/Wordler/YTU Yuksek Lisans.docx,organization,,,Authority kararı var; kurum doğrulaması eksik,low,,,pending,
DOC000125,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Ahmet Sirin.pdf,authority_level,,unclassified,İçerikte resmî kaynağa atıf var; belgenin kendisinin authority'si doğrulanmadı: kgm,low,,,pending,
DOC000125,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Ahmet Sirin.pdf,document_type,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,,pending,
DOC000126,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Dr Orhan Simsek.pdf,authority_level,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,,,pending,
DOC000126,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Dr Orhan Simsek.pdf,document_type,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,,pending,
DOC000127,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/M.Kemal Akman.pdf,authority_level,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,,,pending,
DOC000127,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/M.Kemal Akman.pdf,document_type,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,,pending,
DOC000128,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Merih Ozgen.pdf,authority_level,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,,,pending,
DOC000128,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Merih Ozgen.pdf,document_type,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,,pending,
DOC000129,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Muhammed Alyuruk.pdf,authority_level,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,,,pending,
DOC000129,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Muhammed Alyuruk.pdf,document_type,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,,pending,
DOC000130,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Murat Dursun Barut.pdf,authority_level,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,,,pending,
DOC000130,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Murat Dursun Barut.pdf,document_type,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,,pending,
DOC000131,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Nurettin Demir.pdf,authority_level,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,,,pending,
DOC000131,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Nurettin Demir.pdf,document_type,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,,pending,
DOC000132,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Prof Mahir Vardar.pdf,authority_level,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,,,pending,
DOC000132,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Prof Mahir Vardar.pdf,document_type,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,,pending,
DOC000145,Mehmet/Literatur/YTMK Tunelcilik Semineri/2015/10a_OBB_SafetyManagement_HW_Kompatibilitatsmodus.pdf,authority_level,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,,,pending,
DOC000145,Mehmet/Literatur/YTMK Tunelcilik Semineri/2015/10a_OBB_SafetyManagement_HW_Kompatibilitatsmodus.pdf,document_type,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,,pending,
DOC000151,Mehmet/Literatur/YTMK Tunelcilik Semineri/YTMK Kaynaklar.docx,authority_level,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,,,pending,
DOC000151,Mehmet/Literatur/YTMK Tunelcilik Semineri/YTMK Kaynaklar.docx,document_type,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,,pending,
DOC000151,Mehmet/Literatur/YTMK Tunelcilik Semineri/YTMK Kaynaklar.docx,language,,mixed,Konservatif dil tespiti,medium,,,pending,
DOC000153,Sunumlar_2022/10_Use of Foams for the Soil Conditioning in Excavations with EPB-TBMs - Envionmental Approach.pdf,authority_level,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,,,pending,
DOC000153,Sunumlar_2022/10_Use of Foams for the Soil Conditioning in Excavations with EPB-TBMs - Envionmental Approach.pdf,document_type,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,,pending,
DOC000154,Sunumlar_2022/11_A Tunnelling Experience in Difficult Ground Conditions in the Himalayas.pdf,authority_level,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,,,pending,
DOC000154,Sunumlar_2022/11_A Tunnelling Experience in Difficult Ground Conditions in the Himalayas.pdf,document_type,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,,pending,
DOC000155,Sunumlar_2022/12_1_Fire Safety in Tunnels.pdf,authority_level,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,,,pending,
DOC000156,Sunumlar_2022/12_2_Fire Safety in Tunnels.pdf,authority_level,,unclassified,İçerikte resmî kaynağa atıf var; belgenin kendisinin authority'si doğrulanmadı: mevzuat,low,,,pending,
DOC000156,Sunumlar_2022/12_2_Fire Safety in Tunnels.pdf,document_type,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,,pending,
DOC000157,Sunumlar_2022/1_Professor Arnold Dix_People and Planet – how to get finance for new projects that mitigate the perils of Climate Change now.pdf,authority_level,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,,,pending,
DOC000157,Sunumlar_2022/1_Professor Arnold Dix_People and Planet – how to get finance for new projects that mitigate the perils of Climate Change now.pdf,document_type,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,,pending,
DOC000158,Sunumlar_2022/2_Present and Future of Tunnel Constructions in Transportation Infrastructure.pdf,authority_level,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,,,pending,
DOC000158,Sunumlar_2022/2_Present and Future of Tunnel Constructions in Transportation Infrastructure.pdf,document_type,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,,pending,
DOC000159,Sunumlar_2022/3_HIZRAY Project and Planned Future of Istanbul Metro Works.pdf,authority_level,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,,,pending,
DOC000159,Sunumlar_2022/3_HIZRAY Project and Planned Future of Istanbul Metro Works.pdf,document_type,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,,pending,
DOC000160,"Sunumlar_2022/4_International Projects of Yapi Merkezi, Administrative Difficulties Encountered.pdf",authority_level,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,,,pending,
DOC000160,"Sunumlar_2022/4_International Projects of Yapi Merkezi, Administrative Difficulties Encountered.pdf",document_type,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,,pending,
DOC000161,"Sunumlar_2022/5_Past, Present and Future of Izmir Metro Works.pdf",authority_level,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,,,pending,
DOC000161,"Sunumlar_2022/5_Past, Present and Future of Izmir Metro Works.pdf",document_type,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,,pending,
DOC000162,"Sunumlar_2022/6_Past, Present and Future of DSI Tunnels.pdf",authority_level,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,,,pending,
DOC000162,"Sunumlar_2022/6_Past, Present and Future of DSI Tunnels.pdf",document_type,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,,pending,
DOC000163,Sunumlar_2022/7_Tunnel Projects in Indonesia and the Far East Opportunities for Turkish Contractors.pdf,authority_level,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,,,pending,
DOC000163,Sunumlar_2022/7_Tunnel Projects in Indonesia and the Far East Opportunities for Turkish Contractors.pdf,document_type,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,,pending,
DOC000164,Sunumlar_2022/8_Halkali - Istanbul Airport Metro Construction Works.pdf,authority_level,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,,,pending,
DOC000164,Sunumlar_2022/8_Halkali - Istanbul Airport Metro Construction Works.pdf,document_type,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,,pending,
DOC000165,Sunumlar_2022/9_Final Lining Design Approach for Reduction Tunnels.pdf,authority_level,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,,,pending,
DOC000166,Sunumlar_2022/Dünyadaki Son Gelişmeler Çerçevesinde Yüksek Hızlı Demiryolu Tünel Tasarımı.pdf,authority_level,,B,Akademik yayın türü sinyali: academic_article,medium,,,pending,
DOC000166,Sunumlar_2022/Dünyadaki Son Gelişmeler Çerçevesinde Yüksek Hızlı Demiryolu Tünel Tasarımı.pdf,organization,,,Authority kararı var; kurum doğrulaması eksik,low,,,pending,
DOC000167,Sunumlar_2022/Türkiye’deki Karayolu Tünellerinde Trafik.pdf,authority_level,,unclassified,İçerikte resmî kaynağa atıf var; belgenin kendisinin authority'si doğrulanmadı: karayolları genel müdürlüğü,low,,,pending,
DOC000167,Sunumlar_2022/Türkiye’deki Karayolu Tünellerinde Trafik.pdf,document_type,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,,pending,
DOC000168,TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/ADR TAIEX Eğitim Dokümanı.pdf,organization,,,Authority kararı var; kurum doğrulaması eksik,low,,,pending,
DOC000169,TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/agenda_56725_TR.doc,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000171,TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/Turcja_16-19_03_2015_part2_2.ppt,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000172,TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/Turcja_16-19_03_2015_part3.ppt,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000172,TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/Turcja_16-19_03_2015_part3.ppt,organization,,,Authority kararı var; kurum doğrulaması eksik,low,,,pending,
DOC000173,TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/Turcja_16-19_03_2015_part4.ppt,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000173,TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/Turcja_16-19_03_2015_part4.ppt,organization,,,Authority kararı var; kurum doğrulaması eksik,low,,,pending,
DOC000175,Tünel Dergisi/E-dergi-Tünel Dergisi 46_1.pdf,authority_level,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,,,pending,
DOC000176,Tünel Dergisi/E-Dergi_Tünel 45_r.pdf,authority_level,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,,,pending,
DOC000177,Tünel Dergisi/E-dergi_Tünel-35.pdf,authority_level,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,,,pending,
DOC000193,Tünel Dergisi/Tunel Dergi Sayi 40.pdf,authority_level,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,,,pending,
DOC000194,Tünel Dergisi/Tunel Dergisi 1.pdf,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000194,Tünel Dergisi/Tunel Dergisi 1.pdf,organization,,,Authority kararı var; kurum doğrulaması eksik,low,,,pending,
DOC000194,Tünel Dergisi/Tunel Dergisi 1.pdf,year,,,"Belge metninde çelişkili publication/date yılları: 2006, 2013",low,,,pending,
DOC000195,Tünel Dergisi/Tunel Dergisi 2.pdf,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000195,Tünel Dergisi/Tunel Dergisi 2.pdf,organization,,,Authority kararı var; kurum doğrulaması eksik,low,,,pending,
DOC000196,Tünel Dergisi/Tunel Dergisi 3.pdf,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000196,Tünel Dergisi/Tunel Dergisi 3.pdf,organization,,,Authority kararı var; kurum doğrulaması eksik,low,,,pending,
DOC000197,Tünel Dergisi/Tunel Dergisi 4.pdf,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000197,Tünel Dergisi/Tunel Dergisi 4.pdf,organization,,,Authority kararı var; kurum doğrulaması eksik,low,,,pending,
DOC000198,Tünel Dergisi/Tunel Dergisi 5.pdf,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000198,Tünel Dergisi/Tunel Dergisi 5.pdf,organization,,,Authority kararı var; kurum doğrulaması eksik,low,,,pending,
DOC000199,Tünel Dergisi/Tunel Dergisi 6.pdf,authority_level,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,,,pending,
DOC000200,Tünel Dergisi/tunel37.pdf,authority_level,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,,,pending,
DOC000200,Tünel Dergisi/tunel37.pdf,year,,,"Belge metninde çelişkili publication/date yılları: 1999, 2020",low,,,pending,
DOC000201,Tünel Dergisi/Tünel 42-E-dergi_2.pdf,authority_level,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,,,pending,
DOC000202,Tünel Dergisi/Tünel 44_red.pdf,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000202,Tünel Dergisi/Tünel 44_red.pdf,organization,,,Authority kararı var; kurum doğrulaması eksik,low,,,pending,
DOC000203,Tünel Dergisi/Tünel 51_red (1).pdf,authority_level,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,,,pending,
DOC000204,Tünel Dergisi/TÜNEL SAYI-33.pdf,authority_level,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,,,pending,
DOC000205,Tünel Dergisi/TÜNEL-41.pdf,authority_level,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,,,pending,
DOC000206,Tünel Dergisi/Tünel-47-e-dergisi_r.pdf,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000206,Tünel Dergisi/Tünel-47-e-dergisi_r.pdf,organization,,,Authority kararı var; kurum doğrulaması eksik,low,,,pending,
DOC000207,Tünel Dergisi/Tünel-e-dergi-43_red.pdf,authority_level,,unclassified,İçerikte resmî kaynağa atıf var; belgenin kendisinin authority'si doğrulanmadı: karayolları genel müdürlüğü,low,,,pending,
