document_id,source_relative_path,source_extension,source_sha256,baseline_converter,reason_for_full_docling,size_bytes,page_count_if_known,selected,pilot_selected,pilot_role,stress_selected,stress_reason
DOC000016,Leyla Literatür/TunelMaliyet/HS2_Guide_to_Tunnelling_Costs.pdf,.pdf,376b6902031fe537a68c4606bbc954db0a2583e517f679e65b8aeded512e39cd,pypdf_fallback,layout_quality_check,506043,,true,false,,false,
DOC000229,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/ELVAN SALTAŞ PAMUK-Hakediş ekine konulacak tablolar/Hakediş ekine konulacak tablolar (7 sayfa).pdf,.pdf,a731424541799bb6f3808812edfd831a3b9be696f35e3d3db061cae424f22ab5,pypdfium2+rapidocr_torch,ocr_comparison,648513,,true,false,,false,
DOC000022,Leyla Literatür/TunelMaliyet/Tunnel_ 3 Types and Classification of Tunnel and Purposes.pdf,.pdf,d6dcf36edb910eeb6c788624fca68a67c39638a2d0c255a05fa673df31db7cc3,pypdf_fallback,layout_quality_check,680770,,true,false,,false,
DOC000020,Leyla Literatür/TunelMaliyet/THICKI01_TALK.pdf,.pdf,6935929ec3c5b865ccdbc939924945c3b5a05459da955ce7417a6f72c076f16e,pypdf_fallback,layout_quality_check,683005,,true,false,,false,
DOC000013,Leyla Literatür/TunelMaliyet/Estimation_of_Annual_Routine_Maintenance_Cost_for_.pdf,.pdf,e9bce09c7035ac5c141dea236fcfd694e507faf2ccba90f6e0e21f29b3ecaa4f,pypdf_fallback,layout_quality_check,699126,,true,false,,false,
DOC000024,Leyla Literatür/TunelMaliyet/TUNNELS-TYPESANDIMPORTANCE.pdf,.pdf,28bb46527ab1a9bdd8654fbf5185fe923f9d7b5d76b58fb0120b189100924396,pypdf_fallback,layout_quality_check,740327,,true,false,,false,
DOC000235,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/KALİTE KONTROL PLANI/KALİTE KONTROL PLANI TABLO.pdf,.pdf,249d0d30e2d019269dcc65d04d667522070a32095beed39f097552a1c6447eab,pypdf_fallback,layout_quality_check,754028,,true,false,,false,
DOC000231,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/ELVAN SALTAŞ PAMUK-Hakediş ekine konulacak tablolar/Hakediş ekine konulacak tablolar.pdf,.pdf,5b5dc7f427571dc9f85cc4d2b8a73ed74283db7766b292418f0fa75a1841bce2,pypdf_fallback,layout_quality_check,769042,,true,false,,false,
DOC000045,Literatür ve Araştırmalar/TR Karayolları Tünellerinin Tarihçesi ve Tünel Güvenlik Kriterleri.pdf,.pdf,5d524bf61343305c4f9c1a8fda2248659201b7fa0304f2a8c00b0c9559d8dbc4,pypdf_fallback,layout_quality_check,772980,,true,false,,false,
DOC000006,Leyla Literatür/TunelMaliyet/3433030499-628.pdf,.pdf,197ca69742a7143371e57de84424bf6efb817fc1e24298cd742ead68da45b06b,pypdf_fallback,layout_quality_check,798450,,true,false,,false,
DOC000007,Leyla Literatür/TunelMaliyet/3433030499-629.pdf,.pdf,f7364cfe35d103c795f3d2e5f31ce0dba9e072a5a7e070766682abe73f365b83,pypdf_fallback,layout_quality_check,823818,,true,false,,false,
DOC000011,Leyla Literatür/TunelMaliyet/ConstructionCost-annex_13_case_study_tunneling.pdf,.pdf,132bdd29ff845933c0d02d8d129b902bc6e6a696d01dee2b9645f09f7e94fd2d,pypdf_fallback,layout_quality_check,905131,,true,false,,false,
DOC000014,Leyla Literatür/TunelMaliyet/GeoMon2013Paper644_revised_final_cost.pdf,.pdf,e36fdb6f7e102b86f58200ae2e89f5c300a92555e560afdd6339510ae519af28,pypdf_fallback,layout_quality_check,1071629,,true,true,academic_multicolumn_pdf,true,academic_multicolumn_pdf
DOC000155,Sunumlar_2022/12_1_Fire Safety in Tunnels.pdf,.pdf,b952814dcd0347a888e7957e78f138ff40cb0b3eed7f10c34a215c3b1a775925,pypdf_fallback,layout_quality_check,1098657,,true,false,,false,
DOC000018,Leyla Literatür/TunelMaliyet/low-cost-tunnels-rural-roads-asia-pacific.pdf,.pdf,fe0cf79aab020b9dbf9747771619dc0aabe44dfd82d98aa47cae335893e49886,pypdf_fallback,layout_quality_check,1149747,,true,false,,false,
DOC000153,Sunumlar_2022/10_Use of Foams for the Soil Conditioning in Excavations with EPB-TBMs - Envionmental Approach.pdf,.pdf,8c40ec5ec7c1cb1e451a146d3c19f951a3041dc6a83f0d886f536e059bbce6eb,pypdf_fallback,layout_quality_check,1161772,,true,false,,false,
DOC000070,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/Dergipark_Kop T__neli Yap__m __al____malar__ ve Metodolojisi#367279-384775.docx,.docx,79b4e713b47ad813559ebeb269d37ed5ea60f56a1308da05d3610a2ed5578cc6,python_docx_fallback,python_docx_fallback,1258431,,true,true,docx,false,
DOC000166,Sunumlar_2022/Dünyadaki Son Gelişmeler Çerçevesinde Yüksek Hızlı Demiryolu Tünel Tasarımı.pdf,.pdf,8290ac15a538bb0f22bd6901290c4685b98061d70ec6dc21f8d978decec27e7e,pypdf_fallback,layout_quality_check,1291989,,true,false,,false,
DOC000167,Sunumlar_2022/Türkiye’deki Karayolu Tünellerinde Trafik.pdf,.pdf,d6cabd5890cae7ee2a05c65b23d0264a1f69a65b12ed45d323ef654c7b93ac1a,pypdf_fallback,layout_quality_check,1294352,,true,false,,false,
DOC000165,Sunumlar_2022/9_Final Lining Design Approach for Reduction Tunnels.pdf,.pdf,6ba9584fcdfdca8c91f6ed1462db0fadbd2f4c81e4f1f4542b0a1a95494be7f5,pypdf_fallback,layout_quality_check,1321580,,true,false,,false,
DOC000001,Leyla Literatür/TunelMaliyet/1-s2.0-S0886779816307866-main.pdf,.pdf,1980884f21bd5c134c8e603a62bc715204b58c5d43382eb7b89a5779e380e1c7,pypdf_fallback,layout_quality_check,1356072,,true,false,,false,
DOC000156,Sunumlar_2022/12_2_Fire Safety in Tunnels.pdf,.pdf,85283ef6c13967fdbf3453026f913b303b7a06a905bc8fd86cd93eb93685975b,pypdf_fallback,layout_quality_check,1389194,,true,false,,false,
DOC000005,Leyla Literatür/TunelMaliyet/3433030499-627.pdf,.pdf,88542183b3fa42e9a11933065239cd73839b62ba311a4c1705f13390b5561285,pypdf_fallback,layout_quality_check,1423474,,true,false,,false,
DOC000163,Sunumlar_2022/7_Tunnel Projects in Indonesia and the Far East Opportunities for Turkish Contractors.pdf,.pdf,aebfb2790f94d4239847b45390573d6de454b397cc9405ddd5e8af1f952d3c8d,pypdf_fallback,layout_quality_check,1461142,,true,false,,false,
DOC000258,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TÜNEL İÇİ EKİPMAN BOŞLUKLARI NİŞ BİLGİLERİ.pdf,.pdf,1bcc970096995bf6fb2f4e7bde4027ad60b08bec0549a5c93259070e1930d23b,pypdf_fallback,layout_quality_check,1470449,,true,false,,false,
DOC000071,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/ITU Yuksek Lisans Tezi.docx,.docx,cf2fad9c374cff80978324d92e88dd00d6cd4bcb5fd229df8973cfe565b1a477,python_docx_fallback,python_docx_fallback,1563470,,true,false,,false,
DOC000069,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/19 MayısUniversitesi14. hafta (2020-2021).docx,.docx,43e15adde21fcb6bd4b3b48cb6332a31428312d3c406f330ad4fbaa63aecdcfa,libreoffice_pdf+pypdfium2+rapidocr_torch,ocr_comparison,1762160,,true,false,,false,
