document_id,source_relative_path,source_filename,source_extension,source_sha256,title_value,title_source,title_confidence,title_verification_status,organization_value,organization_source,organization_confidence,organization_verification_status,year_value,year_source,year_confidence,year_verification_status,language_value,language_source,language_confidence,language_verification_status,document_type_value,document_type_source,document_type_confidence,document_type_verification_status,authority_level_value,authority_level_source,authority_level_confidence,authority_level_verification_status,topics_value,topics_source,topics_confidence,topics_verification_status
DOC000086,Mehmet/Literatur/Kaynaklar.docx,Kaynaklar.docx,.docx,987a2de49a6cbf23c05430b46d14cb447f03f6381e0521749f784d7b3b50f43d,Kaynaklar,deterministic_existing,,deterministic_candidate,,unresolved,low,unresolved_nonblocking,,unresolved,low,unresolved_nonblocking,tr,deterministic_existing,high,deterministic_candidate,thesis,deterministic_existing,high,deterministic_candidate,,unresolved,low,unresolved_nonblocking,cost|portal|support_systems|tbm,deterministic_existing,high,deterministic_candidate
DOC000087,Mehmet/Literatur/KGM_Teknik_Sartnamesi_2013.pdf,KGM_Teknik_Sartnamesi_2013.pdf,.pdf,312befcda2ff316b72796d77bba3c92b68eb6300ac8717eb2953c034fb65afd4,KGM_Teknik_Sartnamesi_2013,deterministic_existing,,deterministic_candidate,Karayolları Genel Müdürlüğü (KGM),deterministic_existing,,deterministic_candidate,2013,existing_verified,high,verified_existing,tr,deterministic_existing,high,deterministic_candidate,technical_specification,deterministic_existing,high,deterministic_candidate,A,deterministic_existing,high,deterministic_candidate,accident|geology|inventory|maintenance|monitoring|operations|regulation|rock_mechanics|standards|traffic,deterministic_existing,high,deterministic_candidate
DOC000096,Mehmet/Literatur/Wordler/CevreSehircilik_tunel-isler--20230202145300.docx,CevreSehircilik_tunel-isler--20230202145300.docx,.docx,3ed9bee7ff5641991a958ac44cb7e0b42c95e23e358a6205add844fa49440bf3,CevreSehircilik_tunel-isler--20230202145300,deterministic_existing,,deterministic_candidate,,unresolved,low,unresolved_nonblocking,,unresolved,low,unresolved_nonblocking,tr,existing_verified,high,verified_existing,,unresolved,medium,rejected_suggestion,,unresolved,low,unresolved_nonblocking,accident|blasting|collapse|drainage|excavation|geology|injection|maintenance|operations|safety|shotcrete|standards|unit_price|ventilation,deterministic_existing,high,deterministic_candidate
DOC000098,Mehmet/Literatur/Wordler/Harran Uni_Yüksek Lisans Tezi.docx,Harran Uni_Yüksek Lisans Tezi.docx,.docx,9fdf7f646f22681990358b84be08bc9563ec2f2c769dd01ecad875f511e3acdc,Harran Uni_Yüksek Lisans Tezi,deterministic_existing,,deterministic_candidate,Harran Üniversitesi,llm_grounded_auto_safe,high,auto_safe_candidate,,human_review_pending,high,human_review_required,tr,deterministic_existing,high,deterministic_candidate,thesis,existing_verified,high,verified_existing,B,existing_verified,high,verified_existing,excavation|forepoling|geology|geotechnical_investigation|jet_grouting|natm|rock_bolt|shotcrete|support_systems,deterministic_existing,high,deterministic_candidate
DOC000099,Mehmet/Literatur/Wordler/IMO_12782.docx,IMO_12782.docx,.docx,f63fb62709dcfc717cf051c3e33d349a5ec74aca3cdd35aac5cf6534170f02e3,IMO_12782,deterministic_existing,,deterministic_candidate,,unresolved,low,unresolved_nonblocking,,unresolved,low,unresolved_nonblocking,tr,deterministic_existing,high,deterministic_candidate,,human_review_pending,high,human_review_required,,unresolved,low,unresolved_nonblocking,accident|blasting|collapse|drainage|excavation|final_lining|geology|geotechnical_investigation|maintenance|natm|operations|shotcrete|steel_rib|traffic,deterministic_existing,high,deterministic_candidate
DOC000100,Mehmet/Literatur/Wordler/IMO_TBM Maliyet_18238_29_19.docx,IMO_TBM Maliyet_18238_29_19.docx,.docx,ef8bfe928d0936ae50fc6b2a3f1bb13690b5775b658934cbb9102857ccc4f76d,IMO_TBM Maliyet_18238_29_19,deterministic_existing,,deterministic_candidate,,unresolved,low,unresolved_nonblocking,,unresolved,low,unresolved_nonblocking,tr,existing_verified,high,verified_existing,,human_review_pending,high,human_review_required,,unresolved,low,unresolved_nonblocking,cost,existing_verified,high,verified_existing
DOC000102,Mehmet/Literatur/Wordler/KayaTunelleri_AnkUni_Konu13.docx,KayaTunelleri_AnkUni_Konu13.docx,.docx,64d76911a70ea5f6678bfb74bb1e5ea58b4d2f0ea74b6fa7761301cfc347e65c,KayaTunelleri_AnkUni_Konu13,deterministic_existing,,deterministic_candidate,,unresolved,low,unresolved_nonblocking,,unresolved,low,unresolved_nonblocking,tr,existing_verified,high,verified_existing,,unresolved,low,rejected_suggestion,,unresolved,low,unresolved_nonblocking,TBM|drill_and_blast|excavation|support_systems|shotcrete,existing_verified,high,verified_existing
DOC000103,Mehmet/Literatur/Wordler/KPT(KaynarcaPendikTuzla) Metrosu_24220221180893.docx,KPT(KaynarcaPendikTuzla) Metrosu_24220221180893.docx,.docx,2c1b6a55522b0773cf9f110ca0d29ce8248640c1c42ad5df0701309c576f28d4,KPT(KaynarcaPendikTuzla) Metrosu_24220221180893,deterministic_existing,,deterministic_candidate,,unresolved,low,unresolved_nonblocking,,unresolved,low,unresolved_nonblocking,tr,existing_verified,high,verified_existing,,human_review_pending,medium,human_review_required,,unresolved,low,unresolved_nonblocking,NATM|excavation|shotcrete|steel_rib|forepoling,existing_verified,high,verified_existing
DOC000105,Mehmet/Literatur/Wordler/Maden Muh Oda_Italyan Tunel Acma Yontemi2475424055cc5ce_ek.docx,Maden Muh Oda_Italyan Tunel Acma Yontemi2475424055cc5ce_ek.docx,.docx,f48254965129c3bb94a9b5d193695f32d4b20c5605ff1415885a7e6d636aeb23,Maden Muh Oda_Italyan Tunel Acma Yontemi2475424055cc5ce_ek,deterministic_existing,,deterministic_candidate,,unresolved,low,unresolved_nonblocking,,human_review_pending,high,human_review_required,tr,existing_verified,high,verified_existing,,human_review_pending,high,human_review_required,,unresolved,low,unresolved_nonblocking,NATM,existing_verified,high,verified_existing
DOC000109,Mehmet/Literatur/Wordler/YTMK/2015/00_Program.docx,00_Program.docx,.docx,6b036c17db5b563f6c683a8ad5da96e2fa08be79bbaf163ee710317e94521a49,00_Program,deterministic_existing,,deterministic_candidate,Karayolları Genel Müdürlüğü (KGM),deterministic_existing,,deterministic_candidate,2015,deterministic_existing,high,deterministic_candidate,tr,existing_verified,high,verified_existing,training_material,existing_verified,high,verified_existing,C,existing_verified,high,verified_existing,case_study|contracts|excavation|geology|jet_grouting|monitoring|natm|regulation|risk|rock_mechanics|safety,deterministic_existing,high,deterministic_candidate
DOC000110,Mehmet/Literatur/Wordler/YTMK/2015/01_TUG_NATM.docx,01_TUG_NATM.docx,.docx,521709d743a3d0399b5025fc7cc9eb9bc383852908cc125951b52d56a9c53a6d,01_TUG_NATM,deterministic_existing,,deterministic_candidate,,unresolved,low,unresolved_nonblocking,2015,deterministic_existing,high,deterministic_candidate,en,existing_verified,high,verified_existing,,human_review_pending,medium,human_review_required,,human_review_pending,high,human_review_required,NATM|shotcrete|monitoring|safety,existing_verified,high,verified_existing
DOC000111,Mehmet/Literatur/Wordler/YTMK/2015/02_3G_Investigation_strategy_AFa.docx,02_3G_Investigation_strategy_AFa.docx,.docx,d539e7f4fef25d72a22d97fc66e00deeea3f2d9e27bb78a960c0ce771f6d0049,02_3G_Investigation_strategy_AFa,deterministic_existing,,deterministic_candidate,,unresolved,low,unresolved_nonblocking,2015,deterministic_existing,high,deterministic_candidate,en,existing_verified,high,verified_existing,,human_review_pending,medium,human_review_required,,unresolved,low,unresolved_nonblocking,geotechnics,existing_verified,high,verified_existing
DOC000112,Mehmet/Literatur/Wordler/YTMK/2015/03_IGT-Influence_of_codes_guidelines_and_other_regulations_on_the_tunnel_design_in_Austria.docx,03_IGT-Influence_of_codes_guidelines_and_other_regulations_on_the_tunnel_design_in_Austria.docx,.docx,c80abb102d8727116ae25084f339792007817a95002d49e2b4b854d56f04a4d3,03_IGT-Influence_of_codes_guidelines_and_other_regulations_on_the_tunnel_design_in_Austria,deterministic_existing,,deterministic_candidate,,human_review_pending,high,human_review_required,2015,deterministic_existing,high,deterministic_candidate,en,existing_verified,high,verified_existing,regulation,existing_verified,high,verified_existing,A,existing_verified,high,verified_existing,safety|regulation,existing_verified,high,verified_existing
DOC000113,Mehmet/Literatur/Wordler/YTMK/2015/04_TUG_Risk_oriented_design.docx,04_TUG_Risk_oriented_design.docx,.docx,3f316c2ed7f26aedcf68027feac77514ab52a7eb7af7b0ab1f2fb2fc1674174e,04_TUG_Risk_oriented_design,deterministic_existing,,deterministic_candidate,Graz University of Technology,llm_grounded_auto_safe,high,auto_safe_candidate,2015,deterministic_existing,high,deterministic_candidate,en,existing_verified,high,verified_existing,,human_review_pending,high,human_review_required,,unresolved,low,unresolved_nonblocking,excavation|risk,existing_verified,high,verified_existing
DOC000114,Mehmet/Literatur/Wordler/YTMK/2015/05_IGT-Design_of_tunnels_in_various_rock_conditions.docx,05_IGT-Design_of_tunnels_in_various_rock_conditions.docx,.docx,7fd4b4c8c846d5e6aae2acc8cecd0dc03273e7182ae53a6f4ebf8de4b5d346be,05_IGT-Design_of_tunnels_in_various_rock_conditions,deterministic_existing,,deterministic_candidate,,human_review_pending,high,human_review_required,2015,deterministic_existing,high,deterministic_candidate,en,existing_verified,high,verified_existing,,human_review_pending,high,human_review_required,,unresolved,low,unresolved_nonblocking,geotechnics|excavation|shotcrete,existing_verified,high,verified_existing
DOC000115,Mehmet/Literatur/Wordler/YTMK/2015/06_OBB_Koralm_HW.docx,06_OBB_Koralm_HW.docx,.docx,97708590548f2234ac69cfb394e550635427de10767b45e06c79914fce3f7ca4,06_OBB_Koralm_HW,deterministic_existing,,deterministic_candidate,,human_review_pending,high,human_review_required,2015,deterministic_existing,high,deterministic_candidate,en,existing_verified,high,verified_existing,,human_review_pending,high,human_review_required,C,deterministic_llm_agreement,high,auto_safe_candidate,TBM|excavation,existing_verified,high,verified_existing
DOC000116,Mehmet/Literatur/Wordler/YTMK/2015/07_TUG_support_weak_ground.docx,07_TUG_support_weak_ground.docx,.docx,2dd377aa1c5526954a690c229aaa0177e901e982aab492d81263dce00e55ce56,07_TUG_support_weak_ground,deterministic_existing,,deterministic_candidate,Graz University of Technology,llm_grounded_auto_safe,high,auto_safe_candidate,2015,deterministic_existing,high,deterministic_candidate,en,deterministic_existing,high,deterministic_candidate,,human_review_pending,medium,human_review_required,,human_review_pending,high,human_review_required,excavation|rock_mechanics|safety|shotcrete|standards,deterministic_existing,high,deterministic_candidate
DOC000117,Mehmet/Literatur/Wordler/YTMK/2015/09_TUG_Monitoring.docx,09_TUG_Monitoring.docx,.docx,1c5a56abfaae6e5248584ef5841f7768352868ee2b53bd114514189a4b8405a3,09_TUG_Monitoring,deterministic_existing,,deterministic_candidate,Graz University of Technology,llm_grounded_auto_safe,high,auto_safe_candidate,2015,deterministic_existing,high,deterministic_candidate,en,deterministic_existing,high,deterministic_candidate,,human_review_pending,high,human_review_required,,unresolved,low,unresolved_nonblocking,monitoring|instrumentation,existing_verified,high,verified_existing
DOC000118,Mehmet/Literatur/Wordler/YTMK/2015/10_OBB_SiteOrganHW.docx,10_OBB_SiteOrganHW.docx,.docx,8ac72718b2b107378e7be611654d3caf2c8b63f2d6a1b690b5243c3109c316a1,10_OBB_SiteOrganHW,deterministic_existing,,deterministic_candidate,,human_review_pending,high,human_review_required,2015,deterministic_existing,high,deterministic_candidate,en,existing_verified,high,verified_existing,,human_review_pending,high,human_review_required,C,deterministic_llm_agreement,high,auto_safe_candidate,NATM,existing_verified,high,verified_existing
DOC000119,Mehmet/Literatur/Wordler/YTMK/2015/11_IGT-Supplementary_jet_grouting_at_metro_Vienna_Lot_U1-10.docx,11_IGT-Supplementary_jet_grouting_at_metro_Vienna_Lot_U1-10.docx,.docx,4a19f1d8988ca4971513a4b771c671122749ef4f3e8df236e5d4093b0acbba39,11_IGT-Supplementary_jet_grouting_at_metro_Vienna_Lot_U1-10,deterministic_existing,,deterministic_candidate,,human_review_pending,high,human_review_required,2015,deterministic_existing,high,deterministic_candidate,en,existing_verified,high,verified_existing,,human_review_pending,medium,human_review_required,,unresolved,low,unresolved_nonblocking,geotechnics,existing_verified,high,verified_existing
DOC000120,Mehmet/Literatur/Wordler/YTMK/2015/12_TUG_contract.docx,12_TUG_contract.docx,.docx,2025c5626a39547cdf9eb888904112c67702f5b062baf9787da9337a80b38ded,12_TUG_contract,deterministic_existing,,deterministic_candidate,Graz University of Technology,llm_grounded_auto_safe,high,auto_safe_candidate,2015,deterministic_existing,high,deterministic_candidate,en,deterministic_existing,high,deterministic_candidate,,unresolved,low,rejected_suggestion,,human_review_pending,high,human_review_required,risk,existing_verified,high,verified_existing
DOC000121,Mehmet/Literatur/Wordler/YTMK/2015/Austrian-practice-of_tunnelling-contracts_Engl.docx,Austrian-practice-of_tunnelling-contracts_Engl.docx,.docx,137b3889a8250d821c0ca34c92a00f633489aa4064c3f7c4b09a8d7e815fa232,Austrian-practice-of_tunnelling-contracts_Engl,deterministic_existing,,deterministic_candidate,Austrian Society for Geomechanics,llm_grounded_auto_safe,high,auto_safe_candidate,2015,deterministic_existing,high,deterministic_candidate,en,existing_verified,high,verified_existing,,human_review_pending,high,human_review_required,,unresolved,low,unresolved_nonblocking,excavation|cost,existing_verified,high,verified_existing
DOC000122,Mehmet/Literatur/Wordler/YTMK/2015/Guideline_Geotechnical_Design_conv_2010_01.docx,Guideline_Geotechnical_Design_conv_2010_01.docx,.docx,8bb90aa5183d87dddc449e02f3a33c47a0ce0fbf3b0661effd3fdbeae1915d4d,Guideline_Geotechnical_Design_conv_2010_01,deterministic_existing,,deterministic_candidate,Austrian Society for Geomechanics,llm_grounded_auto_safe,high,auto_safe_candidate,2010,existing_verified,high,verified_existing,en,deterministic_existing,high,deterministic_candidate,,human_review_pending,high,human_review_required,,unresolved,low,unresolved_nonblocking,geotechnics,existing_verified,high,verified_existing
DOC000123,Mehmet/Literatur/Wordler/YTMK/2015/OeGG_Monitoring_Handbook.docx,OeGG_Monitoring_Handbook.docx,.docx,95f6781e96026a8a700972730aba59088c12ffbbe9becf83196c73c8404ad8b6,OeGG_Monitoring_Handbook,deterministic_existing,,deterministic_candidate,,human_review_pending,high,human_review_required,2015,deterministic_existing,high,deterministic_candidate,en,deterministic_existing,high,deterministic_candidate,manual,existing_verified,high,verified_existing,,unresolved,low,unresolved_nonblocking,monitoring,existing_verified,high,verified_existing
DOC000124,Mehmet/Literatur/Wordler/YTU Yuksek Lisans.docx,YTU Yuksek Lisans.docx,.docx,7e795b9a47c89f5406c566770c2f81cf7f6fc58ae0545d3299d3a3f107f574da,YTU Yuksek Lisans,deterministic_existing,,deterministic_candidate,YILDIZ TEKNİK ÜNİVERSİTESİ FEN BİLİMLERİ ENSTİTÜSÜ,llm_grounded_auto_safe,high,auto_safe_candidate,,human_review_pending,high,human_review_required,tr,deterministic_existing,high,deterministic_candidate,thesis,deterministic_existing,high,deterministic_candidate,B,deterministic_existing,high,deterministic_candidate,excavation|forepoling|geology|geotechnical_investigation|history|injection|jet_grouting|natm|portal|rock_bolt|rock_mechanics|shotcrete|steel_rib|support_systems|tbm|water,deterministic_existing,high,deterministic_candidate
DOC000125,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Ahmet Sirin.pdf,Ahmet Sirin.pdf,.pdf,7f177b472ed62ef801089d0cdc51369c39b4f89669880fe37871ea63672066df,Ahmet Sirin,deterministic_existing,,deterministic_candidate,Karayolları Genel Müdürlüğü (KGM),deterministic_existing,,deterministic_candidate,2013,deterministic_existing,high,deterministic_candidate,tr,deterministic_existing,high,deterministic_candidate,,human_review_pending,high,human_review_required,,unresolved,low,unresolved_nonblocking,blasting|geology|natm|standards|tbm,deterministic_existing,high,deterministic_candidate
DOC000126,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Dr Orhan Simsek.pdf,Dr Orhan Simsek.pdf,.pdf,abc6dcf8e707da2f77f6aa3777630d823ed934fca48f67821114ed835ea64e63,Dr Orhan Simsek,deterministic_existing,,deterministic_candidate,,unresolved,low,rejected_suggestion,2013,deterministic_existing,high,deterministic_candidate,tr,deterministic_existing,high,deterministic_candidate,,human_review_pending,high,human_review_required,C,llm_grounded_auto_safe,high,auto_safe_candidate,forepoling|geology|injection|shotcrete,deterministic_existing,high,deterministic_candidate
DOC000127,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/M.Kemal Akman.pdf,M.Kemal Akman.pdf,.pdf,752100774713db4bce1bba84ccbd571af14868359841be4afb343ab4b4e4328f,M.Kemal Akman,deterministic_existing,,deterministic_candidate,,human_review_pending,high,human_review_required,2013,deterministic_existing,high,deterministic_candidate,tr,deterministic_existing,high,deterministic_candidate,presentation,llm_grounded_auto_safe,high,auto_safe_candidate,C,llm_grounded_auto_safe,high,auto_safe_candidate,cost|drainage|geology|geotechnical_investigation|history|portal|safety|standards|traffic,deterministic_existing,high,deterministic_candidate
DOC000128,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Merih Ozgen.pdf,Merih Ozgen.pdf,.pdf,9185b233dc14dd7b02a5c1b798e475bb865f4ca6c8adf040ff5d0a79252a44a8,Merih Ozgen,deterministic_existing,,deterministic_candidate,,unresolved,low,rejected_suggestion,2013,deterministic_existing,high,deterministic_candidate,tr,deterministic_existing,high,deterministic_candidate,presentation,llm_grounded_auto_safe,high,auto_safe_candidate,,unresolved,low,unresolved_nonblocking,blasting|support_systems|tbm,deterministic_existing,high,deterministic_candidate
DOC000129,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Muhammed Alyuruk.pdf,Muhammed Alyuruk.pdf,.pdf,290648f6f7fc8e05fe816c0b981659f49af95ca7c31f137e180c1169c15bbe29,Muhammed Alyuruk,deterministic_existing,,deterministic_candidate,,unresolved,low,unresolved_nonblocking,2013,deterministic_existing,high,deterministic_candidate,tr,deterministic_existing,high,deterministic_candidate,,human_review_pending,high,human_review_required,,unresolved,low,unresolved_nonblocking,accident|drainage|standards|traffic,deterministic_existing,high,deterministic_candidate
DOC000130,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Murat Dursun Barut.pdf,Murat Dursun Barut.pdf,.pdf,17e5e4aa41637a66b3dee7c8c71e79a278cdccb4c134fd115eb7a4a66aa24f32,Murat Dursun Barut,deterministic_existing,,deterministic_candidate,,human_review_pending,high,human_review_required,2013,deterministic_existing,high,deterministic_candidate,tr,deterministic_existing,high,deterministic_candidate,,human_review_pending,high,human_review_required,,unresolved,low,unresolved_nonblocking,accident|inspection|portal|safety|traffic,deterministic_existing,high,deterministic_candidate
DOC000131,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Nurettin Demir.pdf,Nurettin Demir.pdf,.pdf,784b14ff9e8444a97c6d284d4fe232dab00589930f78f3c4ecf441816251e1db,Nurettin Demir,deterministic_existing,,deterministic_candidate,,human_review_pending,high,human_review_required,2013,deterministic_existing,high,deterministic_candidate,tr,deterministic_existing,high,deterministic_candidate,,unresolved,low,rejected_suggestion,,unresolved,low,unresolved_nonblocking,geology|injection|natm|portal|risk|standards|tbm,deterministic_existing,high,deterministic_candidate
DOC000132,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Prof Mahir Vardar.pdf,Prof Mahir Vardar.pdf,.pdf,c736114ad7d9ac29557c038d3125645cc50104cd1bb39ff873388c1f65c5ccbe,Prof Mahir Vardar,deterministic_existing,,deterministic_candidate,,human_review_pending,high,human_review_required,2013,deterministic_existing,high,deterministic_candidate,tr,deterministic_existing,high,deterministic_candidate,presentation,llm_grounded_auto_safe,high,auto_safe_candidate,,unresolved,low,unresolved_nonblocking,safety|support_systems,deterministic_existing,high,deterministic_candidate
DOC000145,Mehmet/Literatur/YTMK Tunelcilik Semineri/2015/10a_OBB_SafetyManagement_HW_Kompatibilitatsmodus.pdf,10a_OBB_SafetyManagement_HW_Kompatibilitatsmodus.pdf,.pdf,de4b13d03e815c012e30a9f538e222d247c8053ef8b819876183a647e06f8fcc,10a_OBB_SafetyManagement_HW_Kompatibilitatsmodus,deterministic_existing,,deterministic_candidate,ÖBB - Austrian Federal Railways,llm_grounded_auto_safe,high,auto_safe_candidate,2015,deterministic_existing,high,deterministic_candidate,en,deterministic_existing,high,deterministic_candidate,,unresolved,low,rejected_suggestion,,unresolved,low,unresolved_nonblocking,safety,existing_verified,high,verified_existing
DOC000151,Mehmet/Literatur/YTMK Tunelcilik Semineri/YTMK Kaynaklar.docx,YTMK Kaynaklar.docx,.docx,a3e34dc693e74ca818ed9245d160c284f062a6b4889b2cb037b8f0c89f1c1492,YTMK Kaynaklar,deterministic_existing,,deterministic_candidate,,unresolved,low,unresolved_nonblocking,,unresolved,low,unresolved_nonblocking,,unresolved,low,rejected_suggestion,,human_review_pending,medium,human_review_required,,unresolved,low,unresolved_nonblocking,contracts|geotechnical_investigation|monitoring|regulation|safety,deterministic_existing,high,deterministic_candidate
DOC000153,Sunumlar_2022/10_Use of Foams for the Soil Conditioning in Excavations with EPB-TBMs - Envionmental Approach.pdf,10_Use of Foams for the Soil Conditioning in Excavations with EPB-TBMs - Envionmental Approach.pdf,.pdf,8c40ec5ec7c1cb1e451a146d3c19f951a3041dc6a83f0d886f536e059bbce6eb,10_Use of Foams for the Soil Conditioning in Excavations with EPB-TBMs - Envionmental Approach,deterministic_existing,,deterministic_candidate,,human_review_pending,high,human_review_required,2022,deterministic_existing,high,deterministic_candidate,en,existing_verified,high,verified_existing,,unresolved,low,rejected_suggestion,,unresolved,low,unresolved_nonblocking,excavation,existing_verified,high,verified_existing
DOC000154,Sunumlar_2022/11_A Tunnelling Experience in Difficult Ground Conditions in the Himalayas.pdf,11_A Tunnelling Experience in Difficult Ground Conditions in the Himalayas.pdf,.pdf,6a3e8bf61cc46e81e500a8315b25864943df7ce31ca83e59c5d00d36558481f1,11_A Tunnelling Experience in Difficult Ground Conditions in the Himalayas,deterministic_existing,,deterministic_candidate,,human_review_pending,high,human_review_required,2022,deterministic_existing,high,deterministic_candidate,en,deterministic_existing,high,deterministic_candidate,,human_review_pending,high,human_review_required,,unresolved,low,unresolved_nonblocking,contracts|drainage|excavation|forepoling|geology|geotechnical_investigation|maintenance|operations|rock_bolt|steel_rib|tbm|water,deterministic_existing,high,deterministic_candidate
DOC000155,Sunumlar_2022/12_1_Fire Safety in Tunnels.pdf,12_1_Fire Safety in Tunnels.pdf,.pdf,b952814dcd0347a888e7957e78f138ff40cb0b3eed7f10c34a215c3b1a775925,12_1_Fire Safety in Tunnels,deterministic_existing,,deterministic_candidate,,unresolved,low,unresolved_nonblocking,2022,deterministic_existing,high,deterministic_candidate,tr,deterministic_existing,high,deterministic_candidate,drawing,deterministic_existing,medium,deterministic_candidate,,unresolved,low,unresolved_nonblocking,safety|fire_safety,existing_verified,high,verified_existing
DOC000156,Sunumlar_2022/12_2_Fire Safety in Tunnels.pdf,12_2_Fire Safety in Tunnels.pdf,.pdf,85283ef6c13967fdbf3453026f913b303b7a06a905bc8fd86cd93eb93685975b,12_2_Fire Safety in Tunnels,deterministic_existing,,deterministic_candidate,PIARC,deterministic_existing,,deterministic_candidate,2022,deterministic_existing,high,deterministic_candidate,tr,deterministic_existing,high,deterministic_candidate,,human_review_pending,high,human_review_required,,unresolved,low,unresolved_nonblocking,safety|fire_safety,existing_verified,high,verified_existing
DOC000157,Sunumlar_2022/1_Professor Arnold Dix_People and Planet – how to get finance for new projects that mitigate the perils of Climate Change now.pdf,1_Professor Arnold Dix_People and Planet – how to get finance for new projects that mitigate the perils of Climate Change now.pdf,.pdf,246054e0940d9efbe0562a68fc621120e8cf7a22fd1028f0a588f3fb998a6395,1_Professor Arnold Dix_People and Planet – how to get finance for new projects that mitigate the perils of Climate Change now,deterministic_existing,,deterministic_candidate,,human_review_pending,high,human_review_required,2022,deterministic_existing,high,deterministic_candidate,en,existing_verified,high,verified_existing,,human_review_pending,high,human_review_required,C,llm_grounded_auto_safe,high,auto_safe_candidate,contracts|cost|operations|risk,deterministic_existing,high,deterministic_candidate
DOC000158,Sunumlar_2022/2_Present and Future of Tunnel Constructions in Transportation Infrastructure.pdf,2_Present and Future of Tunnel Constructions in Transportation Infrastructure.pdf,.pdf,04c57c21fdf18e5176f04fa367b8aa609d394673f6051f3afffa206e12c8080f,2_Present and Future of Tunnel Constructions in Transportation Infrastructure,deterministic_existing,,deterministic_candidate,,unresolved,low,unresolved_nonblocking,2022,deterministic_existing,high,deterministic_candidate,en,existing_verified,high,verified_existing,,unresolved,low,rejected_suggestion,,unresolved,low,unresolved_nonblocking,excavation|natm|tbm,deterministic_existing,high,deterministic_candidate
DOC000159,Sunumlar_2022/3_HIZRAY Project and Planned Future of Istanbul Metro Works.pdf,3_HIZRAY Project and Planned Future of Istanbul Metro Works.pdf,.pdf,96783c6ed7f86ae20ca934964dbc5a84caa25b83f59f6a648481f87d6aa90eaf,3_HIZRAY Project and Planned Future of Istanbul Metro Works,deterministic_existing,,deterministic_candidate,,human_review_pending,high,human_review_required,2022,deterministic_existing,high,deterministic_candidate,tr,deterministic_existing,high,deterministic_candidate,,human_review_pending,high,human_review_required,,unresolved,low,unresolved_nonblocking,accident|operations|tbm,deterministic_existing,high,deterministic_candidate
DOC000160,"Sunumlar_2022/4_International Projects of Yapi Merkezi, Administrative Difficulties Encountered.pdf","4_International Projects of Yapi Merkezi, Administrative Difficulties Encountered.pdf",.pdf,1457e07af2b0f6b8533b9bc852928166f611084644bf7257b1b3e83f7f16d4a1,"4_International Projects of Yapi Merkezi, Administrative Difficulties Encountered",deterministic_existing,,deterministic_candidate,,human_review_pending,high,human_review_required,2022,deterministic_existing,high,deterministic_candidate,en,deterministic_existing,high,deterministic_candidate,,human_review_pending,high,human_review_required,,unresolved,low,unresolved_nonblocking,contracts|excavation|operations|tbm,deterministic_existing,high,deterministic_candidate
DOC000161,"Sunumlar_2022/5_Past, Present and Future of Izmir Metro Works.pdf","5_Past, Present and Future of Izmir Metro Works.pdf",.pdf,7bea6c201c2cd943fbd77ed85a922766ac64943657c2f822f46256943a8abda8,"5_Past, Present and Future of Izmir Metro Works",deterministic_existing,,deterministic_candidate,,human_review_pending,high,human_review_required,2022,deterministic_existing,high,deterministic_candidate,tr,deterministic_existing,high,deterministic_candidate,,unresolved,low,rejected_suggestion,,unresolved,low,unresolved_nonblocking,accident|contracts|excavation|maintenance|operations,deterministic_existing,high,deterministic_candidate
DOC000162,"Sunumlar_2022/6_Past, Present and Future of DSI Tunnels.pdf","6_Past, Present and Future of DSI Tunnels.pdf",.pdf,f28df7cb6007defe882889017a983d7c06c169a31170e5b112017af625ae30b6,"6_Past, Present and Future of DSI Tunnels",deterministic_existing,,deterministic_candidate,,human_review_pending,high,human_review_required,2022,deterministic_existing,high,deterministic_candidate,en,existing_verified,high,verified_existing,,human_review_pending,high,human_review_required,,unresolved,low,unresolved_nonblocking,excavation|geology|geotechnical_investigation|injection|karst|tbm,deterministic_existing,high,deterministic_candidate
DOC000163,Sunumlar_2022/7_Tunnel Projects in Indonesia and the Far East Opportunities for Turkish Contractors.pdf,7_Tunnel Projects in Indonesia and the Far East Opportunities for Turkish Contractors.pdf,.pdf,aebfb2790f94d4239847b45390573d6de454b397cc9405ddd5e8af1f952d3c8d,7_Tunnel Projects in Indonesia and the Far East Opportunities for Turkish Contractors,deterministic_existing,,deterministic_candidate,,human_review_pending,high,human_review_required,2022,deterministic_existing,high,deterministic_candidate,en,existing_verified,high,verified_existing,,unresolved,low,rejected_suggestion,,unresolved,low,unresolved_nonblocking,contracts|injection,deterministic_existing,high,deterministic_candidate
