document_id,source_relative_path,source_filename,source_extension,source_sha256,title_value,title_source,title_confidence,title_verification_status,organization_value,organization_source,organization_confidence,organization_verification_status,year_value,year_source,year_confidence,year_verification_status,language_value,language_source,language_confidence,language_verification_status,document_type_value,document_type_source,document_type_confidence,document_type_verification_status,authority_level_value,authority_level_source,authority_level_confidence,authority_level_verification_status,topics_value,topics_source,topics_confidence,topics_verification_status
DOC000012,Leyla Literatür/TunelMaliyet/COSTS OF CONSTRUCTION_Tunnel.docx,COSTS OF CONSTRUCTION_Tunnel.docx,.docx,3cf8e7e534d4363e9c7cd595883bdba4d4e935a1e04a3ac728ad87b2f0e47f4a,COSTS OF CONSTRUCTION_Tunnel,deterministic_existing,,deterministic_candidate,PIARC,deterministic_existing,,deterministic_candidate,,unresolved,low,unresolved_nonblocking,en,deterministic_existing,high,deterministic_candidate,manual,llm_grounded_auto_safe,high,auto_safe_candidate,,unresolved,high,rejected_suggestion,cost|geology|geotechnical_investigation|maintenance|monitoring|operations|regulation|risk|safety|traffic|ventilation,deterministic_existing,high,deterministic_candidate
DOC000013,Leyla Literatür/TunelMaliyet/Estimation_of_Annual_Routine_Maintenance_Cost_for_.pdf,Estimation_of_Annual_Routine_Maintenance_Cost_for_.pdf,.pdf,e9bce09c7035ac5c141dea236fcfd694e507faf2ccba90f6e0e21f29b3ecaa4f,Estimation_of_Annual_Routine_Maintenance_Cost_for_,deterministic_existing,,deterministic_candidate,,human_review_pending,high,human_review_required,2022,deterministic_existing,medium,deterministic_candidate,en,deterministic_existing,high,deterministic_candidate,academic_article,deterministic_existing,medium,deterministic_candidate,,unresolved,low,unresolved_nonblocking,maintenance,existing_verified,high,verified_existing
DOC000014,Leyla Literatür/TunelMaliyet/GeoMon2013Paper644_revised_final_cost.pdf,GeoMon2013Paper644_revised_final_cost.pdf,.pdf,e36fdb6f7e102b86f58200ae2e89f5c300a92555e560afdd6339510ae519af28,GeoMon2013Paper644_revised_final_cost,deterministic_existing,,deterministic_candidate,,unresolved,low,unresolved_nonblocking,2013,existing_verified,high,verified_existing,en,deterministic_existing,high,deterministic_candidate,,unresolved,low,rejected_suggestion,B,llm_grounded_auto_safe,high,auto_safe_candidate,contracts|cost|excavation|geology|geotechnical_investigation|operations,deterministic_existing,high,deterministic_candidate
DOC000015,Leyla Literatür/TunelMaliyet/hif15005.pdf,hif15005.pdf,.pdf,b6a2b2e47753afe8699c10da551fe4afc311dcac8f4504a34c8e83d71fd157c8,hif15005,deterministic_existing,,deterministic_candidate,FHWA,deterministic_existing,,deterministic_candidate,2015,deterministic_existing,medium,deterministic_candidate,en,deterministic_existing,high,deterministic_candidate,manual,llm_grounded_auto_safe,high,auto_safe_candidate,,unresolved,low,unresolved_nonblocking,contracts|cost|inspection|inventory|maintenance|operations|safety|standards,deterministic_existing,high,deterministic_candidate
DOC000016,Leyla Literatür/TunelMaliyet/HS2_Guide_to_Tunnelling_Costs.pdf,HS2_Guide_to_Tunnelling_Costs.pdf,.pdf,376b6902031fe537a68c4606bbc954db0a2583e517f679e65b8aeded512e39cd,HS2_Guide_to_Tunnelling_Costs,deterministic_existing,,deterministic_candidate,,human_review_pending,high,human_review_required,2011,deterministic_existing,medium,deterministic_candidate,en,deterministic_existing,high,deterministic_candidate,,human_review_pending,high,human_review_required,,unresolved,low,unresolved_nonblocking,contracts|cost|excavation|geology|maintenance|operations|portal|tbm|ventilation,deterministic_existing,high,deterministic_candidate
DOC000017,Leyla Literatür/TunelMaliyet/IRJET-V8I7794.pdf,IRJET-V8I7794.pdf,.pdf,046493eef6fb4c973116c6e2a44114ce27376a2cb6b3f8eaf3fe750885c8f5f4,IRJET-V8I7794,deterministic_existing,,deterministic_candidate,,human_review_pending,high,human_review_required,2021,llm_grounded_auto_safe,high,auto_safe_candidate,en,existing_verified,high,verified_existing,cost_analysis,deterministic_existing,medium,deterministic_candidate,,unresolved,low,unresolved_nonblocking,operation|cost,existing_verified,high,verified_existing
DOC000018,Leyla Literatür/TunelMaliyet/low-cost-tunnels-rural-roads-asia-pacific.pdf,low-cost-tunnels-rural-roads-asia-pacific.pdf,.pdf,fe0cf79aab020b9dbf9747771619dc0aabe44dfd82d98aa47cae335893e49886,low-cost-tunnels-rural-roads-asia-pacific,deterministic_existing,,deterministic_candidate,Asian Development Bank,llm_grounded_auto_safe,high,auto_safe_candidate,,human_review_pending,high,human_review_required,en,deterministic_existing,high,deterministic_candidate,academic_article,deterministic_existing,medium,deterministic_candidate,,unresolved,low,unresolved_nonblocking,cost,existing_verified,high,verified_existing
DOC000019,Leyla Literatür/TunelMaliyet/operating-costs-and-revenues-report.pdf,operating-costs-and-revenues-report.pdf,.pdf,fcafb5c9434d660130bf7645d163a6f1f1b387dc744013ce1c27638da1cfc856,operating-costs-and-revenues-report,deterministic_existing,,deterministic_candidate,AECOM Limited,llm_grounded_auto_safe,high,auto_safe_candidate,2012,deterministic_existing,medium,deterministic_candidate,en,deterministic_existing,high,deterministic_candidate,,human_review_pending,high,human_review_required,,unresolved,low,unresolved_nonblocking,cost|maintenance|operations|traffic,deterministic_existing,high,deterministic_candidate
DOC000020,Leyla Literatür/TunelMaliyet/THICKI01_TALK.pdf,THICKI01_TALK.pdf,.pdf,6935929ec3c5b865ccdbc939924945c3b5a05459da955ce7417a6f72c076f16e,THICKI01_TALK,deterministic_existing,,deterministic_candidate,,human_review_pending,high,human_review_required,,unresolved,low,unresolved_nonblocking,en,deterministic_existing,high,deterministic_candidate,cost_analysis,deterministic_existing,medium,deterministic_candidate,,unresolved,low,unresolved_nonblocking,blasting|cost|excavation|geotechnical_investigation|rock_bolt|shotcrete|tbm|water|waterproofing,deterministic_existing,high,deterministic_candidate
DOC000021,Leyla Literatür/TunelMaliyet/Tunnel - Wikipedia.pdf,Tunnel - Wikipedia.pdf,.pdf,3b8ddd107873155e0aeb2cadc12651707e75ab95a0d2855fb4100996fae4955e,Tunnel - Wikipedia,deterministic_existing,,deterministic_candidate,,unresolved,low,unresolved_nonblocking,,unresolved,low,unresolved_nonblocking,en,deterministic_existing,high,deterministic_candidate,web_article,existing_verified,high,verified_existing,D,existing_verified,high,verified_existing,accident|collapse|cost|excavation|geotechnical_investigation|portal|risk|safety|traffic|water,deterministic_existing,high,deterministic_candidate
DOC000022,Leyla Literatür/TunelMaliyet/Tunnel_ 3 Types and Classification of Tunnel and Purposes.pdf,Tunnel_ 3 Types and Classification of Tunnel and Purposes.pdf,.pdf,d6dcf36edb910eeb6c788624fca68a67c39638a2d0c255a05fa673df31db7cc3,Tunnel_ 3 Types and Classification of Tunnel and Purposes,deterministic_existing,,deterministic_candidate,,unresolved,low,unresolved_nonblocking,,unresolved,low,unresolved_nonblocking,en,existing_verified,high,verified_existing,,human_review_pending,medium,human_review_required,,unresolved,low,unresolved_nonblocking,cost|excavation|geology|inspection|maintenance|traffic,deterministic_existing,high,deterministic_candidate
DOC000023,Leyla Literatür/TunelMaliyet/Tunnels-PIARC.docx,Tunnels-PIARC.docx,.docx,69d7dba96886fbecd37b45962e192ea54cd8024f239786977caadf0e25fef04e,Tunnels-PIARC,deterministic_existing,,deterministic_candidate,PIARC,deterministic_existing,,deterministic_candidate,,unresolved,low,unresolved_nonblocking,en,deterministic_existing,high,deterministic_candidate,manual,llm_grounded_auto_safe,high,auto_safe_candidate,A,existing_verified,high,verified_existing,cost|regulation|ventilation,deterministic_existing,high,deterministic_candidate
DOC000024,Leyla Literatür/TunelMaliyet/TUNNELS-TYPESANDIMPORTANCE.pdf,TUNNELS-TYPESANDIMPORTANCE.pdf,.pdf,28bb46527ab1a9bdd8654fbf5185fe923f9d7b5d76b58fb0120b189100924396,TUNNELS-TYPESANDIMPORTANCE,deterministic_existing,,deterministic_candidate,University of Mysore,llm_grounded_auto_safe,high,auto_safe_candidate,,human_review_pending,high,human_review_required,en,deterministic_existing,high,deterministic_candidate,,human_review_pending,high,human_review_required,,unresolved,low,unresolved_nonblocking,cost|drainage|excavation|geology|operations|portal|risk|safety|traffic|ventilation|water,deterministic_existing,high,deterministic_candidate
DOC000025,Leyla Literatür/TunelMaliyet/What Is Tunel _ Types of Tunnels _ What Are Tunnels Used for _ Classification of Tunnel _ How Are Tunnels Built _Advantages of Tunnels _ Disadvantages of Tunnels.pdf,What Is Tunel _ Types of Tunnels _ What Are Tunnels Used for _ Classification of Tunnel _ How Are Tunnels Built _Advantages of Tunnels _ Disadvantages of Tunnels.pdf,.pdf,2879f22960b2b823d22e703752762a07051ec43416aa503908de1b0f066b9644,What Is Tunel _ Types of Tunnels _ What Are Tunnels Used for _ Classification of Tunnel _ How Are Tunnels Built _Advantages of Tunnels _ Disadvantages of Tunnels,deterministic_existing,,deterministic_candidate,,unresolved,high,rejected_suggestion,,unresolved,low,unresolved_nonblocking,en,existing_verified,high,verified_existing,,unresolved,high,rejected_suggestion,,unresolved,low,unresolved_nonblocking,blasting|cost|excavation|natm|operations|risk|shotcrete|tbm|traffic|ventilation,deterministic_existing,high,deterministic_candidate
DOC000036,Literatür ve Araştırmalar/20150804 RESMİ GAZETE Tünel İşletme Yönetmeliği.pdf,20150804 RESMİ GAZETE Tünel İşletme Yönetmeliği.pdf,.pdf,1c8cf251c81e8ae5e70c88b1489519d81ffba3399b43b05e64239d633a488937,20150804 RESMİ GAZETE Tünel İşletme Yönetmeliği,deterministic_existing,,deterministic_candidate,Resmî Gazete,deterministic_existing,,deterministic_candidate,,human_review_pending,high,human_review_required,tr,existing_verified,high,verified_existing,regulation,existing_verified,high,verified_existing,A,existing_verified,high,verified_existing,operation,existing_verified,high,verified_existing
DOC000037,Literatür ve Araştırmalar/3. Uluslararası Ulaşımda Yeraltı Kazıları Sempozyumu Bildiriler Kitabı_2013.pdf,3. Uluslararası Ulaşımda Yeraltı Kazıları Sempozyumu Bildiriler Kitabı_2013.pdf,.pdf,59634dde95d44e0e192ef4a50411b951775a18bfcaa7db6bf103defe6cfb2f4c,3. Uluslararası Ulaşımda Yeraltı Kazıları Sempozyumu Bildiriler Kitabı_2013,deterministic_existing,,deterministic_candidate,,human_review_pending,high,human_review_required,2013,existing_verified,high,verified_existing,tr,existing_verified,high,verified_existing,conference_paper,existing_verified,high,verified_existing,C,existing_verified,high,verified_existing,excavation,existing_verified,high,verified_existing
DOC000038,Literatür ve Araştırmalar/An Ex-Post Cost - Benefit Analysis of Bolu Mountain__Tunnel Project.pdf,An Ex-Post Cost - Benefit Analysis of Bolu Mountain__Tunnel Project.pdf,.pdf,a95c677557c8064ee02e138b9b538bd52d1151c2cedca7bc1c2a18db66e01639,An Ex-Post Cost - Benefit Analysis of Bolu Mountain__Tunnel Project,deterministic_existing,,deterministic_candidate,,unresolved,low,unresolved_nonblocking,,unresolved,low,unresolved_nonblocking,en,deterministic_existing,high,deterministic_candidate,,human_review_pending,high,human_review_required,,unresolved,low,unresolved_nonblocking,cost,existing_verified,high,verified_existing
DOC000039,Literatür ve Araştırmalar/Benchmarking_tunnelling_costs_and_production_rates_in_the_UK_Web_Accessible.pdf,Benchmarking_tunnelling_costs_and_production_rates_in_the_UK_Web_Accessible.pdf,.pdf,dfe9d01daa14dd6f5dd17db9037e84f2b920a31e89740b66d8ab438162ab11d0,Benchmarking_tunnelling_costs_and_production_rates_in_the_UK_Web_Accessible,deterministic_existing,,deterministic_candidate,,human_review_pending,high,human_review_required,,human_review_pending,high,human_review_required,en,deterministic_existing,high,deterministic_candidate,,human_review_pending,high,human_review_required,,unresolved,low,unresolved_nonblocking,case_study|cost|standards,deterministic_existing,high,deterministic_candidate
DOC000041,Literatür ve Araştırmalar/Estimate of annual operating costs Highway Tunnel.pdf,Estimate of annual operating costs Highway Tunnel.pdf,.pdf,b33de96bcf1b4e6bdf99bfa40e8c182174ccd7c66ae084a49aa979ad0e50d592,Estimate of annual operating costs Highway Tunnel,deterministic_existing,,deterministic_candidate,,unresolved,low,unresolved_nonblocking,,unresolved,low,unresolved_nonblocking,,human_review_pending,high,human_review_required,,human_review_pending,medium,human_review_required,,unresolved,low,unresolved_nonblocking,cost|operations,deterministic_existing,high,deterministic_candidate
DOC000042,Literatür ve Araştırmalar/Farklı Karayolu Tünellerinin Tünel Özellikleri ve Sürücü Davranışları.pdf,Farklı Karayolu Tünellerinin Tünel Özellikleri ve Sürücü Davranışları.pdf,.pdf,1b4596736bbcf61f370be7bc684f3367977e401954abf3a8556b5e8565a3782a,Farklı Karayolu Tünellerinin Tünel Özellikleri ve Sürücü Davranışları,deterministic_existing,,deterministic_candidate,Karayolları Genel Müdürlüğü (KGM),deterministic_existing,,deterministic_candidate,2020,llm_grounded_auto_safe,high,auto_safe_candidate,tr,existing_verified,high,verified_existing,academic_article,deterministic_existing,medium,deterministic_candidate,,unresolved,low,unresolved_nonblocking,accident|cost|fire_safety|inventory|operations|safety|standards|traffic|ventilation,deterministic_existing,high,deterministic_candidate
DOC000044,"Literatür ve Araştırmalar/Management of road tunnels_Construction, maintenance.pdf","Management of road tunnels_Construction, maintenance.pdf",.pdf,6c33efd9e03ce78f9ec23cc1e869d7b0401882177db612488f36b2792cbb16fc,"Management of road tunnels_Construction, maintenance",deterministic_existing,,deterministic_candidate,Sapienza University of Rome,llm_grounded_auto_safe,high,auto_safe_candidate,,human_review_pending,high,human_review_required,en,existing_verified,high,verified_existing,,human_review_pending,high,human_review_required,,unresolved,low,unresolved_nonblocking,maintenance,existing_verified,high,verified_existing
DOC000045,Literatür ve Araştırmalar/TR Karayolları Tünellerinin Tarihçesi ve Tünel Güvenlik Kriterleri.pdf,TR Karayolları Tünellerinin Tarihçesi ve Tünel Güvenlik Kriterleri.pdf,.pdf,5d524bf61343305c4f9c1a8fda2248659201b7fa0304f2a8c00b0c9559d8dbc4,TR Karayolları Tünellerinin Tarihçesi ve Tünel Güvenlik Kriterleri,deterministic_existing,,deterministic_candidate,Karayolları Genel Müdürlüğü (KGM),deterministic_existing,,deterministic_candidate,2004,deterministic_existing,medium,deterministic_candidate,tr,existing_verified,high,verified_existing,,human_review_pending,medium,human_review_required,,unresolved,low,unresolved_nonblocking,safety,existing_verified,high,verified_existing
DOC000047,Literatür ve Araştırmalar/tunnel_manual_FHWA.pdf,tunnel_manual_FHWA.pdf,.pdf,153e9e2a4af4519f1e27a0440e0b3b06b3433db721cb527217f3a14f050abbdd,tunnel_manual_FHWA,deterministic_existing,,deterministic_candidate,FHWA,deterministic_existing,,deterministic_candidate,2009,deterministic_existing,medium,deterministic_candidate,en,existing_verified,high,verified_existing,manual,existing_verified,high,verified_existing,A,deterministic_existing,high,deterministic_candidate,blasting|contracts|excavation|geotechnical_investigation|inspection|instrumentation|maintenance|operations|regulation|risk|safety|standards|ventilation,deterministic_existing,high,deterministic_candidate
DOC000048,Literatür ve Araştırmalar/TÜNEL BAKIM İŞLETME EL KİTABI.pdf,TÜNEL BAKIM İŞLETME EL KİTABI.pdf,.pdf,a23b1e815eedc4a3c978b6a03a734d9c2099b428df2ead2d9d622db8f5d4ebdd,TÜNEL BAKIM İŞLETME EL KİTABI,deterministic_existing,,deterministic_candidate,,unresolved,low,rejected_suggestion,,unresolved,low,rejected_suggestion,tr,existing_verified,high,verified_existing,manual,deterministic_existing,medium,deterministic_candidate,,unresolved,low,unresolved_nonblocking,maintenance|operation,existing_verified,high,verified_existing
DOC000049,Literatür ve Araştırmalar/TÜNEL ENVANTER KİTABI 2015.pdf,TÜNEL ENVANTER KİTABI 2015.pdf,.pdf,5c229054fb8f53a306c097f128ec7004fbaf7d1a52bad4f5bc778f5e91888b54,TÜNEL ENVANTER KİTABI 2015,deterministic_existing,,deterministic_candidate,Karayolları Genel Müdürlüğü (KGM),deterministic_existing,,deterministic_candidate,2015,existing_verified,high,verified_existing,tr,existing_verified,high,verified_existing,inventory,deterministic_existing,high,deterministic_candidate,,unresolved,low,unresolved_nonblocking,drainage|fire_safety|inventory|maintenance|operations|portal|safety|standards|traffic|ventilation,deterministic_existing,high,deterministic_candidate
DOC000051,Literatür ve Araştırmalar/Tünel Haritası 2024_KGMWEB.pdf,Tünel Haritası 2024_KGMWEB.pdf,.pdf,164a2494261086dbb9d2446b8ab4a1141ead7783629ac7d21915fdd57d7bcf11,Tünel Haritası 2024_KGMWEB,deterministic_existing,,deterministic_candidate,,human_review_pending,high,human_review_required,2024,existing_verified,high,verified_existing,tr,existing_verified,high,verified_existing,,human_review_pending,medium,human_review_required,,unresolved,high,unresolved_nonblocking,tunnel_general,deterministic_existing,medium,deterministic_candidate
DOC000054,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Foto/Enjeksiyon  Foto2.jpg,Enjeksiyon  Foto2.jpg,.jpg,c5b8b61e1d07edae30e7d35e3dc56cce68fc7b53c297f49f3284d708bb25ab9b,Enjeksiyon  Foto2,deterministic_existing,,deterministic_candidate,,unresolved,low,unresolved_nonblocking,,unresolved,low,unresolved_nonblocking,,human_review_pending,high,human_review_required,,human_review_pending,high,human_review_required,,unresolved,low,unresolved_nonblocking,injection,deterministic_existing,medium,deterministic_candidate
DOC000055,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Foto/Enjeksiyon Foto1.jpg,Enjeksiyon Foto1.jpg,.jpg,3b434b03f09745ed6d9cbad38c6e4003304f4e1377b5b93cb9fde5d0885bab35,Enjeksiyon Foto1,deterministic_existing,,deterministic_candidate,,unresolved,low,unresolved_nonblocking,,unresolved,low,unresolved_nonblocking,,unresolved,low,unresolved_nonblocking,,unresolved,low,unresolved_nonblocking,,unresolved,low,unresolved_nonblocking,injection,deterministic_existing,medium,deterministic_candidate
DOC000056,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Foto/Foto_Kaynak.docx,Foto_Kaynak.docx,.docx,8e2601e33aad2c570d8dc5a4467a48a5dc5a6ee6c8e75bdc132f9820a57e3629,Foto_Kaynak,deterministic_existing,,deterministic_candidate,,unresolved,low,unresolved_nonblocking,,unresolved,low,unresolved_nonblocking,,human_review_pending,medium,human_review_required,,human_review_pending,medium,human_review_required,,unresolved,medium,unresolved_nonblocking,injection,deterministic_existing,medium,deterministic_candidate
DOC000057,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Foto/InvertBetonUygulaması.png,InvertBetonUygulaması.png,.png,c77a14960e997ca95740010fef35aba2ec824861a306004633b190bc4d42d408,InvertBetonUygulaması,deterministic_existing,,deterministic_candidate,,unresolved,low,unresolved_nonblocking,,unresolved,low,unresolved_nonblocking,,human_review_pending,medium,human_review_required,,human_review_pending,medium,human_review_required,,unresolved,medium,unresolved_nonblocking,,unresolved,low,rejected_suggestion
DOC000061,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Kullanılan Kaynaklar.docx,Kullanılan Kaynaklar.docx,.docx,8f9bd4acad19365a616857fd4684f9f8bc1011942061c1cd86fe5be40989a07f,Kullanılan Kaynaklar,deterministic_existing,,deterministic_candidate,Karayolları Genel Müdürlüğü (KGM),deterministic_existing,,deterministic_candidate,,unresolved,low,unresolved_nonblocking,tr,deterministic_existing,high,deterministic_candidate,,unresolved,low,rejected_suggestion,C,deterministic_llm_agreement,high,auto_safe_candidate,injection|maintenance|operations|regulation|support_systems,deterministic_existing,high,deterministic_candidate
DOC000063,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/tehlikeli-maddelerin-karayolu-ile-tasinmasi-yonetmelik-62b01f085fe6c.pdf,tehlikeli-maddelerin-karayolu-ile-tasinmasi-yonetmelik-62b01f085fe6c.pdf,.pdf,19bb2d542f7e1f0a684f70c248797a21a306d50fbf9d86246ef70b47ac60e38d,tehlikeli-maddelerin-karayolu-ile-tasinmasi-yonetmelik-62b01f085fe6c,deterministic_existing,,deterministic_candidate,Resmî Gazete,deterministic_existing,,deterministic_candidate,2022,llm_grounded_auto_safe,high,auto_safe_candidate,tr,deterministic_existing,high,deterministic_candidate,regulation,llm_grounded_auto_safe,high,auto_safe_candidate,,human_review_pending,high,human_review_required,accident|contracts|maintenance|operations|regulation|safety,deterministic_existing,high,deterministic_candidate
DOC000066,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)_Kullanılan Dokumanlar/1-NATM-2020.pptx,1-NATM-2020.pptx,.pptx,33e54b02175c174a99a7739012e0a70101e516836394186566041b705643cce9,1-NATM-2020,deterministic_existing,,deterministic_candidate,,human_review_pending,high,human_review_required,2020,existing_verified,high,verified_existing,tr,deterministic_existing,high,deterministic_candidate,training_material,deterministic_existing,medium,deterministic_candidate,C,deterministic_llm_agreement,high,auto_safe_candidate,NATM,existing_verified,high,verified_existing
DOC000067,"Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)_Kullanılan Dokumanlar/6-YALITIM, DRENAJ ve NİHAİ KAPLAMA BETONU.pptx","6-YALITIM, DRENAJ ve NİHAİ KAPLAMA BETONU.pptx",.pptx,21c81a85613e82c6b1ebeafd9f847e087b0cdc032c8db3933fa8d9438a7f564c,"6-YALITIM, DRENAJ ve NİHAİ KAPLAMA BETONU",deterministic_existing,,deterministic_candidate,,unresolved,low,unresolved_nonblocking,2020,deterministic_existing,high,deterministic_candidate,tr,existing_verified,high,verified_existing,training_material,deterministic_existing,medium,deterministic_candidate,C,deterministic_llm_agreement,high,auto_safe_candidate,drainage|final_lining,existing_verified,high,verified_existing
DOC000068,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)_Kullanılan Dokumanlar/TBM(Tunnel Boring Machine).pptx,TBM(Tunnel Boring Machine).pptx,.pptx,5f811a624baec87de732a24e235f5f0887f21a17fc42320a7002c14235e319aa,TBM(Tunnel Boring Machine),deterministic_existing,,deterministic_candidate,,unresolved,low,unresolved_nonblocking,2020,deterministic_existing,high,deterministic_candidate,tr,deterministic_existing,high,deterministic_candidate,training_material,deterministic_existing,medium,deterministic_candidate,,unresolved,low,unresolved_nonblocking,TBM,existing_verified,high,verified_existing
DOC000069,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/19 MayısUniversitesi14. hafta (2020-2021).docx,19 MayısUniversitesi14. hafta (2020-2021).docx,.docx,43e15adde21fcb6bd4b3b48cb6332a31428312d3c406f330ad4fbaa63aecdcfa,19 MayısUniversitesi14. hafta (2020-2021),deterministic_existing,,deterministic_candidate,,unresolved,low,rejected_suggestion,,unresolved,low,rejected_suggestion,tr,deterministic_existing,high,deterministic_candidate,,human_review_pending,high,human_review_required,,unresolved,low,unresolved_nonblocking,blasting|drainage|excavation|geology|safety|ventilation,deterministic_existing,high,deterministic_candidate
DOC000070,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/Dergipark_Kop T__neli Yap__m __al____malar__ ve Metodolojisi#367279-384775.docx,Dergipark_Kop T__neli Yap__m __al____malar__ ve Metodolojisi#367279-384775.docx,.docx,79b4e713b47ad813559ebeb269d37ed5ea60f56a1308da05d3610a2ed5578cc6,Dergipark_Kop T__neli Yap__m __al____malar__ ve Metodolojisi#367279-384775,deterministic_existing,,deterministic_candidate,Karayolları Genel Müdürlüğü (KGM),deterministic_existing,,deterministic_candidate,2017,deterministic_existing,medium,deterministic_candidate,tr,existing_verified,high,verified_existing,academic_article,deterministic_existing,medium,deterministic_candidate,,unresolved,low,unresolved_nonblocking,excavation|drainage|portal,existing_verified,high,verified_existing
DOC000071,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/ITU Yuksek Lisans Tezi.docx,ITU Yuksek Lisans Tezi.docx,.docx,cf2fad9c374cff80978324d92e88dd00d6cd4bcb5fd229df8973cfe565b1a477,ITU Yuksek Lisans Tezi,deterministic_existing,,deterministic_candidate,İSTANBUL ÜNİVERSİTESİ FEN BİLİMLERİ ENSTİTÜSÜ,llm_grounded_auto_safe,high,auto_safe_candidate,,human_review_pending,high,human_review_required,tr,deterministic_existing,high,deterministic_candidate,thesis,deterministic_existing,high,deterministic_candidate,B,deterministic_existing,high,deterministic_candidate,blasting|cost|excavation|forepoling|geology|geotechnical_investigation|history|injection|operations|rock_mechanics|shotcrete|standards|steel_mesh|support_systems,deterministic_existing,high,deterministic_candidate
DOC000072,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/KTU_Tez_Tam Metin.docx,KTU_Tez_Tam Metin.docx,.docx,d8c47fd59b8c006c036f09be83fed7ee7fd3654016e8a6543caf32addd182c26,KTU_Tez_Tam Metin,deterministic_existing,,deterministic_candidate,Karadeniz Teknik Üniversitesi,llm_grounded_auto_safe,high,auto_safe_candidate,2007,deterministic_existing,medium,deterministic_candidate,tr,deterministic_existing,high,deterministic_candidate,thesis,deterministic_existing,high,deterministic_candidate,B,deterministic_existing,high,deterministic_candidate,blasting|geology|geotechnical_investigation|history|monitoring|route_selection|shotcrete|standards|water,deterministic_existing,high,deterministic_candidate
DOC000073,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/SinaKiziroglu.docx,SinaKiziroglu.docx,.docx,9fea1e259f10c9d371f0762816d9b80216f58e29841b79b2ca26aa9312ec177c,SinaKiziroglu,deterministic_existing,,deterministic_candidate,Karayolları Genel Müdürlüğü (KGM),deterministic_existing,,deterministic_candidate,,human_review_pending,high,human_review_required,tr,existing_verified,high,verified_existing,presentation,llm_grounded_auto_safe,high,auto_safe_candidate,A,existing_verified,high,verified_existing,excavation|portal,existing_verified,high,verified_existing
DOC000074,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/TUNELLERDE_DESTEK_SISTEMLERI_VE_GUCLENDI.docx,TUNELLERDE_DESTEK_SISTEMLERI_VE_GUCLENDI.docx,.docx,2acb6a1bea35571728e776f6c3a4449eb9abd9d79a34f3111e700a216eb6a2ea,TUNELLERDE_DESTEK_SISTEMLERI_VE_GUCLENDI,deterministic_existing,,deterministic_candidate,,unresolved,low,unresolved_nonblocking,,human_review_pending,high,human_review_required,tr,deterministic_existing,high,deterministic_candidate,,human_review_pending,high,human_review_required,,unresolved,low,unresolved_nonblocking,accident|blasting|cost|excavation|geology|geotechnical_investigation|maintenance|natm|support_systems|tbm,deterministic_existing,high,deterministic_candidate
DOC000075,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/Tünel Eğitim Kitabı 8 EYLÜL 2016.docx,Tünel Eğitim Kitabı 8 EYLÜL 2016.docx,.docx,1fb6b71a35f819248daf881974423edfaa28cfc580283528ee1be885a439fd2e,Tünel Eğitim Kitabı 8 EYLÜL 2016,deterministic_existing,,deterministic_candidate,Karayolları Genel Müdürlüğü (KGM),deterministic_existing,,deterministic_candidate,2016,existing_verified,high,verified_existing,tr,existing_verified,high,verified_existing,training_material,existing_verified,high,verified_existing,C,existing_verified,high,verified_existing,cost|fire_safety|history|instrumentation|inventory|maintenance|operations|regulation|standards|traffic|ventilation,deterministic_existing,high,deterministic_candidate
DOC000076,Mehmet/Kitap 2.Bolum/Tuneller Bolum2_9_7_2025.docx,Tuneller Bolum2_9_7_2025.docx,.docx,b011796d9570a6e89619e5176adf7f8d004df3eb94e103b48b7894b0b6622d59,Tuneller Bolum2_9_7_2025,deterministic_existing,,deterministic_candidate,,unresolved,low,unresolved_nonblocking,2025,existing_verified,high,verified_existing,tr,deterministic_existing,high,deterministic_candidate,,unresolved,medium,rejected_suggestion,,unresolved,medium,rejected_suggestion,accident|drainage|excavation|forepoling|injection|maintenance|natm|rock_bolt|shotcrete|steel_rib|waterproofing,deterministic_existing,high,deterministic_candidate
