document_id,source_file,source_relative_path,source_extension,source_sha256,previous_converter,output_md,status,started_at,finished_at,duration_seconds,error_message,chunk_count,runtime_fingerprint
DOC000252,T8 TUNELICIKIS Sag Tup 23.11.2018.pdf,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/T8 TUNELICIKIS Sag Tup 23.11.2018.pdf,.pdf,a539413169500f79b8cdfbd3223d869e35fa3ef1b27efd2237baef1b1957aa47,pypdfium2+rapidocr_torch,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/T8 TUNELICIKIS Sag Tup 23.11.2018.md,no_improvement_use_baseline,2026-08-13T20:27:34+00:00,2026-08-13T20:27:40+00:00,6.09,,1,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8
DOC000111,02_3G_Investigation_strategy_AFa.docx,Mehmet/Literatur/Wordler/YTMK/2015/02_3G_Investigation_strategy_AFa.docx,.docx,d539e7f4fef25d72a22d97fc66e00deeea3f2d9e27bb78a960c0ce771f6d0049,python_docx_fallback,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Mehmet/Literatur/Wordler/YTMK/2015/02_3G_Investigation_strategy_AFa.md,success,2026-08-13T20:27:40+00:00,2026-08-13T20:27:48+00:00,8.408,,1,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8
DOC000250,T2 Tuneli Cikis Sol Tup 26.11.2018.pdf,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/T2 Tuneli Cikis Sol Tup 26.11.2018.pdf,.pdf,7de44ee96dfee3d118f4cbff58926e3839530d1280e7539f8be6d0cec8b702f9,pypdfium2+rapidocr_torch,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/T2 Tuneli Cikis Sol Tup 26.11.2018.md,no_improvement_use_baseline,2026-08-13T20:27:48+00:00,2026-08-13T20:27:54+00:00,6.252,,1,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8
DOC000249,T2 Tuneli Cikis Sag Tup 26.11.2018.pdf,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/T2 Tuneli Cikis Sag Tup 26.11.2018.pdf,.pdf,cd0443535d0e03781fae10153eb5402b7f22376c44b4287e88cf16f7416d92b0,pypdfium2+rapidocr_torch,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/T2 Tuneli Cikis Sag Tup 26.11.2018.md,no_improvement_use_baseline,2026-08-13T20:27:54+00:00,2026-08-13T20:28:00+00:00,5.965,,1,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8
DOC000253,T8 TUNELICIKIS Sol Tup 23.11.2018.pdf,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/T8 TUNELICIKIS Sol Tup 23.11.2018.pdf,.pdf,5100bafa9b8728c0e62995c84d873ef6454f343df40fc80053dcb626d1f30df1,pypdfium2+rapidocr_torch,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/T8 TUNELICIKIS Sol Tup 23.11.2018.md,no_improvement_use_baseline,2026-08-13T20:28:00+00:00,2026-08-13T20:28:06+00:00,5.57,,1,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8
DOC000264,T3 TÜNELİ ENJEKSİYON İPTALİ.pptm,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Tünelde Özel Çözümler/T3 TÜNELİ ENJEKSİYON İPTALİ.pptm,.pptm,8cd77050797aeb27474ab899ffc0581177f726b127e539c71452b46c78d9dd6e,python_pptx_fallback,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Tünelde Özel Çözümler/T3 TÜNELİ ENJEKSİYON İPTALİ.md,success,2026-08-13T20:28:06+00:00,2026-08-13T20:28:09+00:00,2.659,,1,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8
DOC000285,KGM DENEYLER SUNUMU.pptx,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/KGM DENEYLER SUNUMU.pptx,.pptx,8bee70a79da4e61360b7835cc8f6a656665267a5fcb3810bdc004cb46c9ffc22,python_pptx_fallback,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/KGM DENEYLER SUNUMU.md,success,2026-08-13T20:28:09+00:00,2026-08-13T20:28:12+00:00,3.071,,1,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8
DOC000251,T2 Tuneli Giris Sol Tup 26.11.2018.pdf,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/T2 Tuneli Giris Sol Tup 26.11.2018.pdf,.pdf,aac6e448d314f890336574b3ce19a7e39dad0525a5cc8af22dd57050c5c67af1,pypdfium2+rapidocr_torch,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/T2 Tuneli Giris Sol Tup 26.11.2018.md,no_improvement_use_baseline,2026-08-13T20:28:12+00:00,2026-08-13T20:28:18+00:00,5.971,,1,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8
DOC000072,KTU_Tez_Tam Metin.docx,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/KTU_Tez_Tam Metin.docx,.docx,d8c47fd59b8c006c036f09be83fed7ee7fd3654016e8a6543caf32addd182c26,python_docx_fallback,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/KTU_Tez_Tam Metin.md,success,2026-08-13T20:28:18+00:00,2026-08-13T20:29:10+00:00,52.316,,1,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8
DOC000284,Karstik Boşluklar ve çözüm yolları.pptx,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Karstik Boşluklar ve çözüm yolları.pptx,.pptx,2c1509971dc4f4063aa547d07c35111e36ec9d29c78da2d98d9dc19580dcc069,python_pptx_fallback,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Karstik Boşluklar ve çözüm yolları.md,success,2026-08-13T20:29:10+00:00,2026-08-13T20:29:15+00:00,5.315,,1,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8
DOC000164,8_Halkali - Istanbul Airport Metro Construction Works.pdf,Sunumlar_2022/8_Halkali - Istanbul Airport Metro Construction Works.pdf,.pdf,f036fbe6cc100faef49c498054f0700eb618c52fca4e5f4a0806dde7c9610c01,pypdf_fallback,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Sunumlar_2022/8_Halkali - Istanbul Airport Metro Construction Works.md,success,2026-08-13T20:29:15+00:00,2026-08-13T20:29:45+00:00,29.232,,1,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8
DOC000048,TÜNEL BAKIM İŞLETME EL KİTABI.pdf,Literatür ve Araştırmalar/TÜNEL BAKIM İŞLETME EL KİTABI.pdf,.pdf,a23b1e815eedc4a3c978b6a03a734d9c2099b428df2ead2d9d622db8f5d4ebdd,pypdf_fallback,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Literatür ve Araştırmalar/TÜNEL BAKIM İŞLETME EL KİTABI.md,success,2026-08-13T20:29:45+00:00,2026-08-13T20:31:13+00:00,88.028,,6,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8
DOC000157,1_Professor Arnold Dix_People and Planet – how to get finance for new projects that mitigate the perils of Climate Change now.pdf,Sunumlar_2022/1_Professor Arnold Dix_People and Planet – how to get finance for new projects that mitigate the perils of Climate Change now.pdf,.pdf,246054e0940d9efbe0562a68fc621120e8cf7a22fd1028f0a588f3fb998a6395,pypdf_fallback,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Sunumlar_2022/1_Professor Arnold Dix_People and Planet – how to get finance for new projects that mitigate the perils of Climate Change now.md,success,2026-08-13T20:31:13+00:00,2026-08-13T20:31:57+00:00,43.995,,2,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8
DOC000118,10_OBB_SiteOrganHW.docx,Mehmet/Literatur/Wordler/YTMK/2015/10_OBB_SiteOrganHW.docx,.docx,8ac72718b2b107378e7be611654d3caf2c8b63f2d6a1b690b5243c3109c316a1,python_docx_fallback,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Mehmet/Literatur/Wordler/YTMK/2015/10_OBB_SiteOrganHW.md,success,2026-08-13T20:31:57+00:00,2026-08-13T20:32:05+00:00,8.156,,1,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8
DOC000112,03_IGT-Influence_of_codes_guidelines_and_other_regulations_on_the_tunnel_design_in_Austria.docx,Mehmet/Literatur/Wordler/YTMK/2015/03_IGT-Influence_of_codes_guidelines_and_other_regulations_on_the_tunnel_design_in_Austria.docx,.docx,c80abb102d8727116ae25084f339792007817a95002d49e2b4b854d56f04a4d3,python_docx_fallback,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Mehmet/Literatur/Wordler/YTMK/2015/03_IGT-Influence_of_codes_guidelines_and_other_regulations_on_the_tunnel_design_in_Austria.md,success,2026-08-13T20:32:05+00:00,2026-08-13T20:32:19+00:00,14.401,,1,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8
DOC000103,KPT(KaynarcaPendikTuzla) Metrosu_24220221180893.docx,Mehmet/Literatur/Wordler/KPT(KaynarcaPendikTuzla) Metrosu_24220221180893.docx,.docx,2c1b6a55522b0773cf9f110ca0d29ce8248640c1c42ad5df0701309c576f28d4,python_docx_fallback,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Mehmet/Literatur/Wordler/KPT(KaynarcaPendikTuzla) Metrosu_24220221180893.md,success,2026-08-13T20:32:19+00:00,2026-08-13T20:32:27+00:00,7.998,,1,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8
DOC000212,Tünel Kazaları.docx,"Tünel Kazaları, Çökmeler ve Felaketler/Tünel Kazaları.docx",.docx,ad6f9855d77869ce08fa1e1a7a566019b7ea456ae7644bbc5599d77c73ddc084,python_docx_fallback,"/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Tünel Kazaları, Çökmeler ve Felaketler/Tünel Kazaları.md",success,2026-08-13T20:32:27+00:00,2026-08-13T20:32:32+00:00,4.927,,1,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8
DOC000130,Murat Dursun Barut.pdf,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Murat Dursun Barut.pdf,.pdf,17e5e4aa41637a66b3dee7c8c71e79a278cdccb4c134fd115eb7a4a66aa24f32,pypdf_fallback,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Murat Dursun Barut.md,success,2026-08-13T20:32:33+00:00,2026-08-13T20:33:12+00:00,39.582,,2,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8
DOC000248,K.MARAS KONT.SEF.TUNEL IMALATLARI.pdf,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/K.MARAS KONT.SEF.TUNEL IMALATLARI.pdf,.pdf,7bd21d281ecd81e07fa9ddf5af7f59cbb0906c9a37b70ae367c07aaa7af9d6da,pypdfium2+rapidocr_torch,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/K.MARAS KONT.SEF.TUNEL IMALATLARI.md,quality_reject_use_baseline,2026-08-13T20:33:12+00:00,2026-08-13T20:33:47+00:00,34.77,,1,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8
DOC000307,10.24232-jmd.344499-351159.pdf,Özgür Satıcı/10.24232-jmd.344499-351159.pdf,.pdf,1d7de282b7330457d53958c4fddbe86d9d0f5f48f582329fa166b394e527e8d3,pypdf_fallback,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Özgür Satıcı/10.24232-jmd.344499-351159.md,success,2026-08-13T20:33:47+00:00,2026-08-13T20:33:56+00:00,8.659,,1,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8
DOC000119,11_IGT-Supplementary_jet_grouting_at_metro_Vienna_Lot_U1-10.docx,Mehmet/Literatur/Wordler/YTMK/2015/11_IGT-Supplementary_jet_grouting_at_metro_Vienna_Lot_U1-10.docx,.docx,4a19f1d8988ca4971513a4b771c671122749ef4f3e8df236e5d4093b0acbba39,python_docx_fallback,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Mehmet/Literatur/Wordler/YTMK/2015/11_IGT-Supplementary_jet_grouting_at_metro_Vienna_Lot_U1-10.md,success,2026-08-13T20:33:56+00:00,2026-08-13T20:34:08+00:00,12.279,,1,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8
DOC000160,"4_International Projects of Yapi Merkezi, Administrative Difficulties Encountered.pdf","Sunumlar_2022/4_International Projects of Yapi Merkezi, Administrative Difficulties Encountered.pdf",.pdf,1457e07af2b0f6b8533b9bc852928166f611084644bf7257b1b3e83f7f16d4a1,pypdf_fallback,"/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Sunumlar_2022/4_International Projects of Yapi Merkezi, Administrative Difficulties Encountered.md",success,2026-08-13T20:34:08+00:00,2026-08-13T20:34:53+00:00,44.779,,2,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8
DOC000194,Tunel Dergisi 1.pdf,Tünel Dergisi/Tunel Dergisi 1.pdf,.pdf,bdacc1e58433a01fcf0eaa66568b3e4d77c24fd56c97f042b459b2c8c3f0baa2,pypdf_fallback,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Tünel Dergisi/Tunel Dergisi 1.md,success,2026-08-13T20:34:53+00:00,2026-08-13T20:35:49+00:00,55.861,,2,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8
DOC000161,"5_Past, Present and Future of Izmir Metro Works.pdf","Sunumlar_2022/5_Past, Present and Future of Izmir Metro Works.pdf",.pdf,7bea6c201c2cd943fbd77ed85a922766ac64943657c2f822f46256943a8abda8,pypdf_fallback,"/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Sunumlar_2022/5_Past, Present and Future of Izmir Metro Works.md",success,2026-08-13T20:35:49+00:00,2026-08-13T20:36:27+00:00,37.961,,2,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8
DOC000145,10a_OBB_SafetyManagement_HW_Kompatibilitatsmodus.pdf,Mehmet/Literatur/YTMK Tunelcilik Semineri/2015/10a_OBB_SafetyManagement_HW_Kompatibilitatsmodus.pdf,.pdf,de4b13d03e815c012e30a9f538e222d247c8053ef8b819876183a647e06f8fcc,pypdf_fallback,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Mehmet/Literatur/YTMK Tunelcilik Semineri/2015/10a_OBB_SafetyManagement_HW_Kompatibilitatsmodus.md,success,2026-08-13T20:36:28+00:00,2026-08-13T20:36:48+00:00,20.468,,1,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8
DOC000051,Tünel Haritası 2024_KGMWEB.pdf,Literatür ve Araştırmalar/Tünel Haritası 2024_KGMWEB.pdf,.pdf,164a2494261086dbb9d2446b8ab4a1141ead7783629ac7d21915fdd57d7bcf11,pypdf_fallback,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Literatür ve Araştırmalar/Tünel Haritası 2024_KGMWEB.md,quality_reject_use_baseline,2026-08-13T20:36:48+00:00,2026-08-13T20:49:23+00:00,754.799,,1,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8
DOC000162,"6_Past, Present and Future of DSI Tunnels.pdf","Sunumlar_2022/6_Past, Present and Future of DSI Tunnels.pdf",.pdf,f28df7cb6007defe882889017a983d7c06c169a31170e5b112017af625ae30b6,pypdf_fallback,"/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Sunumlar_2022/6_Past, Present and Future of DSI Tunnels.md",success,2026-08-13T20:49:23+00:00,2026-08-13T20:49:49+00:00,25.771,,1,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8
DOC000195,Tunel Dergisi 2.pdf,Tünel Dergisi/Tunel Dergisi 2.pdf,.pdf,372509651cd66ef259aea51a09cef059d51042791e283bf28bed81e55b6af5a3,pypdf_fallback,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Tünel Dergisi/Tunel Dergisi 2.md,success,2026-08-13T20:49:49+00:00,2026-08-13T20:51:01+00:00,72.117,,2,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8
DOC000003,13965.pdf,Leyla Literatür/TunelMaliyet/13965.pdf,.pdf,e4e696e67dc8f1675451c38298acc0ee645ade4b74d8dea722d77cd210551d15,pypdf_fallback,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Leyla Literatür/TunelMaliyet/13965.md,success,2026-08-13T20:51:01+00:00,2026-08-13T20:53:38+00:00,157.066,,8,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8
DOC000261,T-1OA.pptx,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Tünelde Özel Çözümler/T-1OA.pptx,.pptx,392642f7733f2a4d8b5099cdad7f3e5387a8183c22988ae4733f327bb768055f,python_pptx_fallback,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Tünelde Özel Çözümler/T-1OA.md,success,2026-08-13T20:53:38+00:00,2026-08-13T20:53:42+00:00,3.793,,1,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8
DOC000305,Üst yarı alt yarı.pptx,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Üst yarı alt yarı.pptx,.pptx,d7637879102d66a46987c0881ec3cbe2448070332762b0b53d685b8dbee00d1f,python_pptx_fallback,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Üst yarı alt yarı.md,success,2026-08-13T20:53:42+00:00,2026-08-13T20:53:46+00:00,4.792,,1,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8
DOC000211,Tünel Kaynaklı Kazalar_Çökmeler.docx,"Tünel Kazaları, Çökmeler ve Felaketler/Tünel Kaynaklı Kazalar_Çökmeler.docx",.docx,70692d73bb93cfb1d00ac0c29be2920e40cb7d86d9a82d40c5937851050e1c23,libreoffice_pdf+pypdfium2+rapidocr_torch,"/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Tünel Kazaları, Çökmeler ve Felaketler/Tünel Kaynaklı Kazalar_Çökmeler.md",quality_reject_use_baseline,2026-08-13T20:53:47+00:00,2026-08-13T20:53:53+00:00,6.429,,1,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8
DOC000245,K.Maras Tunel Takip Formlari.pdf,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/22.10.2018/K.Maras Tunel Takip Formlari.pdf,.pdf,1f14788427fc5b2740bae349ee9392629382a0ec965cbba42e2899d93ae6f0f0,pypdfium2+rapidocr_torch,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/22.10.2018/K.Maras Tunel Takip Formlari.md,quality_reject_use_baseline,2026-08-13T20:53:54+00:00,2026-08-13T20:54:29+00:00,35.947,,1,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8
DOC000197,Tunel Dergisi 4.pdf,Tünel Dergisi/Tunel Dergisi 4.pdf,.pdf,d0c476b291652a8936b5b0a1317b3ba882ff53d7e5296331599cc0811c69ab58,pypdf_fallback,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Tünel Dergisi/Tunel Dergisi 4.md,success,2026-08-13T20:54:29+00:00,2026-08-13T20:56:20+00:00,110.705,,3,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8
DOC000221,9-Tünel Destek Sistemleri (Örnekler).pptx,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/9-Tünel Destek Sistemleri (Örnekler).pptx,.pptx,55e5b81f8bc0ce8894b14d921e2f1aeca7116edac71c0785b615bb9b7d38e18d,python_pptx_fallback,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/9-Tünel Destek Sistemleri (Örnekler).md,success,2026-08-13T20:56:20+00:00,2026-08-13T20:56:25+00:00,5.146,,1,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8
DOC000124,YTU Yuksek Lisans.docx,Mehmet/Literatur/Wordler/YTU Yuksek Lisans.docx,.docx,7e795b9a47c89f5406c566770c2f81cf7f6fc58ae0545d3299d3a3f107f574da,python_docx_fallback,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Mehmet/Literatur/Wordler/YTU Yuksek Lisans.md,success,2026-08-13T20:56:25+00:00,2026-08-13T20:57:16+00:00,50.77,,1,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8
DOC000199,Tunel Dergisi 6.pdf,Tünel Dergisi/Tunel Dergisi 6.pdf,.pdf,686f2fed7a37fea40455e5a48dc24f8cfc7c735708afde494ac1e7eb9e464e89,pypdf_fallback,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Tünel Dergisi/Tunel Dergisi 6.md,success,2026-08-13T20:57:16+00:00,2026-08-13T20:59:14+00:00,117.89,,3,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8
DOC000129,Muhammed Alyuruk.pdf,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Muhammed Alyuruk.pdf,.pdf,290648f6f7fc8e05fe816c0b981659f49af95ca7c31f137e180c1169c15bbe29,pypdf_fallback,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Muhammed Alyuruk.md,success,2026-08-13T20:59:14+00:00,2026-08-13T20:59:37+00:00,22.794,,1,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8
DOC000168,ADR TAIEX Eğitim Dokümanı.pdf,TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/ADR TAIEX Eğitim Dokümanı.pdf,.pdf,5c0397948854e544883ff235182f87928732f2913e66c87168f39bc5debb0b68,pypdf_fallback,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/ADR TAIEX Eğitim Dokümanı.md,success,2026-08-13T20:59:37+00:00,2026-08-13T21:01:32+00:00,114.899,,9,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8
DOC000263,T1JETGROUT.pptx,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Tünelde Özel Çözümler/T1JETGROUT.pptx,.pptx,88730c77ad15671b96aeb63e9fd179190595853eebdcecd0bbab9c65f98fd11e,python_pptx_fallback,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Tünelde Özel Çözümler/T1JETGROUT.md,success,2026-08-13T21:01:32+00:00,2026-08-13T21:01:36+00:00,4.046,,1,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8
DOC000158,2_Present and Future of Tunnel Constructions in Transportation Infrastructure.pdf,Sunumlar_2022/2_Present and Future of Tunnel Constructions in Transportation Infrastructure.pdf,.pdf,04c57c21fdf18e5176f04fa367b8aa609d394673f6051f3afffa206e12c8080f,pypdf_fallback,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Sunumlar_2022/2_Present and Future of Tunnel Constructions in Transportation Infrastructure.md,success,2026-08-13T21:01:36+00:00,2026-08-13T21:02:05+00:00,28.792,,2,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8
DOC000049,TÜNEL ENVANTER KİTABI 2015.pdf,Literatür ve Araştırmalar/TÜNEL ENVANTER KİTABI 2015.pdf,.pdf,5c229054fb8f53a306c097f128ec7004fbaf7d1a52bad4f5bc778f5e91888b54,pypdf_fallback,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Literatür ve Araştırmalar/TÜNEL ENVANTER KİTABI 2015.md,success,2026-08-13T21:02:05+00:00,2026-08-13T21:06:59+00:00,294.675,,12,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8
