document_id,source_relative_path,source_sha256,baseline_output,full_docling_output,final_output,selected_variant,selection_reason,baseline_converter,full_docling_status,quality_status,authority_level,document_type,language,year,topics,citation_sidecar,original_page_provenance_available
DOC000057,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Foto/InvertBetonUygulaması.png,c77a14960e997ca95740010fef35aba2ec824861a306004633b190bc4d42d408,data/markdown/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Foto/InvertBetonUygulaması.md,,data/corpus_final/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Foto/InvertBetonUygulaması.md,baseline,canonical_baseline_not_full_docling_candidate,rapidocr_torch+filename_caption,not_candidate,not_applicable,,unknown,,,,,false
DOC000061,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Kullanılan Kaynaklar.docx,8f9bd4acad19365a616857fd4684f9f8bc1011942061c1cd86fe5be40989a07f,data/markdown/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Kullanılan Kaynaklar.md,,data/corpus_final/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Kullanılan Kaynaklar.md,baseline,canonical_baseline_not_full_docling_candidate,docling,not_candidate,not_applicable,,unknown,,,,,false
DOC000063,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/tehlikeli-maddelerin-karayolu-ile-tasinmasi-yonetmelik-62b01f085fe6c.pdf,19bb2d542f7e1f0a684f70c248797a21a306d50fbf9d86246ef70b47ac60e38d,data/markdown/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/tehlikeli-maddelerin-karayolu-ile-tasinmasi-yonetmelik-62b01f085fe6c.md,data/markdown_full_docling/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/tehlikeli-maddelerin-karayolu-ile-tasinmasi-yonetmelik-62b01f085fe6c.md,data/corpus_final/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/tehlikeli-maddelerin-karayolu-ile-tasinmasi-yonetmelik-62b01f085fe6c.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,,,,data/temp/full_docling_chunks/DOC000063/0001.docling.json,true
DOC000066,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)_Kullanılan Dokumanlar/1-NATM-2020.pptx,33e54b02175c174a99a7739012e0a70101e516836394186566041b705643cce9,data/markdown/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)_Kullanılan Dokumanlar/1-NATM-2020.md,data/markdown_full_docling/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)_Kullanılan Dokumanlar/1-NATM-2020.md,data/corpus_final/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)_Kullanılan Dokumanlar/1-NATM-2020.md,full_docling,quality_passed_use_full_docling,python_pptx_fallback,success,passed,,unknown,,2020,NATM,data/temp/full_docling_chunks/DOC000066/0001.docling.json,false
DOC000067,"Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)_Kullanılan Dokumanlar/6-YALITIM, DRENAJ ve NİHAİ KAPLAMA BETONU.pptx",21c81a85613e82c6b1ebeafd9f847e087b0cdc032c8db3933fa8d9438a7f564c,"data/markdown/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)_Kullanılan Dokumanlar/6-YALITIM, DRENAJ ve NİHAİ KAPLAMA BETONU.md","data/markdown_full_docling/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)_Kullanılan Dokumanlar/6-YALITIM, DRENAJ ve NİHAİ KAPLAMA BETONU.md","data/corpus_final/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)_Kullanılan Dokumanlar/6-YALITIM, DRENAJ ve NİHAİ KAPLAMA BETONU.md",full_docling,quality_passed_use_full_docling,python_pptx_fallback,success,passed,,unknown,tr,,drainage|final_lining,data/temp/full_docling_chunks/DOC000067/0001.docling.json,false
DOC000068,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)_Kullanılan Dokumanlar/TBM(Tunnel Boring Machine).pptx,5f811a624baec87de732a24e235f5f0887f21a17fc42320a7002c14235e319aa,data/markdown/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)_Kullanılan Dokumanlar/TBM(Tunnel Boring Machine).md,data/markdown_full_docling/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)_Kullanılan Dokumanlar/TBM(Tunnel Boring Machine).md,data/corpus_final/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)_Kullanılan Dokumanlar/TBM(Tunnel Boring Machine).md,full_docling,quality_passed_use_full_docling,python_pptx_fallback,success,passed,,unknown,,,TBM,data/temp/full_docling_chunks/DOC000068/0001.docling.json,false
DOC000069,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/19 MayısUniversitesi14. hafta (2020-2021).docx,43e15adde21fcb6bd4b3b48cb6332a31428312d3c406f330ad4fbaa63aecdcfa,data/markdown/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/19 MayısUniversitesi14. hafta (2020-2021).md,data/markdown_full_docling/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/19 MayısUniversitesi14. hafta (2020-2021).md,data/corpus_final/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/19 MayısUniversitesi14. hafta (2020-2021).md,full_docling,quality_passed_use_full_docling,libreoffice_pdf+pypdfium2+rapidocr_torch,success,passed,,unknown,,,,data/temp/full_docling_chunks/DOC000069/0001.docling.json,false
DOC000070,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/Dergipark_Kop T__neli Yap__m __al____malar__ ve Metodolojisi#367279-384775.docx,79b4e713b47ad813559ebeb269d37ed5ea60f56a1308da05d3610a2ed5578cc6,data/markdown/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/Dergipark_Kop T__neli Yap__m __al____malar__ ve Metodolojisi#367279-384775.md,data/markdown_full_docling/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/Dergipark_Kop T__neli Yap__m __al____malar__ ve Metodolojisi#367279-384775.md,data/corpus_final/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/Dergipark_Kop T__neli Yap__m __al____malar__ ve Metodolojisi#367279-384775.md,full_docling,quality_passed_use_full_docling,python_docx_fallback,success,passed,,unknown,tr,,excavation|drainage|portal,data/temp/full_docling_chunks/DOC000070/0001.docling.json,false
DOC000071,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/ITU Yuksek Lisans Tezi.docx,cf2fad9c374cff80978324d92e88dd00d6cd4bcb5fd229df8973cfe565b1a477,data/markdown/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/ITU Yuksek Lisans Tezi.md,data/markdown_full_docling/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/ITU Yuksek Lisans Tezi.md,data/corpus_final/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/ITU Yuksek Lisans Tezi.md,full_docling,quality_passed_use_full_docling,python_docx_fallback,success,passed,,unknown,,,,data/temp/full_docling_chunks/DOC000071/0001.docling.json,false
DOC000072,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/KTU_Tez_Tam Metin.docx,d8c47fd59b8c006c036f09be83fed7ee7fd3654016e8a6543caf32addd182c26,data/markdown/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/KTU_Tez_Tam Metin.md,data/markdown_full_docling/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/KTU_Tez_Tam Metin.md,data/corpus_final/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/KTU_Tez_Tam Metin.md,full_docling,quality_passed_use_full_docling,python_docx_fallback,success,passed,,unknown,,,,data/temp/full_docling_chunks/DOC000072/0001.docling.json,false
DOC000073,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/SinaKiziroglu.docx,9fea1e259f10c9d371f0762816d9b80216f58e29841b79b2ca26aa9312ec177c,data/markdown/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/SinaKiziroglu.md,data/markdown_full_docling/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/SinaKiziroglu.md,data/corpus_final/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/SinaKiziroglu.md,full_docling,quality_passed_use_full_docling,python_docx_fallback,success,passed,A,unknown,tr,,excavation|portal,data/temp/full_docling_chunks/DOC000073/0001.docling.json,false
DOC000074,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/TUNELLERDE_DESTEK_SISTEMLERI_VE_GUCLENDI.docx,2acb6a1bea35571728e776f6c3a4449eb9abd9d79a34f3111e700a216eb6a2ea,data/markdown/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/TUNELLERDE_DESTEK_SISTEMLERI_VE_GUCLENDI.md,data/markdown_full_docling/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/TUNELLERDE_DESTEK_SISTEMLERI_VE_GUCLENDI.md,data/corpus_final/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/TUNELLERDE_DESTEK_SISTEMLERI_VE_GUCLENDI.md,full_docling,quality_passed_use_full_docling,python_docx_fallback,success,passed,,unknown,,,,data/temp/full_docling_chunks/DOC000074/0001.docling.json,false
DOC000075,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/Tünel Eğitim Kitabı 8 EYLÜL 2016.docx,1fb6b71a35f819248daf881974423edfaa28cfc580283528ee1be885a439fd2e,data/markdown/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/Tünel Eğitim Kitabı 8 EYLÜL 2016.md,data/markdown_full_docling/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/Tünel Eğitim Kitabı 8 EYLÜL 2016.md,data/corpus_final/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/Tünel Eğitim Kitabı 8 EYLÜL 2016.md,full_docling,quality_passed_use_full_docling,python_docx_fallback,success,passed,C,training_material,tr,2016,,data/temp/full_docling_chunks/DOC000075/0001.docling.json,false
DOC000076,Mehmet/Kitap 2.Bolum/Tuneller Bolum2_9_7_2025.docx,b011796d9570a6e89619e5176adf7f8d004df3eb94e103b48b7894b0b6622d59,data/markdown/Mehmet/Kitap 2.Bolum/Tuneller Bolum2_9_7_2025.md,data/markdown_full_docling/Mehmet/Kitap 2.Bolum/Tuneller Bolum2_9_7_2025.md,data/corpus_final/Mehmet/Kitap 2.Bolum/Tuneller Bolum2_9_7_2025.md,full_docling,quality_passed_use_full_docling,python_docx_fallback,success,passed,,unknown,,2025,,data/temp/full_docling_chunks/DOC000076/0001.docling.json,false
DOC000086,Mehmet/Literatur/Kaynaklar.docx,987a2de49a6cbf23c05430b46d14cb447f03f6381e0521749f784d7b3b50f43d,data/markdown/Mehmet/Literatur/Kaynaklar.md,,data/corpus_final/Mehmet/Literatur/Kaynaklar.md,baseline,canonical_baseline_not_full_docling_candidate,docling,not_candidate,not_applicable,,unknown,,,,,false
DOC000087,Mehmet/Literatur/KGM_Teknik_Sartnamesi_2013.pdf,312befcda2ff316b72796d77bba3c92b68eb6300ac8717eb2953c034fb65afd4,data/markdown/Mehmet/Literatur/KGM_Teknik_Sartnamesi_2013.md,data/markdown_full_docling/Mehmet/Literatur/KGM_Teknik_Sartnamesi_2013.md,data/corpus_final/Mehmet/Literatur/KGM_Teknik_Sartnamesi_2013.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,,2013,,data/temp/full_docling_chunks/DOC000087/0001.docling.json|data/temp/full_docling_chunks/DOC000087/0005.docling.json|data/temp/full_docling_chunks/DOC000087/0006.docling.json|data/temp/full_docling_chunks/DOC000087/0007.docling.json|data/temp/full_docling_chunks/DOC000087/0008.docling.json|data/temp/full_docling_chunks/DOC000087/0009.docling.json|data/temp/full_docling_chunks/DOC000087/0010.docling.json|data/temp/full_docling_chunks/DOC000087/0011.docling.json|data/temp/full_docling_chunks/DOC000087/0002.docling.json|data/temp/full_docling_chunks/DOC000087/0012.docling.json|data/temp/full_docling_chunks/DOC000087/0013.docling.json|data/temp/full_docling_chunks/DOC000087/0014.docling.json|data/temp/full_docling_chunks/DOC000087/0015.docling.json|data/temp/full_docling_chunks/DOC000087/0016.docling.json|data/temp/full_docling_chunks/DOC000087/0017.docling.json|data/temp/full_docling_chunks/DOC000087/0018.docling.json|data/temp/full_docling_chunks/DOC000087/0003.docling.json|data/temp/full_docling_chunks/DOC000087/0004.docling.json,true
DOC000096,Mehmet/Literatur/Wordler/CevreSehircilik_tunel-isler--20230202145300.docx,3ed9bee7ff5641991a958ac44cb7e0b42c95e23e358a6205add844fa49440bf3,data/markdown/Mehmet/Literatur/Wordler/CevreSehircilik_tunel-isler--20230202145300.md,,data/corpus_final/Mehmet/Literatur/Wordler/CevreSehircilik_tunel-isler--20230202145300.md,baseline,canonical_baseline_not_full_docling_candidate,docling,not_candidate,not_applicable,,unknown,tr,,,,false
DOC000098,Mehmet/Literatur/Wordler/Harran Uni_Yüksek Lisans Tezi.docx,9fdf7f646f22681990358b84be08bc9563ec2f2c769dd01ecad875f511e3acdc,data/markdown/Mehmet/Literatur/Wordler/Harran Uni_Yüksek Lisans Tezi.md,data/markdown_full_docling/Mehmet/Literatur/Wordler/Harran Uni_Yüksek Lisans Tezi.md,data/corpus_final/Mehmet/Literatur/Wordler/Harran Uni_Yüksek Lisans Tezi.md,full_docling,quality_passed_use_full_docling,python_docx_fallback,success,passed,B,thesis,,,,data/temp/full_docling_chunks/DOC000098/0001.docling.json,false
DOC000099,Mehmet/Literatur/Wordler/IMO_12782.docx,f63fb62709dcfc717cf051c3e33d349a5ec74aca3cdd35aac5cf6534170f02e3,data/markdown/Mehmet/Literatur/Wordler/IMO_12782.md,,data/corpus_final/Mehmet/Literatur/Wordler/IMO_12782.md,baseline,canonical_baseline_not_full_docling_candidate,docling,not_candidate,not_applicable,,unknown,,,,,false
DOC000100,Mehmet/Literatur/Wordler/IMO_TBM Maliyet_18238_29_19.docx,ef8bfe928d0936ae50fc6b2a3f1bb13690b5775b658934cbb9102857ccc4f76d,data/markdown/Mehmet/Literatur/Wordler/IMO_TBM Maliyet_18238_29_19.md,,data/corpus_final/Mehmet/Literatur/Wordler/IMO_TBM Maliyet_18238_29_19.md,baseline,canonical_baseline_not_full_docling_candidate,docling,not_candidate,not_applicable,,unknown,tr,,cost,,false
DOC000102,Mehmet/Literatur/Wordler/KayaTunelleri_AnkUni_Konu13.docx,64d76911a70ea5f6678bfb74bb1e5ea58b4d2f0ea74b6fa7761301cfc347e65c,data/markdown/Mehmet/Literatur/Wordler/KayaTunelleri_AnkUni_Konu13.md,,data/corpus_final/Mehmet/Literatur/Wordler/KayaTunelleri_AnkUni_Konu13.md,baseline,canonical_baseline_not_full_docling_candidate,docling,not_candidate,not_applicable,,unknown,tr,,TBM|drill_and_blast|excavation|support_systems|shotcrete,,false
DOC000103,Mehmet/Literatur/Wordler/KPT(KaynarcaPendikTuzla) Metrosu_24220221180893.docx,2c1b6a55522b0773cf9f110ca0d29ce8248640c1c42ad5df0701309c576f28d4,data/markdown/Mehmet/Literatur/Wordler/KPT(KaynarcaPendikTuzla) Metrosu_24220221180893.md,data/markdown_full_docling/Mehmet/Literatur/Wordler/KPT(KaynarcaPendikTuzla) Metrosu_24220221180893.md,data/corpus_final/Mehmet/Literatur/Wordler/KPT(KaynarcaPendikTuzla) Metrosu_24220221180893.md,full_docling,quality_passed_use_full_docling,python_docx_fallback,success,passed,,unknown,tr,,NATM|excavation|shotcrete|steel_rib|forepoling,data/temp/full_docling_chunks/DOC000103/0001.docling.json,false
DOC000105,Mehmet/Literatur/Wordler/Maden Muh Oda_Italyan Tunel Acma Yontemi2475424055cc5ce_ek.docx,f48254965129c3bb94a9b5d193695f32d4b20c5605ff1415885a7e6d636aeb23,data/markdown/Mehmet/Literatur/Wordler/Maden Muh Oda_Italyan Tunel Acma Yontemi2475424055cc5ce_ek.md,,data/corpus_final/Mehmet/Literatur/Wordler/Maden Muh Oda_Italyan Tunel Acma Yontemi2475424055cc5ce_ek.md,baseline,canonical_baseline_not_full_docling_candidate,docling,not_candidate,not_applicable,,unknown,tr,,NATM,,false
DOC000109,Mehmet/Literatur/Wordler/YTMK/2015/00_Program.docx,6b036c17db5b563f6c683a8ad5da96e2fa08be79bbaf163ee710317e94521a49,data/markdown/Mehmet/Literatur/Wordler/YTMK/2015/00_Program.md,,data/corpus_final/Mehmet/Literatur/Wordler/YTMK/2015/00_Program.md,baseline,canonical_baseline_not_full_docling_candidate,docling,not_candidate,not_applicable,C,training_material,tr,,,,false
DOC000110,Mehmet/Literatur/Wordler/YTMK/2015/01_TUG_NATM.docx,521709d743a3d0399b5025fc7cc9eb9bc383852908cc125951b52d56a9c53a6d,data/markdown/Mehmet/Literatur/Wordler/YTMK/2015/01_TUG_NATM.md,data/markdown_full_docling/Mehmet/Literatur/Wordler/YTMK/2015/01_TUG_NATM.md,data/corpus_final/Mehmet/Literatur/Wordler/YTMK/2015/01_TUG_NATM.md,full_docling,quality_passed_use_full_docling,python_docx_fallback,success,passed,,unknown,en,,NATM|shotcrete|monitoring|safety,data/temp/full_docling_chunks/DOC000110/0001.docling.json,false
DOC000111,Mehmet/Literatur/Wordler/YTMK/2015/02_3G_Investigation_strategy_AFa.docx,d539e7f4fef25d72a22d97fc66e00deeea3f2d9e27bb78a960c0ce771f6d0049,data/markdown/Mehmet/Literatur/Wordler/YTMK/2015/02_3G_Investigation_strategy_AFa.md,data/markdown_full_docling/Mehmet/Literatur/Wordler/YTMK/2015/02_3G_Investigation_strategy_AFa.md,data/corpus_final/Mehmet/Literatur/Wordler/YTMK/2015/02_3G_Investigation_strategy_AFa.md,full_docling,quality_passed_use_full_docling,python_docx_fallback,success,passed,,unknown,en,,geotechnics,data/temp/full_docling_chunks/DOC000111/0001.docling.json,false
DOC000112,Mehmet/Literatur/Wordler/YTMK/2015/03_IGT-Influence_of_codes_guidelines_and_other_regulations_on_the_tunnel_design_in_Austria.docx,c80abb102d8727116ae25084f339792007817a95002d49e2b4b854d56f04a4d3,data/markdown/Mehmet/Literatur/Wordler/YTMK/2015/03_IGT-Influence_of_codes_guidelines_and_other_regulations_on_the_tunnel_design_in_Austria.md,data/markdown_full_docling/Mehmet/Literatur/Wordler/YTMK/2015/03_IGT-Influence_of_codes_guidelines_and_other_regulations_on_the_tunnel_design_in_Austria.md,data/corpus_final/Mehmet/Literatur/Wordler/YTMK/2015/03_IGT-Influence_of_codes_guidelines_and_other_regulations_on_the_tunnel_design_in_Austria.md,full_docling,quality_passed_use_full_docling,python_docx_fallback,success,passed,A,regulation,en,,safety|regulation,data/temp/full_docling_chunks/DOC000112/0001.docling.json,false
DOC000113,Mehmet/Literatur/Wordler/YTMK/2015/04_TUG_Risk_oriented_design.docx,3f316c2ed7f26aedcf68027feac77514ab52a7eb7af7b0ab1f2fb2fc1674174e,data/markdown/Mehmet/Literatur/Wordler/YTMK/2015/04_TUG_Risk_oriented_design.md,data/markdown_full_docling/Mehmet/Literatur/Wordler/YTMK/2015/04_TUG_Risk_oriented_design.md,data/corpus_final/Mehmet/Literatur/Wordler/YTMK/2015/04_TUG_Risk_oriented_design.md,full_docling,quality_passed_use_full_docling,python_docx_fallback,success,passed,,unknown,en,,excavation|risk,data/temp/full_docling_chunks/DOC000113/0001.docling.json,false
DOC000114,Mehmet/Literatur/Wordler/YTMK/2015/05_IGT-Design_of_tunnels_in_various_rock_conditions.docx,7fd4b4c8c846d5e6aae2acc8cecd0dc03273e7182ae53a6f4ebf8de4b5d346be,data/markdown/Mehmet/Literatur/Wordler/YTMK/2015/05_IGT-Design_of_tunnels_in_various_rock_conditions.md,data/markdown_full_docling/Mehmet/Literatur/Wordler/YTMK/2015/05_IGT-Design_of_tunnels_in_various_rock_conditions.md,data/corpus_final/Mehmet/Literatur/Wordler/YTMK/2015/05_IGT-Design_of_tunnels_in_various_rock_conditions.md,full_docling,quality_passed_use_full_docling,python_docx_fallback,success,passed,,unknown,en,,geotechnics|excavation|shotcrete,data/temp/full_docling_chunks/DOC000114/0001.docling.json,false
DOC000115,Mehmet/Literatur/Wordler/YTMK/2015/06_OBB_Koralm_HW.docx,97708590548f2234ac69cfb394e550635427de10767b45e06c79914fce3f7ca4,data/markdown/Mehmet/Literatur/Wordler/YTMK/2015/06_OBB_Koralm_HW.md,data/markdown_full_docling/Mehmet/Literatur/Wordler/YTMK/2015/06_OBB_Koralm_HW.md,data/corpus_final/Mehmet/Literatur/Wordler/YTMK/2015/06_OBB_Koralm_HW.md,full_docling,quality_passed_use_full_docling,python_docx_fallback,success,passed,,unknown,en,,TBM|excavation,data/temp/full_docling_chunks/DOC000115/0001.docling.json,false
DOC000116,Mehmet/Literatur/Wordler/YTMK/2015/07_TUG_support_weak_ground.docx,2dd377aa1c5526954a690c229aaa0177e901e982aab492d81263dce00e55ce56,data/markdown/Mehmet/Literatur/Wordler/YTMK/2015/07_TUG_support_weak_ground.md,data/markdown_full_docling/Mehmet/Literatur/Wordler/YTMK/2015/07_TUG_support_weak_ground.md,data/corpus_final/Mehmet/Literatur/Wordler/YTMK/2015/07_TUG_support_weak_ground.md,full_docling,quality_passed_use_full_docling,python_docx_fallback,success,passed,,unknown,,,,data/temp/full_docling_chunks/DOC000116/0001.docling.json,false
DOC000117,Mehmet/Literatur/Wordler/YTMK/2015/09_TUG_Monitoring.docx,1c5a56abfaae6e5248584ef5841f7768352868ee2b53bd114514189a4b8405a3,data/markdown/Mehmet/Literatur/Wordler/YTMK/2015/09_TUG_Monitoring.md,data/markdown_full_docling/Mehmet/Literatur/Wordler/YTMK/2015/09_TUG_Monitoring.md,data/corpus_final/Mehmet/Literatur/Wordler/YTMK/2015/09_TUG_Monitoring.md,full_docling,quality_passed_use_full_docling,python_docx_fallback,success,passed,,unknown,,,monitoring|instrumentation,data/temp/full_docling_chunks/DOC000117/0001.docling.json,false
DOC000118,Mehmet/Literatur/Wordler/YTMK/2015/10_OBB_SiteOrganHW.docx,8ac72718b2b107378e7be611654d3caf2c8b63f2d6a1b690b5243c3109c316a1,data/markdown/Mehmet/Literatur/Wordler/YTMK/2015/10_OBB_SiteOrganHW.md,data/markdown_full_docling/Mehmet/Literatur/Wordler/YTMK/2015/10_OBB_SiteOrganHW.md,data/corpus_final/Mehmet/Literatur/Wordler/YTMK/2015/10_OBB_SiteOrganHW.md,full_docling,quality_passed_use_full_docling,python_docx_fallback,success,passed,,unknown,en,,NATM,data/temp/full_docling_chunks/DOC000118/0001.docling.json,false
DOC000119,Mehmet/Literatur/Wordler/YTMK/2015/11_IGT-Supplementary_jet_grouting_at_metro_Vienna_Lot_U1-10.docx,4a19f1d8988ca4971513a4b771c671122749ef4f3e8df236e5d4093b0acbba39,data/markdown/Mehmet/Literatur/Wordler/YTMK/2015/11_IGT-Supplementary_jet_grouting_at_metro_Vienna_Lot_U1-10.md,data/markdown_full_docling/Mehmet/Literatur/Wordler/YTMK/2015/11_IGT-Supplementary_jet_grouting_at_metro_Vienna_Lot_U1-10.md,data/corpus_final/Mehmet/Literatur/Wordler/YTMK/2015/11_IGT-Supplementary_jet_grouting_at_metro_Vienna_Lot_U1-10.md,full_docling,quality_passed_use_full_docling,python_docx_fallback,success,passed,,unknown,en,,geotechnics,data/temp/full_docling_chunks/DOC000119/0001.docling.json,false
DOC000120,Mehmet/Literatur/Wordler/YTMK/2015/12_TUG_contract.docx,2025c5626a39547cdf9eb888904112c67702f5b062baf9787da9337a80b38ded,data/markdown/Mehmet/Literatur/Wordler/YTMK/2015/12_TUG_contract.md,,data/corpus_final/Mehmet/Literatur/Wordler/YTMK/2015/12_TUG_contract.md,baseline,canonical_baseline_not_full_docling_candidate,docling,not_candidate,not_applicable,,unknown,,,risk,,false
DOC000121,Mehmet/Literatur/Wordler/YTMK/2015/Austrian-practice-of_tunnelling-contracts_Engl.docx,137b3889a8250d821c0ca34c92a00f633489aa4064c3f7c4b09a8d7e815fa232,data/markdown/Mehmet/Literatur/Wordler/YTMK/2015/Austrian-practice-of_tunnelling-contracts_Engl.md,data/markdown_full_docling/Mehmet/Literatur/Wordler/YTMK/2015/Austrian-practice-of_tunnelling-contracts_Engl.md,data/corpus_final/Mehmet/Literatur/Wordler/YTMK/2015/Austrian-practice-of_tunnelling-contracts_Engl.md,full_docling,quality_passed_use_full_docling,python_docx_fallback,success,passed,,unknown,en,,excavation|cost,data/temp/full_docling_chunks/DOC000121/0001.docling.json,false
DOC000122,Mehmet/Literatur/Wordler/YTMK/2015/Guideline_Geotechnical_Design_conv_2010_01.docx,8bb90aa5183d87dddc449e02f3a33c47a0ce0fbf3b0661effd3fdbeae1915d4d,data/markdown/Mehmet/Literatur/Wordler/YTMK/2015/Guideline_Geotechnical_Design_conv_2010_01.md,,data/corpus_final/Mehmet/Literatur/Wordler/YTMK/2015/Guideline_Geotechnical_Design_conv_2010_01.md,baseline,canonical_baseline_not_full_docling_candidate,docling,not_candidate,not_applicable,,unknown,,2010,geotechnics,,false
DOC000123,Mehmet/Literatur/Wordler/YTMK/2015/OeGG_Monitoring_Handbook.docx,95f6781e96026a8a700972730aba59088c12ffbbe9becf83196c73c8404ad8b6,data/markdown/Mehmet/Literatur/Wordler/YTMK/2015/OeGG_Monitoring_Handbook.md,data/markdown_full_docling/Mehmet/Literatur/Wordler/YTMK/2015/OeGG_Monitoring_Handbook.md,data/corpus_final/Mehmet/Literatur/Wordler/YTMK/2015/OeGG_Monitoring_Handbook.md,full_docling,quality_passed_use_full_docling,python_docx_fallback,success,passed,,manual,,,monitoring,data/temp/full_docling_chunks/DOC000123/0001.docling.json,false
DOC000124,Mehmet/Literatur/Wordler/YTU Yuksek Lisans.docx,7e795b9a47c89f5406c566770c2f81cf7f6fc58ae0545d3299d3a3f107f574da,data/markdown/Mehmet/Literatur/Wordler/YTU Yuksek Lisans.md,data/markdown_full_docling/Mehmet/Literatur/Wordler/YTU Yuksek Lisans.md,data/corpus_final/Mehmet/Literatur/Wordler/YTU Yuksek Lisans.md,full_docling,quality_passed_use_full_docling,python_docx_fallback,success,passed,,unknown,,,,data/temp/full_docling_chunks/DOC000124/0001.docling.json,false
