document_id,source_relative_path,source_sha256,baseline_output,full_docling_output,final_output,selected_variant,selection_reason,baseline_converter,full_docling_status,quality_status,authority_level,document_type,language,year,topics,citation_sidecar,original_page_provenance_available
DOC000270,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/yapim_isleri_ihaleleri_uygulama_yonetmeligi_degisiklikler_islenmis/4- Yapım belli istekliler tip idari.docx,5e3d753d7969cfd13187716201eff3a947b7b5917885378352105784f8130123,data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/yapim_isleri_ihaleleri_uygulama_yonetmeligi_degisiklikler_islenmis/4- Yapım belli istekliler tip idari.md,,data/corpus_final/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/yapim_isleri_ihaleleri_uygulama_yonetmeligi_degisiklikler_islenmis/4- Yapım belli istekliler tip idari.md,baseline,canonical_baseline_not_full_docling_candidate,docling,not_candidate,not_applicable,,unknown,,,,,false
DOC000271,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/yapim_isleri_ihaleleri_uygulama_yonetmeligi_degisiklikler_islenmis/5- Yapım Pazarlık bc.docx,5fd2b371a56fbdb0da2a9eaceef053e2921ce6d19a060fa70d5fcdfdfb5ed812,data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/yapim_isleri_ihaleleri_uygulama_yonetmeligi_degisiklikler_islenmis/5- Yapım Pazarlık bc.md,,data/corpus_final/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/yapim_isleri_ihaleleri_uygulama_yonetmeligi_degisiklikler_islenmis/5- Yapım Pazarlık bc.md,baseline,canonical_baseline_not_full_docling_candidate,docling,not_candidate,not_applicable,,unknown,,,,,false
DOC000272,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/yapim_isleri_ihaleleri_uygulama_yonetmeligi_degisiklikler_islenmis/6- yapım Pazarlık ade.docx,989fe4a283979a40e88327f07771339000c6d109087a84757179e6477222ce90,data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/yapim_isleri_ihaleleri_uygulama_yonetmeligi_degisiklikler_islenmis/6- yapım Pazarlık ade.md,,data/corpus_final/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/yapim_isleri_ihaleleri_uygulama_yonetmeligi_degisiklikler_islenmis/6- yapım Pazarlık ade.md,baseline,canonical_baseline_not_full_docling_candidate,docling,not_candidate,not_applicable,,unknown,,,,,false
DOC000273,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/yapim_isleri_ihaleleri_uygulama_yonetmeligi_degisiklikler_islenmis/7- Yapım Sözleşme.docx,dbb4c155e9d46ab4fc3f24ce12a19384b150335b3e341a8e2a06e1d0d63de306,data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/yapim_isleri_ihaleleri_uygulama_yonetmeligi_degisiklikler_islenmis/7- Yapım Sözleşme.md,,data/corpus_final/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/yapim_isleri_ihaleleri_uygulama_yonetmeligi_degisiklikler_islenmis/7- Yapım Sözleşme.md,baseline,canonical_baseline_not_full_docling_candidate,docling,not_candidate,not_applicable,,unknown,,,,,false
DOC000274,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/yapim_isleri_ihaleleri_uygulama_yonetmeligi_degisiklikler_islenmis/8- Yapım Genel Partname.docx,d844b88241ad23e0112f7379aa7139f947ebebb2da499ff4cef01b61e57a9009,data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/yapim_isleri_ihaleleri_uygulama_yonetmeligi_degisiklikler_islenmis/8- Yapım Genel Partname.md,,data/corpus_final/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/yapim_isleri_ihaleleri_uygulama_yonetmeligi_degisiklikler_islenmis/8- Yapım Genel Partname.md,baseline,canonical_baseline_not_full_docling_candidate,docling,not_candidate,not_applicable,C,conference_paper,tr,,,,false
DOC000278,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Çelik Tel+Sentetik Fiber/FİBER DONATI RAYİÇLERİ/04.376-01A.pdf,38d96380fb66bb5e6b5e51f0b0576e5a39b5ec5e18093078f5e4903146402ab1,data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Çelik Tel+Sentetik Fiber/FİBER DONATI RAYİÇLERİ/04.376-01A.md,,data/corpus_final/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Çelik Tel+Sentetik Fiber/FİBER DONATI RAYİÇLERİ/04.376-01A.md,baseline,canonical_baseline_not_full_docling_candidate,docling,not_candidate,not_applicable,,unknown,tr,,,,false
DOC000279,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Çelik Tel+Sentetik Fiber/FİBER DONATI RAYİÇLERİ/04.376-01B.pdf,0f9fb625ee12d331f34a9071454350818992c375c2824641d11325171aecb184,data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Çelik Tel+Sentetik Fiber/FİBER DONATI RAYİÇLERİ/04.376-01B.md,,data/corpus_final/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Çelik Tel+Sentetik Fiber/FİBER DONATI RAYİÇLERİ/04.376-01B.md,baseline,canonical_baseline_not_full_docling_candidate,docling,not_candidate,not_applicable,,unknown,tr,,,,false
DOC000280,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Çelik Tel+Sentetik Fiber/FİBER DONATI RAYİÇLERİ/04.376-01C.pdf,29dc43677cbbd95c697d88b4bd6a9e57c6a1c8e27366c9c9b81eae37be00fb36,data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Çelik Tel+Sentetik Fiber/FİBER DONATI RAYİÇLERİ/04.376-01C.md,,data/corpus_final/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Çelik Tel+Sentetik Fiber/FİBER DONATI RAYİÇLERİ/04.376-01C.md,baseline,canonical_baseline_not_full_docling_candidate,docling,not_candidate,not_applicable,,unknown,tr,,,,false
DOC000281,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Çelik Tel+Sentetik Fiber/Makro sentetik Fiber.pptx,0a256c5562db6c6bcb23763c5969f3b1c993a084ee8a4c87b426e3474939cf86,data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Çelik Tel+Sentetik Fiber/Makro sentetik Fiber.md,data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Çelik Tel+Sentetik Fiber/Makro sentetik Fiber.md,data/corpus_final/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Çelik Tel+Sentetik Fiber/Makro sentetik Fiber.md,full_docling,quality_passed_use_full_docling,python_pptx_fallback,success,passed,,unknown,,,fiber_reinforcement,data/temp/full_docling_chunks/DOC000281/0001.docling.json,false
DOC000282,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Çelik Tel+Sentetik Fiber/Çelik Tel Donatılı Nihai Kaplama.pptx,2516fb6319c342abb140f6dcba0f9501a4c62f1313b58666e46181c062c8dbbc,data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Çelik Tel+Sentetik Fiber/Çelik Tel Donatılı Nihai Kaplama.md,data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Çelik Tel+Sentetik Fiber/Çelik Tel Donatılı Nihai Kaplama.md,data/corpus_final/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Çelik Tel+Sentetik Fiber/Çelik Tel Donatılı Nihai Kaplama.md,full_docling,quality_passed_use_full_docling,python_pptx_fallback,success,passed,,unknown,,,final_lining,data/temp/full_docling_chunks/DOC000282/0001.docling.json,false
DOC000283,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Çelik Tel+Sentetik Fiber/Çelik Tel Donatılı Püskürtme Betonlar.ppt,118ff7fa533b54f5bb336e6969b3f0bc69d30cfcec4ceb962cd05132cdfc901d,data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Çelik Tel+Sentetik Fiber/Çelik Tel Donatılı Püskürtme Betonlar.md,,data/corpus_final/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Çelik Tel+Sentetik Fiber/Çelik Tel Donatılı Püskürtme Betonlar.md,baseline,canonical_baseline_not_full_docling_candidate,libreoffice+python_pptx_fallback,not_candidate,not_applicable,,unknown,,,shotcrete,,false
DOC000284,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Karstik Boşluklar ve çözüm yolları.pptx,2c1509971dc4f4063aa547d07c35111e36ec9d29c78da2d98d9dc19580dcc069,data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Karstik Boşluklar ve çözüm yolları.md,data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Karstik Boşluklar ve çözüm yolları.md,data/corpus_final/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Karstik Boşluklar ve çözüm yolları.md,full_docling,quality_passed_use_full_docling,python_pptx_fallback,success,passed,,unknown,tr,,,data/temp/full_docling_chunks/DOC000284/0001.docling.json,false
DOC000285,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/KGM DENEYLER SUNUMU.pptx,8bee70a79da4e61360b7835cc8f6a656665267a5fcb3810bdc004cb46c9ffc22,data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/KGM DENEYLER SUNUMU.md,data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/KGM DENEYLER SUNUMU.md,data/corpus_final/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/KGM DENEYLER SUNUMU.md,full_docling,quality_passed_use_full_docling,python_pptx_fallback,success,passed,C,presentation,,,,data/temp/full_docling_chunks/DOC000285/0001.docling.json,false
DOC000286,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Makro sentetik Fiber.pptx,ff1e7d59fb0882df30a4378e353cd1f70a2cfeb8a45b682715a50a49c020ffe5,data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Makro sentetik Fiber.md,data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Makro sentetik Fiber.md,data/corpus_final/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Makro sentetik Fiber.md,full_docling,quality_passed_use_full_docling,python_pptx_fallback,success,passed,,unknown,,,fiber_reinforcement,data/temp/full_docling_chunks/DOC000286/0001.docling.json,false
DOC000287,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/patlatma-Ankara.ppt,9e8d001f55f9fab3b6de2104875395ea34f9bde10ca9463e7d127c75845cac15,data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/patlatma-Ankara.md,,data/corpus_final/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/patlatma-Ankara.md,baseline,canonical_baseline_not_full_docling_candidate,libreoffice+python_pptx_fallback,not_candidate,not_applicable,,unknown,,,,,false
DOC000288,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Portal İyileştirmeleri.pptx,8403b7acba7a63302cb6a2bbaebb00b0da6ca1693dbadc6e11568e2c7577da4c,data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Portal İyileştirmeleri.md,data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Portal İyileştirmeleri.md,data/corpus_final/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Portal İyileştirmeleri.md,full_docling,quality_passed_use_full_docling,python_pptx_fallback,success,passed,,unknown,,,portal,data/temp/full_docling_chunks/DOC000288/0001.docling.json,false
DOC000289,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/PORTAL TASARIMI.pptx,56d4a921cf2c6a1daf096e8ed36ef4e4738d960ff366c1b218edbe6b1c432e49,data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/PORTAL TASARIMI.md,data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/PORTAL TASARIMI.md,data/corpus_final/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/PORTAL TASARIMI.md,full_docling,quality_passed_use_full_docling,python_pptx_fallback,success,passed,,unknown,,,portal,data/temp/full_docling_chunks/DOC000289/0001.docling.json,false
DOC000290,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Portal Yerleşimi 24.02.2020.pptx,6b919eeca10e7371c34c364185d15bd170286dfa99714fcd60293548a45b101c,data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Portal Yerleşimi 24.02.2020.md,data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Portal Yerleşimi 24.02.2020.md,data/corpus_final/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Portal Yerleşimi 24.02.2020.md,full_docling,quality_passed_use_full_docling,python_pptx_fallback,success,passed,,unknown,,2020,portal,data/temp/full_docling_chunks/DOC000290/0001.docling.json,false
DOC000293,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Tünel Imalatlarında-Yapılan-Deneyler.pptx,12958bc53170c0ec340829fddc82bbd374bae24bfafe40379a9bb96a0cdf4617,data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Tünel Imalatlarında-Yapılan-Deneyler.md,,data/corpus_final/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Tünel Imalatlarında-Yapılan-Deneyler.md,baseline,canonical_baseline_not_full_docling_candidate,docling,not_candidate,not_applicable,C,training_material,tr,2019,excavation|shotcrete|rock_bolt,,false
DOC000294,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/TÜNEL ÖLÇÜM PLANLAMASI VE TASARIMA YÖNELİK DEĞERLENDİRMELER.pptx,3c433764639cd9f22e012f4842b525bc85043d6580be268943cc288c557fd1ed,data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/TÜNEL ÖLÇÜM PLANLAMASI VE TASARIMA YÖNELİK DEĞERLENDİRMELER.md,data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/TÜNEL ÖLÇÜM PLANLAMASI VE TASARIMA YÖNELİK DEĞERLENDİRMELER.md,data/corpus_final/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/TÜNEL ÖLÇÜM PLANLAMASI VE TASARIMA YÖNELİK DEĞERLENDİRMELER.md,full_docling,quality_passed_use_full_docling,python_pptx_fallback,success,passed,,unknown,tr,,,data/temp/full_docling_chunks/DOC000294/0001.docling.json,false
DOC000295,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Tünelde Özel Çözümler/Genel Sunum.ppt,3393bfd254fb420205d0ed149f198d0165feb17beb514295791bca2a6cb98ea1,data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Tünelde Özel Çözümler/Genel Sunum.md,,data/corpus_final/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Tünelde Özel Çözümler/Genel Sunum.md,baseline,canonical_baseline_not_full_docling_candidate,libreoffice+python_pptx_fallback,not_candidate,not_applicable,C,presentation,,,,,false
DOC000302,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/TÜNELLERDE GÜZERGAH SEÇİMİ VE jeoteknik araştırmalar son.pptx,1f2620af18f727fc650fba888a0b3b748ffc8a2a378ae188a892567e35d66a5a,data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/TÜNELLERDE GÜZERGAH SEÇİMİ VE jeoteknik araştırmalar son.md,data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/TÜNELLERDE GÜZERGAH SEÇİMİ VE jeoteknik araştırmalar son.md,data/corpus_final/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/TÜNELLERDE GÜZERGAH SEÇİMİ VE jeoteknik araştırmalar son.md,baseline,persistent_docling_failure_use_baseline,python_pptx_fallback,failed,not_evaluated,,unknown,tr,,route_selection,,false
DOC000303,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Çelik Tel Donatılı Nihai Kaplama.pptx,a471cdf404ac49ee41a9476faeaa46bfde3e3d12cbc2ef9b336a2deecf875a48,data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Çelik Tel Donatılı Nihai Kaplama.md,data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Çelik Tel Donatılı Nihai Kaplama.md,data/corpus_final/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Çelik Tel Donatılı Nihai Kaplama.md,full_docling,quality_passed_use_full_docling,python_pptx_fallback,success,passed,,unknown,,,final_lining,data/temp/full_docling_chunks/DOC000303/0001.docling.json,false
DOC000304,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Çelik Tel Donatılı Püskürtme Betonlar.ppt,98da608e9be099d6bd14e7f1f1b08d0c4274711deaca5af38db0412dfdaffc45,data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Çelik Tel Donatılı Püskürtme Betonlar.md,,data/corpus_final/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Çelik Tel Donatılı Püskürtme Betonlar.md,baseline,canonical_baseline_not_full_docling_candidate,libreoffice+python_pptx_fallback,not_candidate,not_applicable,,unknown,,,shotcrete,,false
DOC000305,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Üst yarı alt yarı.pptx,d7637879102d66a46987c0881ec3cbe2448070332762b0b53d685b8dbee00d1f,data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Üst yarı alt yarı.md,data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Üst yarı alt yarı.md,data/corpus_final/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Üst yarı alt yarı.md,full_docling,quality_passed_use_full_docling,python_pptx_fallback,success,passed,,unknown,,,,data/temp/full_docling_chunks/DOC000305/0001.docling.json,false
DOC000306,Çalışma Kapsamı Tasarısı (17.10.2025).rtf,4b58fadf9915cfda3a8c37ff6b864c52f05d1f62e265607f2edcad54ffe5e71c,data/markdown/Çalışma Kapsamı Tasarısı (17.10.2025).md,,data/corpus_final/Çalışma Kapsamı Tasarısı (17.10.2025).md,baseline,canonical_baseline_not_full_docling_candidate,libreoffice+docling,not_candidate,not_applicable,,unknown,,2025,,,false
DOC000307,Özgür Satıcı/10.24232-jmd.344499-351159.pdf,1d7de282b7330457d53958c4fddbe86d9d0f5f48f582329fa166b394e527e8d3,data/markdown/Özgür Satıcı/10.24232-jmd.344499-351159.md,data/markdown_full_docling/Özgür Satıcı/10.24232-jmd.344499-351159.md,data/corpus_final/Özgür Satıcı/10.24232-jmd.344499-351159.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,,,,data/temp/full_docling_chunks/DOC000307/0001.docling.json,true
DOC000308,Özgür Satıcı/Differentmethodsusedinundergroundexcavationsandunderground.pdf,c4987601a2d7857f561d166c8d26abe203dfcede12cc9f56772e3ce817350da1,data/markdown/Özgür Satıcı/Differentmethodsusedinundergroundexcavationsandunderground.md,data/markdown_full_docling/Özgür Satıcı/Differentmethodsusedinundergroundexcavationsandunderground.md,data/corpus_final/Özgür Satıcı/Differentmethodsusedinundergroundexcavationsandunderground.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,,,excavation,data/temp/full_docling_chunks/DOC000308/0001.docling.json|data/temp/full_docling_chunks/DOC000308/0002.docling.json|data/temp/full_docling_chunks/DOC000308/0003.docling.json|data/temp/full_docling_chunks/DOC000308/0004.docling.json,true
DOC000309,Özgür Satıcı/OS_JMO_DERGİ_39_1.pdf,6a4602e3a0259548e858106ec652f0d7b5933684664e75c037f918ca2a34d8e9,data/markdown/Özgür Satıcı/OS_JMO_DERGİ_39_1.md,data/markdown_full_docling/Özgür Satıcı/OS_JMO_DERGİ_39_1.md,data/corpus_final/Özgür Satıcı/OS_JMO_DERGİ_39_1.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,,,,data/temp/full_docling_chunks/DOC000309/0001.docling.json,true
