chunk_id,document_id,bge_m3_token_count,eligibility_status,quality_reason,glyph_sequence_count,control_character_count,real_word_count,contains_table,document_type,provenance_status,recovery_status,replacement_chunk_id
DOC000306-C0001,DOC000306,1013,eligible,,0,0,295,0,,source_only,,
DOC000001-C0001,DOC000001,511,eligible,,0,0,182,0,,page_resolved,,
DOC000001-C0002,DOC000001,1378,eligible,,0,4,736,0,,page_resolved,,
DOC000001-C0003,DOC000001,437,eligible,,0,0,245,0,,page_resolved,,
DOC000001-C0004,DOC000001,1107,eligible,,0,8,419,1,,page_resolved,,
DOC000001-C0005,DOC000001,584,eligible,,0,0,226,1,,page_resolved,,
DOC000001-C0006,DOC000001,818,eligible,,0,0,252,1,,page_resolved,,
DOC000001-C0007,DOC000001,952,eligible,,0,0,437,1,,page_resolved,,
DOC000001-C0008,DOC000001,1125,eligible,,0,0,437,1,,page_resolved,,
DOC000001-C0009,DOC000001,450,eligible,,0,0,109,1,,page_resolved,,
DOC000001-C0010,DOC000001,732,eligible,,0,0,258,1,,page_resolved,,
DOC000001-C0011,DOC000001,981,eligible,,0,0,335,1,,page_resolved,,
DOC000001-C0012,DOC000001,822,eligible,,0,0,213,1,,page_resolved,,
DOC000001-C0013,DOC000001,1102,eligible,,0,0,499,1,,page_resolved,,
DOC000001-C0014,DOC000001,662,eligible,,0,0,181,1,,page_resolved,,
DOC000001-C0015,DOC000001,527,eligible,,0,0,324,0,,page_resolved,,
DOC000001-C0016,DOC000001,1474,eligible,,0,0,457,0,,page_resolved,,
DOC000001-C0017,DOC000001,403,eligible,,0,0,112,0,,page_resolved,,
DOC000002-C0001,DOC000002,221,eligible,,0,0,63,0,book_or_book_chapter,page_resolved,,
DOC000002-C0002,DOC000002,783,eligible,,0,0,306,1,book_or_book_chapter,page_resolved,,
DOC000002-C0003,DOC000002,766,eligible,,0,0,275,1,book_or_book_chapter,page_resolved,,
DOC000002-C0004,DOC000002,764,eligible,,0,0,374,0,book_or_book_chapter,page_resolved,,
DOC000002-C0005,DOC000002,677,eligible,,0,0,235,1,book_or_book_chapter,page_resolved,,
DOC000002-C0006,DOC000002,940,eligible,,0,0,392,1,book_or_book_chapter,page_resolved,,
DOC000002-C0007,DOC000002,229,eligible,,0,0,117,0,book_or_book_chapter,page_resolved,,
DOC000002-C0008,DOC000002,1001,eligible,,0,0,106,1,book_or_book_chapter,page_resolved,,
DOC000002-C0009,DOC000002,813,eligible,,0,0,20,1,book_or_book_chapter,page_resolved,,
DOC000002-C0010,DOC000002,841,eligible,,0,0,439,0,book_or_book_chapter,page_resolved,,
DOC000002-C0011,DOC000002,500,eligible,,0,0,269,0,book_or_book_chapter,page_resolved,,
DOC000002-C0012,DOC000002,1096,eligible,,0,0,583,0,book_or_book_chapter,page_resolved,,
DOC000002-C0013,DOC000002,1111,eligible,,0,0,618,0,book_or_book_chapter,page_resolved,,
DOC000002-C0014,DOC000002,764,eligible,,0,0,349,1,book_or_book_chapter,page_resolved,,
DOC000002-C0015,DOC000002,527,eligible,,0,0,267,0,book_or_book_chapter,page_resolved,,
DOC000002-C0016,DOC000002,673,eligible,,0,0,208,0,book_or_book_chapter,page_resolved,,
DOC000002-C0017,DOC000002,1129,eligible,,0,0,177,1,book_or_book_chapter,page_resolved,,
DOC000002-C0018,DOC000002,1258,eligible,,0,0,184,1,book_or_book_chapter,page_resolved,,
DOC000002-C0019,DOC000002,361,eligible,,0,0,151,0,book_or_book_chapter,page_resolved,,
DOC000002-C0020,DOC000002,672,eligible,,0,0,129,1,book_or_book_chapter,page_resolved,,
DOC000002-C0021,DOC000002,891,eligible,,0,0,137,1,book_or_book_chapter,page_resolved,,
DOC000002-C0022,DOC000002,316,eligible,,0,0,84,1,book_or_book_chapter,page_resolved,,
DOC000002-C0023,DOC000002,778,eligible,,0,0,174,1,book_or_book_chapter,page_resolved,,
DOC000002-C0024,DOC000002,963,eligible,,0,0,459,1,book_or_book_chapter,page_resolved,,
DOC000002-C0025,DOC000002,724,eligible,,0,0,178,1,book_or_book_chapter,page_resolved,,
DOC000002-C0026,DOC000002,1039,eligible,,0,0,433,1,book_or_book_chapter,page_resolved,,
DOC000002-C0027,DOC000002,1175,eligible,,0,0,614,0,book_or_book_chapter,page_resolved,,
DOC000002-C0028,DOC000002,1027,eligible,,0,0,536,0,book_or_book_chapter,page_resolved,,
DOC000002-C0029,DOC000002,680,eligible,,0,0,328,0,book_or_book_chapter,page_resolved,,
DOC000002-C0030,DOC000002,881,eligible,,0,0,391,0,book_or_book_chapter,page_resolved,,
DOC000002-C0031,DOC000002,1098,eligible,,0,0,619,0,book_or_book_chapter,page_resolved,,
DOC000002-C0032,DOC000002,1112,eligible,,0,0,638,0,book_or_book_chapter,page_resolved,,
DOC000002-C0033,DOC000002,1081,eligible,,0,0,568,0,book_or_book_chapter,page_resolved,,
DOC000002-C0034,DOC000002,1084,eligible,,0,0,516,0,book_or_book_chapter,page_resolved,,
DOC000002-C0035,DOC000002,1117,eligible,,0,0,615,0,book_or_book_chapter,page_resolved,,
DOC000002-C0036,DOC000002,338,eligible,,0,0,191,0,book_or_book_chapter,page_resolved,,
DOC000002-C0037,DOC000002,917,eligible,,0,0,504,0,book_or_book_chapter,page_resolved,,
DOC000002-C0038,DOC000002,1006,eligible,,0,0,534,0,book_or_book_chapter,page_resolved,,
DOC000002-C0039,DOC000002,912,eligible,,0,0,547,0,book_or_book_chapter,page_resolved,,
DOC000002-C0040,DOC000002,1100,eligible,,0,0,637,0,book_or_book_chapter,page_resolved,,
DOC000002-C0041,DOC000002,1196,eligible,,0,0,673,0,book_or_book_chapter,page_resolved,,
DOC000002-C0042,DOC000002,184,eligible,,0,0,81,0,book_or_book_chapter,page_resolved,,
DOC000002-C0043,DOC000002,574,eligible,,0,0,239,0,book_or_book_chapter,page_resolved,,
DOC000002-C0044,DOC000002,449,eligible,,0,0,193,1,book_or_book_chapter,page_resolved,,
DOC000002-C0045,DOC000002,161,eligible,,0,0,62,1,book_or_book_chapter,page_resolved,,
DOC000002-C0046,DOC000002,219,eligible,,0,0,65,0,book_or_book_chapter,page_resolved,,
DOC000002-C0047,DOC000002,583,eligible,,0,0,240,1,book_or_book_chapter,page_resolved,,
DOC000002-C0048,DOC000002,453,eligible,,0,0,166,1,book_or_book_chapter,page_resolved,,
DOC000002-C0049,DOC000002,608,eligible,,0,0,223,1,book_or_book_chapter,page_resolved,,
DOC000002-C0050,DOC000002,778,eligible,,0,0,328,1,book_or_book_chapter,page_resolved,,
DOC000002-C0051,DOC000002,330,eligible,,0,0,123,1,book_or_book_chapter,page_resolved,,
DOC000002-C0052,DOC000002,808,eligible,,0,0,392,1,book_or_book_chapter,page_resolved,,
DOC000002-C0053,DOC000002,943,eligible,,0,0,280,1,book_or_book_chapter,page_resolved,,
DOC000002-C0054,DOC000002,885,eligible,,0,0,406,1,book_or_book_chapter,page_resolved,,
DOC000002-C0055,DOC000002,1067,eligible,,0,0,447,1,book_or_book_chapter,page_resolved,,
DOC000002-C0056,DOC000002,368,eligible,,0,0,185,0,book_or_book_chapter,page_resolved,,
DOC000002-C0057,DOC000002,1105,eligible,,0,0,342,1,book_or_book_chapter,page_resolved,,
DOC000002-C0058,DOC000002,192,eligible,,0,0,131,0,book_or_book_chapter,page_resolved,,
DOC000002-C0059,DOC000002,521,eligible,,0,0,171,1,book_or_book_chapter,page_resolved,,
DOC000002-C0060,DOC000002,630,eligible,,0,0,225,1,book_or_book_chapter,page_resolved,,
DOC000002-C0061,DOC000002,1222,eligible,,0,0,622,0,book_or_book_chapter,page_resolved,,
DOC000002-C0062,DOC000002,984,eligible,,0,0,491,0,book_or_book_chapter,page_resolved,,
DOC000002-C0063,DOC000002,484,eligible,,0,0,225,0,book_or_book_chapter,page_resolved,,
DOC000002-C0064,DOC000002,1067,eligible,,0,0,352,1,book_or_book_chapter,page_resolved,,
DOC000002-C0065,DOC000002,800,eligible,,0,0,323,1,book_or_book_chapter,page_resolved,,
DOC000002-C0066,DOC000002,1014,eligible,,0,0,460,1,book_or_book_chapter,page_resolved,,
DOC000002-C0067,DOC000002,1273,eligible,,0,0,508,1,book_or_book_chapter,page_resolved,,
DOC000002-C0068,DOC000002,965,eligible,,0,0,373,1,book_or_book_chapter,page_resolved,,
DOC000002-C0069,DOC000002,1040,eligible,,0,0,450,1,book_or_book_chapter,page_resolved,,
DOC000002-C0070,DOC000002,1157,eligible,,0,0,462,1,book_or_book_chapter,page_resolved,,
DOC000002-C0071,DOC000002,759,eligible,,0,0,309,1,book_or_book_chapter,page_resolved,,
DOC000003-C0001,DOC000003,747,eligible,,0,0,252,0,academic_article,page_resolved,,
DOC000003-C0002,DOC000003,1018,eligible,,0,0,578,0,academic_article,page_resolved,,
DOC000003-C0003,DOC000003,1188,eligible,,0,0,699,0,academic_article,page_resolved,,
DOC000003-C0004,DOC000003,722,eligible,,0,0,387,0,academic_article,page_resolved,,
DOC000003-C0005,DOC000003,707,eligible,,0,0,400,0,academic_article,page_resolved,,
DOC000003-C0006,DOC000003,786,eligible,,0,0,433,0,academic_article,page_resolved,,
DOC000003-C0007,DOC000003,1288,eligible,,0,0,282,1,academic_article,page_resolved,,
DOC000003-C0008,DOC000003,683,eligible,,0,0,193,1,academic_article,page_resolved,,
DOC000003-C0009,DOC000003,1272,eligible,,0,0,713,0,academic_article,page_resolved,,
DOC000003-C0010,DOC000003,1045,eligible,,0,0,578,0,academic_article,page_resolved,,
DOC000003-C0011,DOC000003,1186,eligible,,0,0,627,0,academic_article,page_resolved,,
DOC000003-C0012,DOC000003,713,eligible,,0,0,431,0,academic_article,page_resolved,,
DOC000003-C0013,DOC000003,1254,eligible,,0,0,328,1,academic_article,page_resolved,,
DOC000003-C0014,DOC000003,682,eligible,,0,0,390,0,academic_article,page_resolved,,
DOC000003-C0015,DOC000003,953,eligible,,0,0,302,1,academic_article,page_resolved,,
DOC000003-C0016,DOC000003,237,eligible,,0,0,131,0,academic_article,page_resolved,,
DOC000003-C0017,DOC000003,1147,eligible,,0,0,452,1,academic_article,page_resolved,,
DOC000003-C0018,DOC000003,989,eligible,,0,0,329,1,academic_article,page_resolved,,
DOC000003-C0019,DOC000003,722,eligible,,0,0,415,0,academic_article,page_resolved,,
DOC000003-C0020,DOC000003,923,eligible,,0,0,487,0,academic_article,page_resolved,,
DOC000003-C0021,DOC000003,554,eligible,,0,0,323,0,academic_article,page_resolved,,
DOC000003-C0022,DOC000003,791,eligible,,0,0,401,0,academic_article,page_resolved,,
DOC000003-C0023,DOC000003,691,eligible,,0,0,368,0,academic_article,page_resolved,,
DOC000003-C0024,DOC000003,906,eligible,,0,0,482,0,academic_article,page_resolved,,
DOC000003-C0025,DOC000003,1235,eligible,,0,0,683,0,academic_article,page_resolved,,
DOC000003-C0026,DOC000003,803,eligible,,0,0,434,0,academic_article,page_resolved,,
DOC000003-C0027,DOC000003,1230,eligible,,0,0,675,0,academic_article,page_resolved,,
DOC000003-C0028,DOC000003,1047,eligible,,0,0,580,0,academic_article,page_resolved,,
DOC000003-C0029,DOC000003,753,eligible,,0,0,457,0,academic_article,page_resolved,,
DOC000003-C0030,DOC000003,929,eligible,,0,0,372,0,academic_article,page_resolved,,
DOC000003-C0031,DOC000003,995,eligible,,0,0,544,0,academic_article,page_resolved,,
DOC000003-C0032,DOC000003,1090,eligible,,0,0,665,0,academic_article,page_resolved,,
DOC000003-C0033,DOC000003,937,eligible,,0,0,319,0,academic_article,page_resolved,,
DOC000003-C0034,DOC000003,795,eligible,,0,0,447,0,academic_article,page_resolved,,
DOC000003-C0035,DOC000003,707,eligible,,0,0,426,0,academic_article,page_resolved,,
DOC000003-C0036,DOC000003,935,eligible,,0,0,331,0,academic_article,page_resolved,,
DOC000003-C0037,DOC000003,1111,eligible,,0,0,623,0,academic_article,page_resolved,,
DOC000003-C0038,DOC000003,938,eligible,,0,0,544,0,academic_article,page_resolved,,
DOC000003-C0039,DOC000003,766,eligible,,0,0,468,0,academic_article,page_resolved,,
DOC000003-C0040,DOC000003,1043,eligible,,0,0,643,0,academic_article,page_resolved,,
DOC000003-C0041,DOC000003,944,eligible,,0,0,332,0,academic_article,page_resolved,,
DOC000003-C0042,DOC000003,1055,eligible,,0,0,578,0,academic_article,page_resolved,,
DOC000003-C0043,DOC000003,698,eligible,,0,0,416,0,academic_article,page_resolved,,
DOC000003-C0044,DOC000003,1161,eligible,,0,0,491,0,academic_article,page_resolved,,
DOC000003-C0045,DOC000003,1203,eligible,,0,0,666,0,academic_article,page_resolved,,
DOC000003-C0046,DOC000003,1089,eligible,,0,0,623,0,academic_article,page_resolved,,
DOC000003-C0047,DOC000003,1172,eligible,,0,0,695,0,academic_article,page_resolved,,
DOC000003-C0048,DOC000003,1047,eligible,,0,0,406,0,academic_article,page_resolved,,
DOC000003-C0049,DOC000003,1225,eligible,,0,0,717,0,academic_article,page_resolved,,
DOC000003-C0050,DOC000003,1101,eligible,,0,0,570,0,academic_article,page_resolved,,
DOC000003-C0051,DOC000003,531,eligible,,0,0,296,0,academic_article,page_resolved,,
DOC000003-C0052,DOC000003,1000,eligible,,0,0,575,0,academic_article,page_resolved,,
DOC000003-C0053,DOC000003,956,eligible,,0,0,581,0,academic_article,page_resolved,,
DOC000003-C0054,DOC000003,661,eligible,,0,0,392,0,academic_article,page_resolved,,
DOC000003-C0055,DOC000003,733,eligible,,0,0,261,0,academic_article,page_resolved,,
DOC000003-C0056,DOC000003,1175,eligible,,0,0,631,0,academic_article,page_resolved,,
DOC000003-C0057,DOC000003,1092,eligible,,0,0,653,0,academic_article,page_resolved,,
DOC000003-C0058,DOC000003,949,eligible,,0,0,425,0,academic_article,page_resolved,,
DOC000003-C0059,DOC000003,812,eligible,,0,0,458,0,academic_article,page_resolved,,
DOC000003-C0060,DOC000003,1300,eligible,,0,0,774,0,academic_article,page_resolved,,
DOC000003-C0061,DOC000003,1028,eligible,,0,0,460,0,academic_article,page_resolved,,
DOC000003-C0062,DOC000003,1229,eligible,,0,0,708,0,academic_article,page_resolved,,
DOC000003-C0063,DOC000003,1128,eligible,,0,0,656,0,academic_article,page_resolved,,
DOC000003-C0064,DOC000003,793,eligible,,0,0,403,0,academic_article,page_resolved,,
DOC000003-C0065,DOC000003,1116,eligible,,0,0,667,0,academic_article,page_resolved,,
DOC000003-C0066,DOC000003,1029,eligible,,0,0,477,0,academic_article,page_resolved,,
DOC000003-C0067,DOC000003,100,eligible,,0,0,62,0,academic_article,page_resolved,,
DOC000003-C0068,DOC000003,873,eligible,,0,0,384,1,academic_article,page_resolved,,
DOC000003-C0069,DOC000003,15,eligible_low_content,under_8_real_words,0,0,5,0,academic_article,page_resolved,,
DOC000003-C0070,DOC000003,808,eligible,,0,0,372,1,academic_article,page_resolved,,
DOC000003-C0071,DOC000003,8,eligible_low_content,under_8_real_words,0,0,2,0,academic_article,page_resolved,,
DOC000003-C0072,DOC000003,504,eligible,,0,0,220,1,academic_article,page_resolved,,
DOC000003-C0073,DOC000003,1087,eligible,,0,0,429,1,academic_article,page_resolved,,
DOC000003-C0074,DOC000003,879,eligible,,0,0,494,0,academic_article,page_resolved,,
DOC000003-C0075,DOC000003,753,eligible,,0,0,395,0,academic_article,page_resolved,,
DOC000003-C0076,DOC000003,1033,eligible,,0,0,491,1,academic_article,page_resolved,,
DOC000003-C0077,DOC000003,480,eligible,,0,0,241,0,academic_article,page_resolved,,
DOC000003-C0078,DOC000003,464,eligible,,0,0,230,0,academic_article,page_resolved,,
DOC000003-C0079,DOC000003,899,eligible,,0,0,436,1,academic_article,page_resolved,,
DOC000003-C0080,DOC000003,564,eligible,,0,0,295,0,academic_article,page_resolved,,
DOC000003-C0081,DOC000003,141,eligible,,0,0,78,0,academic_article,page_resolved,,
DOC000003-C0082,DOC000003,781,eligible,,0,0,361,1,academic_article,page_resolved,,
DOC000003-C0083,DOC000003,789,eligible,,0,0,253,1,academic_article,page_resolved,,
DOC000003-C0084,DOC000003,39,eligible,,0,0,14,0,academic_article,page_resolved,,
DOC000003-C0085,DOC000003,998,eligible,,0,0,445,1,academic_article,page_resolved,,
DOC000003-C0086,DOC000003,484,eligible,,0,0,249,0,academic_article,page_resolved,,
DOC000003-C0087,DOC000003,993,eligible,,0,0,570,0,academic_article,page_resolved,,
DOC000003-C0088,DOC000003,773,eligible,,0,0,407,0,academic_article,page_resolved,,
DOC000003-C0089,DOC000003,1115,eligible,,0,0,578,0,academic_article,page_resolved,,
DOC000003-C0090,DOC000003,1554,eligible,,0,0,791,0,academic_article,page_resolved,,
DOC000003-C0091,DOC000003,592,eligible,,0,0,292,0,academic_article,page_resolved,,
DOC000003-C0092,DOC000003,779,eligible,,0,0,410,0,academic_article,page_resolved,,
DOC000003-C0093,DOC000003,762,eligible,,0,0,410,0,academic_article,page_resolved,,
DOC000003-C0094,DOC000003,911,eligible,,0,0,120,1,academic_article,page_resolved,,
DOC000003-C0095,DOC000003,516,eligible,,0,0,190,1,academic_article,page_resolved,,
DOC000003-C0096,DOC000003,1124,eligible,,0,0,358,1,academic_article,page_resolved,,
DOC000003-C0097,DOC000003,518,eligible,,0,0,136,1,academic_article,page_resolved,,
DOC000003-C0098,DOC000003,722,eligible,,0,0,227,1,academic_article,page_resolved,,
DOC000003-C0099,DOC000003,748,eligible,,0,0,240,1,academic_article,page_resolved,,
DOC000003-C0100,DOC000003,1242,eligible,,0,0,377,1,academic_article,page_resolved,,
DOC000003-C0101,DOC000003,604,eligible,,0,0,172,1,academic_article,page_resolved,,
DOC000003-C0102,DOC000003,30,eligible,,0,0,11,0,academic_article,page_resolved,,
DOC000003-C0103,DOC000003,12,eligible_low_content,under_8_real_words,0,0,5,0,academic_article,page_resolved,,
DOC000003-C0104,DOC000003,538,eligible,,0,0,168,1,academic_article,page_resolved,,
DOC000003-C0105,DOC000003,316,eligible,,0,0,102,1,academic_article,page_resolved,,
DOC000003-C0106,DOC000003,734,eligible,,0,0,238,1,academic_article,page_resolved,,
DOC000003-C0107,DOC000003,1197,eligible,,0,0,361,1,academic_article,page_resolved,,
DOC000003-C0108,DOC000003,589,eligible,,0,0,168,1,academic_article,page_resolved,,
DOC000003-C0109,DOC000003,31,eligible,,0,0,11,0,academic_article,page_resolved,,
DOC000003-C0110,DOC000003,12,eligible_low_content,under_8_real_words,0,0,5,0,academic_article,page_resolved,,
DOC000003-C0111,DOC000003,538,eligible,,0,0,168,1,academic_article,page_resolved,,
DOC000003-C0112,DOC000003,318,eligible,,0,0,104,1,academic_article,page_resolved,,
DOC000003-C0113,DOC000003,964,eligible,,0,0,396,1,academic_article,page_resolved,,
DOC000003-C0114,DOC000003,730,eligible,,0,0,417,0,academic_article,page_resolved,,
DOC000003-C0115,DOC000003,1057,eligible,,0,0,242,1,academic_article,page_resolved,,
DOC000003-C0116,DOC000003,1120,eligible,,0,0,240,1,academic_article,page_resolved,,
DOC000003-C0117,DOC000003,990,eligible,,0,0,254,1,academic_article,page_resolved,,
DOC000003-C0118,DOC000003,481,eligible,,0,0,289,0,academic_article,page_resolved,,
DOC000003-C0119,DOC000003,1463,eligible,,0,0,230,1,academic_article,page_resolved,,
DOC000003-C0120,DOC000003,1478,eligible,,0,0,249,1,academic_article,page_resolved,,
DOC000003-C0121,DOC000003,72,eligible,,0,0,16,0,academic_article,page_resolved,,
DOC000003-C0122,DOC000003,1450,eligible,,0,0,241,1,academic_article,page_resolved,,
DOC000003-C0123,DOC000003,1257,eligible,,0,0,250,1,academic_article,page_resolved,,
DOC000003-C0124,DOC000003,1679,eligible,,0,0,180,1,academic_article,page_resolved,,
DOC000003-C0125,DOC000003,966,eligible,,0,0,172,1,academic_article,page_resolved,,
DOC000003-C0126,DOC000003,982,eligible,,0,0,158,1,academic_article,page_resolved,,
DOC000003-C0127,DOC000003,1251,eligible,,0,0,230,1,academic_article,page_resolved,,
DOC000003-C0128,DOC000003,842,eligible,,0,0,128,1,academic_article,page_resolved,,
DOC000003-C0129,DOC000003,284,eligible,,0,0,66,0,academic_article,page_resolved,,
DOC000003-C0130,DOC000003,37,eligible,,0,0,13,0,academic_article,page_resolved,,
DOC000003-C0131,DOC000003,1044,eligible,,0,0,175,1,academic_article,page_resolved,,
DOC000003-C0132,DOC000003,1553,eligible,,0,0,234,1,academic_article,page_resolved,,
DOC000003-C0133,DOC000003,146,eligible,,0,0,29,0,academic_article,page_resolved,,
DOC000003-C0134,DOC000003,1031,eligible,,0,0,192,1,academic_article,page_resolved,,
DOC000003-C0135,DOC000003,478,eligible,,0,0,81,1,academic_article,page_resolved,,
DOC000003-C0136,DOC000003,147,eligible,,0,0,29,0,academic_article,page_resolved,,
DOC000003-C0137,DOC000003,1202,eligible,,0,0,229,1,academic_article,page_resolved,,
DOC000003-C0138,DOC000003,982,eligible,,0,0,158,1,academic_article,page_resolved,,
DOC000003-C0139,DOC000003,277,eligible,,0,0,63,0,academic_article,page_resolved,,
DOC000003-C0140,DOC000003,949,eligible,,0,0,156,1,academic_article,page_resolved,,
DOC000003-C0141,DOC000003,818,eligible,,0,0,136,1,academic_article,page_resolved,,
DOC000003-C0142,DOC000003,298,eligible,,0,0,71,0,academic_article,page_resolved,,
DOC000003-C0143,DOC000003,2352,eligible,,0,0,330,1,academic_article,page_resolved,,
DOC000003-C0144,DOC000003,146,eligible,,0,0,29,0,academic_article,page_resolved,,
DOC000003-C0145,DOC000003,1034,eligible,,0,0,192,1,academic_article,page_resolved,,
DOC000003-C0146,DOC000003,475,eligible,,0,0,81,1,academic_article,page_resolved,,
DOC000003-C0147,DOC000003,446,eligible,,0,0,104,0,academic_article,page_resolved,,
DOC000003-C0148,DOC000003,870,eligible,,0,0,143,1,academic_article,page_resolved,,
DOC000003-C0149,DOC000003,1013,eligible,,0,0,167,1,academic_article,page_resolved,,
DOC000003-C0150,DOC000003,1245,eligible,,0,0,226,1,academic_article,page_resolved,,
DOC000003-C0151,DOC000003,648,eligible,,0,0,100,1,academic_article,page_resolved,,
DOC000003-C0152,DOC000003,147,eligible,,0,0,29,0,academic_article,page_resolved,,
DOC000003-C0153,DOC000003,298,eligible,,0,0,71,0,academic_article,page_resolved,,
DOC000003-C0154,DOC000003,2352,eligible,,0,0,330,1,academic_article,page_resolved,,
DOC000003-C0155,DOC000003,146,eligible,,0,0,29,0,academic_article,page_resolved,,
DOC000003-C0156,DOC000003,283,eligible,,0,0,65,0,academic_article,page_resolved,,
DOC000003-C0157,DOC000003,754,eligible,,0,0,127,1,academic_article,page_resolved,,
DOC000003-C0158,DOC000003,475,eligible,,0,0,81,1,academic_article,page_resolved,,
DOC000003-C0159,DOC000003,945,eligible,,0,0,370,0,academic_article,page_resolved,,
DOC000003-C0160,DOC000003,1209,eligible,,0,0,387,1,academic_article,page_resolved,,
DOC000003-C0161,DOC000003,941,eligible,,0,0,230,1,academic_article,page_resolved,,
DOC000003-C0162,DOC000003,940,eligible,,0,0,230,1,academic_article,page_resolved,,
DOC000003-C0163,DOC000003,843,eligible,,0,0,188,1,academic_article,page_resolved,,
DOC000003-C0164,DOC000003,648,eligible,,0,0,158,1,academic_article,page_resolved,,
DOC000003-C0165,DOC000003,890,eligible,,0,0,215,1,academic_article,page_resolved,,
DOC000003-C0166,DOC000003,617,eligible,,0,0,154,1,academic_article,page_resolved,,
DOC000003-C0167,DOC000003,885,eligible,,0,0,213,1,academic_article,page_resolved,,
DOC000003-C0168,DOC000003,706,eligible,,0,0,188,1,academic_article,page_resolved,,
DOC000003-C0169,DOC000003,1276,eligible,,0,0,253,1,academic_article,page_resolved,,
DOC000003-C0170,DOC000003,1270,eligible,,0,0,299,1,academic_article,page_resolved,,
DOC000003-C0171,DOC000003,182,eligible,,0,0,55,0,academic_article,page_resolved,,
DOC000003-C0172,DOC000003,1292,eligible,,0,0,259,1,academic_article,page_resolved,,
DOC000003-C0173,DOC000003,118,eligible,,0,0,55,0,academic_article,page_resolved,,
DOC000003-C0174,DOC000003,1097,eligible,,0,0,176,1,academic_article,page_resolved,,
DOC000003-C0175,DOC000003,1181,eligible,,0,0,339,1,academic_article,page_resolved,,
DOC000003-C0176,DOC000003,955,eligible,,0,0,178,1,academic_article,page_resolved,,
DOC000003-C0177,DOC000003,780,eligible,,0,0,146,1,academic_article,page_resolved,,
DOC000003-C0178,DOC000003,1031,eligible,,0,0,386,1,academic_article,page_resolved,,
DOC000003-C0179,DOC000003,1105,eligible,,0,0,571,0,academic_article,page_resolved,,
DOC000003-C0180,DOC000003,1217,eligible,,0,0,664,0,academic_article,page_resolved,,
DOC000003-C0181,DOC000003,170,eligible,,0,0,83,0,academic_article,page_resolved,,
DOC000003-C0182,DOC000003,1229,eligible,,0,0,640,0,academic_article,page_resolved,,
DOC000003-C0183,DOC000003,1173,eligible,,0,0,586,0,academic_article,page_resolved,,
DOC000003-C0184,DOC000003,907,eligible,,0,0,389,1,academic_article,page_resolved,,
DOC000003-C0185,DOC000003,966,eligible,,0,0,501,1,academic_article,page_resolved,,
DOC000003-C0186,DOC000003,199,eligible,,0,0,117,0,academic_article,page_resolved,,
DOC000003-C0187,DOC000003,880,eligible,,0,0,383,1,academic_article,page_resolved,,
DOC000003-C0188,DOC000003,266,eligible,,0,0,96,1,academic_article,page_resolved,,
DOC000003-C0189,DOC000003,983,eligible,,0,0,440,1,academic_article,page_resolved,,
DOC000003-C0190,DOC000003,614,eligible,,0,0,302,1,academic_article,page_resolved,,
DOC000003-C0191,DOC000003,1126,eligible,,0,0,597,1,academic_article,page_resolved,,
DOC000003-C0192,DOC000003,764,eligible,,0,0,379,1,academic_article,page_resolved,,
DOC000003-C0193,DOC000003,933,eligible,,0,0,348,1,academic_article,page_resolved,,
DOC000003-C0194,DOC000003,1044,eligible,,0,0,566,1,academic_article,page_resolved,,
DOC000003-C0195,DOC000003,744,eligible,,0,0,322,1,academic_article,page_resolved,,
DOC000003-C0196,DOC000003,266,eligible,,0,0,104,1,academic_article,page_resolved,,
DOC000003-C0197,DOC000003,692,eligible,,0,0,327,1,academic_article,page_resolved,,
DOC000003-C0198,DOC000003,1088,eligible,,0,0,496,1,academic_article,page_resolved,,
DOC000003-C0199,DOC000003,84,eligible,,0,0,46,0,academic_article,page_resolved,,
DOC000003-C0200,DOC000003,410,eligible,,0,0,210,0,academic_article,page_resolved,,
DOC000003-C0201,DOC000003,965,eligible,,0,0,402,1,academic_article,page_resolved,,
DOC000003-C0202,DOC000003,714,eligible,,0,0,288,1,academic_article,page_resolved,,
DOC000003-C0203,DOC000003,121,eligible,,0,0,56,0,academic_article,page_resolved,,
DOC000003-C0204,DOC000003,913,eligible,,0,0,347,1,academic_article,page_resolved,,
DOC000003-C0205,DOC000003,116,eligible,,0,0,52,0,academic_article,page_resolved,,
DOC000003-C0206,DOC000003,835,eligible,,0,0,351,1,academic_article,page_resolved,,
DOC000003-C0207,DOC000003,1003,eligible,,0,0,463,1,academic_article,page_resolved,,
DOC000003-C0208,DOC000003,1141,eligible,,0,0,601,0,academic_article,page_resolved,,
DOC000003-C0209,DOC000003,1213,eligible,,0,0,607,0,academic_article,page_resolved,,
DOC000003-C0210,DOC000003,1116,eligible,,0,0,523,0,academic_article,page_resolved,,
DOC000003-C0211,DOC000003,1168,eligible,,0,0,652,0,academic_article,page_resolved,,
DOC000003-C0212,DOC000003,1087,eligible,,0,0,610,0,academic_article,page_resolved,,
DOC000003-C0213,DOC000003,230,eligible,,0,0,130,0,academic_article,page_resolved,,
DOC000003-C0214,DOC000003,406,eligible,,0,0,138,1,academic_article,page_resolved,,
DOC000003-C0215,DOC000003,1066,eligible,,0,0,624,0,academic_article,page_resolved,,
DOC000003-C0216,DOC000003,420,eligible,,0,0,228,0,academic_article,page_resolved,,
DOC000003-C0217,DOC000003,897,eligible,,0,0,527,0,academic_article,page_resolved,,
