chunk_id,document_id,bge_m3_token_count,eligibility_status,quality_reason,glyph_sequence_count,control_character_count,real_word_count,contains_table,document_type,provenance_status,recovery_status,replacement_chunk_id
DOC000051-C0024,DOC000051,1322,replacement_available,control_character_residue,0,600,0,0,,section_resolved,recovered,DOC000051-R1-C0001
DOC000051-C0025,DOC000051,1320,replacement_available,control_character_residue,0,600,0,0,,section_resolved,recovered,DOC000051-R1-C0001
DOC000051-C0026,DOC000051,1321,replacement_available,control_character_residue,0,600,0,0,,section_resolved,recovered,DOC000051-R1-C0001
DOC000051-C0027,DOC000051,1328,replacement_available,control_character_residue,0,599,0,0,,section_resolved,recovered,DOC000051-R1-C0001
DOC000051-C0028,DOC000051,1314,replacement_available,control_character_residue,0,594,0,0,,section_resolved,recovered,DOC000051-R1-C0001
DOC000051-C0029,DOC000051,940,replacement_available,control_character_residue,0,452,0,0,,section_resolved,recovered,DOC000051-R1-C0001
DOC000051-C0030,DOC000051,862,replacement_available,control_character_residue,0,412,0,0,,section_resolved,recovered,DOC000051-R1-C0001
DOC000051-C0031,DOC000051,823,replacement_available,control_character_residue,0,406,0,0,,section_resolved,recovered,DOC000051-R1-C0001
DOC000051-C0032,DOC000051,1219,replacement_available,control_character_residue,0,601,0,0,,section_resolved,recovered,DOC000051-R1-C0001
DOC000051-C0033,DOC000051,956,replacement_available,control_character_residue,0,474,0,0,,section_resolved,recovered,DOC000051-R1-C0001
DOC000051-C0034,DOC000051,1203,replacement_available,control_character_residue,0,601,0,0,,section_resolved,recovered,DOC000051-R1-C0001
DOC000051-C0035,DOC000051,1310,replacement_available,control_character_residue,0,635,0,0,,section_resolved,recovered,DOC000051-R1-C0001
DOC000051-C0036,DOC000051,1243,replacement_available,control_character_residue,0,628,0,0,,section_resolved,recovered,DOC000051-R1-C0001
DOC000051-C0037,DOC000051,1228,replacement_available,control_character_residue,0,617,0,0,,section_resolved,recovered,DOC000051-R1-C0001
DOC000051-C0038,DOC000051,1294,replacement_available,control_character_residue,0,645,0,0,,section_resolved,recovered,DOC000051-R1-C0001
DOC000051-C0039,DOC000051,1289,replacement_available,control_character_residue,0,640,0,0,,section_resolved,recovered,DOC000051-R1-C0001
DOC000051-C0040,DOC000051,1262,replacement_available,control_character_residue,0,633,0,0,,section_resolved,recovered,DOC000051-R1-C0001
DOC000051-C0041,DOC000051,1236,replacement_available,control_character_residue,0,618,0,0,,section_resolved,recovered,DOC000051-R1-C0001
DOC000051-C0042,DOC000051,1295,replacement_available,control_character_residue,0,632,0,0,,section_resolved,recovered,DOC000051-R1-C0001
DOC000051-C0043,DOC000051,1273,replacement_available,control_character_residue,0,629,0,0,,section_resolved,recovered,DOC000051-R1-C0001
DOC000051-C0044,DOC000051,1265,replacement_available,control_character_residue,0,621,0,0,,section_resolved,recovered,DOC000051-R1-C0001
DOC000051-C0045,DOC000051,391,replacement_available,control_character_residue,0,196,0,0,,section_resolved,recovered,DOC000051-R1-C0001
DOC000047-C0001,DOC000047,810,eligible,,0,0,352,0,manual,page_resolved,,
DOC000047-C0002,DOC000047,1042,eligible,,0,0,229,1,manual,page_resolved,,
DOC000047-C0003,DOC000047,278,eligible,,0,0,163,0,manual,page_resolved,,
DOC000047-C0004,DOC000047,1335,eligible,,0,0,757,0,manual,page_resolved,,
DOC000047-C0005,DOC000047,965,eligible,,0,0,426,1,manual,page_resolved,,
DOC000047-C0006,DOC000047,1030,eligible,,0,0,125,1,manual,page_resolved,,
DOC000047-C0007,DOC000047,986,eligible,,0,0,115,1,manual,page_resolved,,
DOC000047-C0008,DOC000047,953,eligible,,0,0,90,1,manual,page_resolved,,
DOC000047-C0009,DOC000047,1024,eligible,,0,0,128,1,manual,page_resolved,,
DOC000047-C0010,DOC000047,1056,eligible,,0,0,128,1,manual,page_resolved,,
DOC000047-C0011,DOC000047,1013,eligible,,0,0,111,1,manual,page_resolved,,
DOC000047-C0012,DOC000047,1030,eligible,,0,0,119,1,manual,page_resolved,,
DOC000047-C0013,DOC000047,1008,eligible,,0,0,104,1,manual,page_resolved,,
DOC000047-C0014,DOC000047,1014,eligible,,0,0,92,1,manual,page_resolved,,
DOC000047-C0015,DOC000047,1031,eligible,,0,0,123,1,manual,page_resolved,,
DOC000047-C0016,DOC000047,1046,eligible,,0,0,131,1,manual,page_resolved,,
DOC000047-C0017,DOC000047,1029,eligible,,0,0,104,1,manual,page_resolved,,
DOC000047-C0018,DOC000047,989,eligible,,0,0,170,1,manual,page_resolved,,
DOC000047-C0019,DOC000047,10,eligible_low_content,under_8_real_words,0,0,5,0,manual,page_resolved,,
DOC000047-C0020,DOC000047,1167,eligible,,0,0,275,1,manual,page_resolved,,
DOC000047-C0021,DOC000047,1309,eligible,,0,0,287,1,manual,page_resolved,,
DOC000047-C0022,DOC000047,1210,eligible,,0,0,286,1,manual,page_resolved,,
DOC000047-C0023,DOC000047,1175,eligible,,0,0,262,1,manual,page_resolved,,
DOC000047-C0024,DOC000047,1173,eligible,,0,0,295,1,manual,page_resolved,,
DOC000047-C0025,DOC000047,1228,eligible,,0,0,243,1,manual,page_resolved,,
DOC000047-C0026,DOC000047,1174,eligible,,0,0,244,1,manual,page_resolved,,
DOC000047-C0027,DOC000047,10,eligible_low_content,under_8_real_words,0,0,5,0,manual,page_resolved,,
DOC000047-C0028,DOC000047,1048,eligible,,0,0,246,1,manual,page_resolved,,
DOC000047-C0029,DOC000047,433,eligible,,0,0,108,1,manual,page_resolved,,
DOC000047-C0030,DOC000047,589,eligible,,0,0,302,0,manual,page_resolved,,
DOC000047-C0031,DOC000047,885,eligible,,0,0,460,0,manual,page_resolved,,
DOC000047-C0032,DOC000047,863,eligible,,0,0,490,0,manual,page_resolved,,
DOC000047-C0033,DOC000047,634,eligible,,0,0,359,0,manual,page_resolved,,
DOC000047-C0034,DOC000047,586,eligible,,0,0,310,0,manual,page_resolved,,
DOC000047-C0035,DOC000047,1388,eligible,,0,0,786,0,manual,page_resolved,,
DOC000047-C0036,DOC000047,1026,eligible,,0,0,591,0,manual,page_resolved,,
DOC000047-C0037,DOC000047,876,eligible,,0,0,480,0,manual,page_resolved,,
DOC000047-C0038,DOC000047,605,eligible,,0,0,351,0,manual,page_resolved,,
DOC000047-C0039,DOC000047,977,eligible,,0,0,527,1,manual,page_resolved,,
DOC000047-C0040,DOC000047,536,eligible,,0,0,274,0,manual,page_resolved,,
DOC000047-C0041,DOC000047,1175,eligible,,0,0,610,0,manual,page_resolved,,
DOC000047-C0042,DOC000047,746,eligible,,0,0,464,0,manual,page_resolved,,
DOC000047-C0043,DOC000047,1313,eligible,,0,0,793,0,manual,page_resolved,,
DOC000047-C0044,DOC000047,1056,eligible,,0,0,590,0,manual,page_resolved,,
DOC000047-C0045,DOC000047,922,eligible,,0,0,536,0,manual,page_resolved,,
DOC000047-C0046,DOC000047,842,eligible,,0,0,461,0,manual,page_resolved,,
DOC000047-C0047,DOC000047,1266,eligible,,0,0,653,0,manual,page_resolved,,
DOC000047-C0048,DOC000047,1124,eligible,,0,0,559,0,manual,page_resolved,,
DOC000047-C0049,DOC000047,1161,eligible,,0,0,656,0,manual,page_resolved,,
DOC000047-C0050,DOC000047,1192,eligible,,0,0,673,0,manual,page_resolved,,
DOC000047-C0051,DOC000047,1171,eligible,,0,0,638,0,manual,page_resolved,,
DOC000047-C0052,DOC000047,237,eligible,,0,0,108,0,manual,page_resolved,,
DOC000047-C0053,DOC000047,288,eligible,,0,0,157,0,manual,page_resolved,,
DOC000047-C0054,DOC000047,852,eligible,,0,0,419,1,manual,page_resolved,,
DOC000047-C0055,DOC000047,1041,eligible,,0,0,568,0,manual,page_resolved,,
DOC000047-C0056,DOC000047,1201,eligible,,0,0,632,0,manual,page_resolved,,
DOC000047-C0057,DOC000047,748,eligible,,0,0,377,0,manual,page_resolved,,
DOC000047-C0058,DOC000047,1207,eligible,,0,0,642,0,manual,page_resolved,,
DOC000047-C0059,DOC000047,864,eligible,,0,0,398,1,manual,page_resolved,,
DOC000047-C0060,DOC000047,1220,eligible,,0,0,546,1,manual,page_resolved,,
DOC000047-C0061,DOC000047,294,eligible,,0,0,171,0,manual,page_resolved,,
DOC000047-C0062,DOC000047,1086,eligible,,0,0,500,1,manual,page_resolved,,
DOC000047-C0063,DOC000047,985,eligible,,0,0,515,0,manual,page_resolved,,
DOC000047-C0064,DOC000047,556,eligible,,0,0,300,0,manual,page_resolved,,
DOC000047-C0065,DOC000047,943,eligible,,0,0,486,0,manual,page_resolved,,
DOC000047-C0066,DOC000047,329,eligible,,0,0,189,0,manual,page_resolved,,
DOC000047-C0067,DOC000047,367,eligible,,0,0,176,0,manual,page_resolved,,
DOC000047-C0068,DOC000047,924,eligible,,0,0,340,1,manual,page_resolved,,
DOC000047-C0069,DOC000047,502,eligible,,0,0,187,1,manual,page_resolved,,
DOC000047-C0070,DOC000047,327,eligible,,0,0,78,1,manual,page_resolved,,
DOC000047-C0071,DOC000047,819,eligible,,0,0,382,1,manual,page_resolved,,
DOC000047-C0072,DOC000047,920,eligible,,0,0,425,1,manual,page_resolved,,
DOC000047-C0073,DOC000047,504,eligible,,0,0,148,1,manual,page_resolved,,
DOC000047-C0074,DOC000047,854,eligible,,0,0,372,1,manual,page_resolved,,
DOC000047-C0075,DOC000047,453,eligible,,0,0,214,1,manual,page_resolved,,
DOC000047-C0076,DOC000047,572,eligible,,0,0,255,1,manual,page_resolved,,
DOC000047-C0077,DOC000047,775,eligible,,0,0,435,0,manual,page_resolved,,
DOC000047-C0078,DOC000047,819,eligible,,0,0,446,0,manual,page_resolved,,
DOC000047-C0079,DOC000047,833,eligible,,0,0,421,0,manual,page_resolved,,
DOC000047-C0080,DOC000047,978,eligible,,0,0,527,0,manual,page_resolved,,
DOC000047-C0081,DOC000047,1210,eligible,,0,0,660,0,manual,page_resolved,,
DOC000047-C0082,DOC000047,847,eligible,,0,0,458,0,manual,page_resolved,,
DOC000047-C0083,DOC000047,751,eligible,,0,0,460,0,manual,page_resolved,,
DOC000047-C0084,DOC000047,630,eligible,,0,0,353,0,manual,page_resolved,,
DOC000047-C0085,DOC000047,1112,eligible,,0,0,638,0,manual,page_resolved,,
DOC000047-C0086,DOC000047,928,eligible,,0,0,533,0,manual,page_resolved,,
DOC000047-C0087,DOC000047,1267,eligible,,0,0,743,0,manual,page_resolved,,
DOC000047-C0088,DOC000047,812,eligible,,0,0,451,0,manual,page_resolved,,
DOC000047-C0089,DOC000047,535,eligible,,0,0,327,0,manual,page_resolved,,
DOC000047-C0090,DOC000047,1195,eligible,,0,0,647,0,manual,page_resolved,,
DOC000047-C0091,DOC000047,1348,eligible,,0,0,684,0,manual,page_resolved,,
DOC000047-C0092,DOC000047,1229,eligible,,0,0,645,0,manual,page_resolved,,
DOC000047-C0093,DOC000047,954,eligible,,0,0,503,1,manual,page_resolved,,
DOC000047-C0094,DOC000047,673,eligible,,0,0,328,0,manual,page_resolved,,
DOC000047-C0095,DOC000047,1152,eligible,,0,0,640,0,manual,page_resolved,,
DOC000047-C0096,DOC000047,1236,eligible,,0,0,680,0,manual,page_resolved,,
DOC000047-C0097,DOC000047,926,eligible,,0,0,502,0,manual,page_resolved,,
DOC000047-C0098,DOC000047,974,eligible,,0,0,567,0,manual,page_resolved,,
DOC000047-C0099,DOC000047,997,eligible,,0,0,563,0,manual,page_resolved,,
DOC000047-C0100,DOC000047,1175,eligible,,0,0,714,0,manual,page_resolved,,
DOC000047-C0101,DOC000047,537,eligible,,0,0,305,0,manual,page_resolved,,
DOC000047-C0102,DOC000047,1300,eligible,,0,0,720,0,manual,page_resolved,,
DOC000047-C0103,DOC000047,1193,eligible,,0,0,684,0,manual,page_resolved,,
DOC000047-C0104,DOC000047,259,eligible,,0,0,149,0,manual,page_resolved,,
DOC000047-C0105,DOC000047,763,eligible,,0,0,325,0,manual,page_resolved,,
DOC000047-C0106,DOC000047,1019,eligible,,0,0,254,1,manual,page_resolved,,
DOC000047-C0107,DOC000047,836,eligible,,0,0,427,0,manual,page_resolved,,
DOC000047-C0108,DOC000047,1020,eligible,,0,0,592,0,manual,page_resolved,,
DOC000047-C0109,DOC000047,1239,eligible,,0,0,649,0,manual,page_resolved,,
DOC000047-C0110,DOC000047,772,eligible,,0,0,418,0,manual,page_resolved,,
DOC000047-C0111,DOC000047,967,eligible,,0,0,515,0,manual,page_resolved,,
DOC000047-C0112,DOC000047,1132,eligible,,0,0,630,0,manual,page_resolved,,
DOC000047-C0113,DOC000047,1112,eligible,,0,0,568,0,manual,page_resolved,,
DOC000047-C0114,DOC000047,735,eligible,,0,0,334,1,manual,page_resolved,,
DOC000047-C0115,DOC000047,168,eligible,,0,0,89,0,manual,page_resolved,,
DOC000047-C0116,DOC000047,339,eligible,,0,0,150,0,manual,page_resolved,,
DOC000047-C0117,DOC000047,1225,eligible,,0,0,326,1,manual,page_resolved,,
DOC000047-C0118,DOC000047,783,eligible,,0,0,204,1,manual,page_resolved,,
DOC000047-C0119,DOC000047,1033,eligible,,0,0,467,1,manual,page_resolved,,
DOC000047-C0120,DOC000047,387,eligible,,0,0,124,1,manual,page_resolved,,
DOC000047-C0121,DOC000047,3425,eligible,,0,0,799,1,manual,page_resolved,,
DOC000047-C0122,DOC000047,59,eligible,,0,0,26,0,manual,page_resolved,,
DOC000047-C0123,DOC000047,726,eligible,,0,0,274,1,manual,page_resolved,,
DOC000047-C0124,DOC000047,745,eligible,,0,0,361,1,manual,page_resolved,,
DOC000047-C0125,DOC000047,697,eligible,,0,0,364,0,manual,page_resolved,,
DOC000047-C0126,DOC000047,998,eligible,,0,0,550,0,manual,page_resolved,,
DOC000047-C0127,DOC000047,1278,eligible,,0,0,637,0,manual,page_resolved,,
DOC000047-C0128,DOC000047,1216,eligible,,0,0,627,0,manual,page_resolved,,
DOC000047-C0129,DOC000047,640,eligible,,0,0,336,0,manual,page_resolved,,
DOC000047-C0130,DOC000047,414,eligible,,0,0,173,0,manual,page_resolved,,
DOC000047-C0131,DOC000047,778,eligible,,0,0,338,1,manual,page_resolved,,
DOC000047-C0132,DOC000047,971,eligible,,0,0,484,0,manual,page_resolved,,
DOC000047-C0133,DOC000047,355,eligible,,0,0,212,0,manual,page_resolved,,
DOC000047-C0134,DOC000047,799,eligible,,0,0,368,1,manual,page_resolved,,
DOC000047-C0135,DOC000047,1121,eligible,,0,0,426,1,manual,page_resolved,,
DOC000047-C0136,DOC000047,901,eligible,,0,0,363,1,manual,page_resolved,,
DOC000047-C0137,DOC000047,210,eligible,,0,0,67,1,manual,page_resolved,,
DOC000047-C0138,DOC000047,907,eligible,,0,0,441,0,manual,page_resolved,,
DOC000047-C0139,DOC000047,855,eligible,,0,0,263,1,manual,page_resolved,,
DOC000047-C0140,DOC000047,564,eligible,,0,0,310,0,manual,page_resolved,,
DOC000047-C0141,DOC000047,617,eligible,,0,0,263,1,manual,page_resolved,,
DOC000047-C0142,DOC000047,678,eligible,,0,0,298,1,manual,page_resolved,,
DOC000047-C0143,DOC000047,831,eligible,,0,0,378,1,manual,page_resolved,,
DOC000047-C0144,DOC000047,1168,eligible,,0,0,657,0,manual,page_resolved,,
DOC000047-C0145,DOC000047,909,eligible,,0,0,475,0,manual,page_resolved,,
DOC000047-C0146,DOC000047,1037,eligible,,0,0,571,0,manual,page_resolved,,
DOC000047-C0147,DOC000047,962,eligible,,0,0,556,0,manual,page_resolved,,
DOC000047-C0148,DOC000047,911,eligible,,0,0,490,0,manual,page_resolved,,
DOC000047-C0149,DOC000047,1109,eligible,,0,0,612,0,manual,page_resolved,,
DOC000047-C0150,DOC000047,1046,eligible,,0,0,564,0,manual,page_resolved,,
DOC000047-C0151,DOC000047,1156,eligible,,0,0,627,0,manual,page_resolved,,
DOC000047-C0152,DOC000047,288,eligible,,0,0,127,0,manual,page_resolved,,
DOC000047-C0153,DOC000047,38,eligible,,0,0,13,0,manual,page_resolved,,
DOC000047-C0154,DOC000047,778,eligible,,0,0,337,1,manual,page_resolved,,
DOC000047-C0155,DOC000047,540,eligible,,0,0,242,1,manual,page_resolved,,
DOC000047-C0156,DOC000047,952,eligible,,0,0,456,1,manual,page_resolved,,
DOC000047-C0157,DOC000047,1260,eligible,,0,0,713,0,manual,page_resolved,,
DOC000047-C0158,DOC000047,961,eligible,,0,0,512,0,manual,page_resolved,,
DOC000047-C0159,DOC000047,361,eligible,,0,0,199,0,manual,page_resolved,,
DOC000047-C0160,DOC000047,924,eligible,,0,0,444,1,manual,page_resolved,,
DOC000047-C0161,DOC000047,477,eligible,,0,0,261,0,manual,page_resolved,,
DOC000047-C0162,DOC000047,922,eligible,,0,0,492,0,manual,page_resolved,,
DOC000047-C0163,DOC000047,1404,eligible,,0,0,695,1,manual,page_resolved,,
DOC000047-C0164,DOC000047,438,eligible,,0,0,261,0,manual,page_resolved,,
DOC000047-C0165,DOC000047,465,eligible,,0,0,243,0,manual,page_resolved,,
DOC000047-C0166,DOC000047,538,eligible,,0,0,260,0,manual,page_resolved,,
DOC000047-C0167,DOC000047,699,eligible,,0,0,338,1,manual,page_resolved,,
DOC000047-C0168,DOC000047,1018,eligible,,0,0,537,0,manual,page_resolved,,
DOC000047-C0169,DOC000047,864,eligible,,0,0,476,0,manual,page_resolved,,
DOC000047-C0170,DOC000047,1104,eligible,,0,0,537,1,manual,page_resolved,,
DOC000047-C0171,DOC000047,490,eligible,,0,0,263,0,manual,page_resolved,,
DOC000047-C0172,DOC000047,881,eligible,,0,0,347,1,manual,page_resolved,,
DOC000047-C0173,DOC000047,980,eligible,,0,0,542,0,manual,page_resolved,,
DOC000047-C0174,DOC000047,1061,eligible,,0,0,529,1,manual,page_resolved,,
DOC000047-C0175,DOC000047,1052,eligible,,0,0,550,0,manual,page_resolved,,
DOC000047-C0176,DOC000047,751,eligible,,0,0,295,1,manual,page_resolved,,
DOC000047-C0177,DOC000047,1158,eligible,,0,0,632,0,manual,page_resolved,,
DOC000047-C0178,DOC000047,515,eligible,,0,0,270,0,manual,page_resolved,,
DOC000047-C0179,DOC000047,1336,eligible,,0,0,730,0,manual,page_resolved,,
DOC000047-C0180,DOC000047,187,eligible,,0,0,98,0,manual,page_resolved,,
DOC000047-C0181,DOC000047,1110,eligible,,0,0,580,0,manual,page_resolved,,
DOC000047-C0182,DOC000047,737,eligible,,0,0,432,0,manual,page_resolved,,
DOC000047-C0183,DOC000047,581,eligible,,0,0,324,0,manual,page_resolved,,
DOC000047-C0184,DOC000047,1267,eligible,,0,0,733,0,manual,page_resolved,,
DOC000047-C0185,DOC000047,549,eligible,,0,0,289,0,manual,page_resolved,,
DOC000047-C0186,DOC000047,1041,eligible,,0,0,545,0,manual,page_resolved,,
DOC000047-C0187,DOC000047,1009,eligible,,0,0,519,0,manual,page_resolved,,
DOC000047-C0188,DOC000047,868,eligible,,0,0,504,0,manual,page_resolved,,
DOC000047-C0189,DOC000047,656,eligible,,0,0,346,0,manual,page_resolved,,
DOC000047-C0190,DOC000047,1057,eligible,,0,0,589,0,manual,page_resolved,,
DOC000047-C0191,DOC000047,1039,eligible,,0,0,585,0,manual,page_resolved,,
DOC000047-C0192,DOC000047,997,eligible,,0,0,540,0,manual,page_resolved,,
DOC000047-C0193,DOC000047,868,eligible,,0,0,472,0,manual,page_resolved,,
DOC000047-C0194,DOC000047,868,eligible,,0,0,491,0,manual,page_resolved,,
DOC000047-C0195,DOC000047,1189,eligible,,0,0,664,0,manual,page_resolved,,
DOC000047-C0196,DOC000047,776,eligible,,0,0,426,0,manual,page_resolved,,
DOC000047-C0197,DOC000047,1213,eligible,,0,0,653,0,manual,page_resolved,,
DOC000047-C0198,DOC000047,1475,eligible,,0,0,787,0,manual,page_resolved,,
DOC000047-C0199,DOC000047,594,eligible,,0,0,344,0,manual,page_resolved,,
DOC000047-C0200,DOC000047,811,eligible,,0,0,424,0,manual,page_resolved,,
DOC000047-C0201,DOC000047,1077,eligible,,0,0,562,0,manual,page_resolved,,
DOC000047-C0202,DOC000047,1309,eligible,,0,0,692,0,manual,page_resolved,,
DOC000047-C0203,DOC000047,787,eligible,,0,0,470,0,manual,page_resolved,,
DOC000047-C0204,DOC000047,1146,eligible,,0,0,589,0,manual,page_resolved,,
DOC000047-C0205,DOC000047,917,eligible,,0,0,362,1,manual,page_resolved,,
DOC000047-C0206,DOC000047,582,eligible,,0,0,220,1,manual,page_resolved,,
DOC000047-C0207,DOC000047,894,eligible,,0,0,364,1,manual,page_resolved,,
DOC000047-C0208,DOC000047,875,eligible,,0,0,368,1,manual,page_resolved,,
DOC000047-C0209,DOC000047,1292,eligible,,0,0,562,1,manual,page_resolved,,
DOC000047-C0210,DOC000047,674,eligible,,0,0,233,1,manual,page_resolved,,
DOC000047-C0211,DOC000047,717,eligible,,0,0,362,0,manual,page_resolved,,
DOC000047-C0212,DOC000047,1433,eligible,,0,0,770,0,manual,page_resolved,,
DOC000047-C0213,DOC000047,1224,eligible,,0,0,693,0,manual,page_resolved,,
DOC000047-C0214,DOC000047,923,eligible,,0,0,518,0,manual,page_resolved,,
DOC000047-C0215,DOC000047,412,eligible,,0,0,247,0,manual,page_resolved,,
DOC000047-C0216,DOC000047,607,eligible,,0,0,241,1,manual,page_resolved,,
DOC000047-C0217,DOC000047,620,eligible,,0,0,229,1,manual,page_resolved,,
DOC000047-C0218,DOC000047,979,eligible,,0,0,462,1,manual,page_resolved,,
DOC000047-C0219,DOC000047,707,eligible,,0,0,385,0,manual,page_resolved,,
DOC000047-C0220,DOC000047,1502,eligible,,0,0,844,0,manual,page_resolved,,
DOC000047-C0221,DOC000047,1071,eligible,,0,0,550,0,manual,page_resolved,,
DOC000047-C0222,DOC000047,1198,eligible,,0,0,675,0,manual,page_resolved,,
DOC000047-C0223,DOC000047,838,eligible,,0,0,449,0,manual,page_resolved,,
DOC000047-C0224,DOC000047,1409,eligible,,0,0,766,0,manual,page_resolved,,
DOC000047-C0225,DOC000047,507,eligible,,0,0,283,0,manual,page_resolved,,
DOC000047-C0226,DOC000047,1212,eligible,,0,0,679,0,manual,page_resolved,,
DOC000047-C0227,DOC000047,1238,eligible,,0,0,657,0,manual,page_resolved,,
DOC000047-C0228,DOC000047,723,eligible,,0,0,429,0,manual,page_resolved,,
DOC000047-C0229,DOC000047,1044,eligible,,0,0,638,0,manual,page_resolved,,
DOC000047-C0230,DOC000047,1168,eligible,,0,0,638,0,manual,page_resolved,,
DOC000047-C0231,DOC000047,1008,eligible,,0,0,603,0,manual,page_resolved,,
DOC000047-C0232,DOC000047,1004,eligible,,0,0,568,0,manual,page_resolved,,
DOC000047-C0233,DOC000047,552,eligible,,0,0,297,0,manual,page_resolved,,
DOC000047-C0234,DOC000047,1398,eligible,,0,0,809,0,manual,page_resolved,,
DOC000047-C0235,DOC000047,632,eligible,,0,0,349,0,manual,page_resolved,,
DOC000047-C0236,DOC000047,887,eligible,,0,0,186,1,manual,page_resolved,,
DOC000047-C0237,DOC000047,672,eligible,,0,0,334,0,manual,page_resolved,,
DOC000047-C0238,DOC000047,675,eligible,,0,0,297,0,manual,page_resolved,,
DOC000047-C0239,DOC000047,1468,eligible,,0,0,867,0,manual,page_resolved,,
DOC000047-C0240,DOC000047,156,eligible,,0,0,42,1,manual,page_resolved,,
DOC000047-C0241,DOC000047,754,eligible,,0,0,375,0,manual,page_resolved,,
DOC000047-C0242,DOC000047,598,eligible,,0,0,310,0,manual,page_resolved,,
DOC000047-C0243,DOC000047,1002,eligible,,0,0,561,0,manual,page_resolved,,
DOC000047-C0244,DOC000047,575,eligible,,0,0,314,0,manual,page_resolved,,
DOC000047-C0245,DOC000047,1219,eligible,,0,0,666,0,manual,page_resolved,,
DOC000047-C0246,DOC000047,1442,eligible,,0,0,776,0,manual,page_resolved,,
DOC000047-C0247,DOC000047,802,eligible,,0,0,466,0,manual,page_resolved,,
DOC000047-C0248,DOC000047,1058,eligible,,0,0,621,0,manual,page_resolved,,
DOC000047-C0249,DOC000047,873,eligible,,0,0,494,0,manual,page_resolved,,
DOC000047-C0250,DOC000047,1137,eligible,,0,0,587,0,manual,page_resolved,,
DOC000047-C0251,DOC000047,778,eligible,,0,0,469,0,manual,page_resolved,,
DOC000047-C0252,DOC000047,974,eligible,,0,0,547,0,manual,page_resolved,,
DOC000047-C0253,DOC000047,958,eligible,,0,0,511,0,manual,page_resolved,,
DOC000047-C0254,DOC000047,850,eligible,,0,0,478,0,manual,page_resolved,,
DOC000047-C0255,DOC000047,788,eligible,,0,0,453,0,manual,page_resolved,,
DOC000047-C0256,DOC000047,467,eligible,,0,0,276,0,manual,page_resolved,,
DOC000047-C0257,DOC000047,910,eligible,,0,0,513,0,manual,page_resolved,,
DOC000047-C0258,DOC000047,712,eligible,,0,0,425,0,manual,page_resolved,,
DOC000047-C0259,DOC000047,1093,eligible,,0,0,611,0,manual,page_resolved,,
DOC000047-C0260,DOC000047,892,eligible,,0,0,507,0,manual,page_resolved,,
DOC000047-C0261,DOC000047,1122,eligible,,0,0,645,0,manual,page_resolved,,
DOC000047-C0262,DOC000047,975,eligible,,0,0,566,0,manual,page_resolved,,
DOC000047-C0263,DOC000047,769,eligible,,0,0,421,0,manual,page_resolved,,
DOC000047-C0264,DOC000047,908,eligible,,0,0,512,0,manual,page_resolved,,
DOC000047-C0265,DOC000047,1242,eligible,,0,0,710,0,manual,page_resolved,,
DOC000047-C0266,DOC000047,869,eligible,,0,0,399,0,manual,page_resolved,,
DOC000047-C0267,DOC000047,1081,eligible,,0,0,201,1,manual,page_resolved,,
DOC000047-C0268,DOC000047,657,eligible,,0,0,282,1,manual,page_resolved,,
DOC000047-C0269,DOC000047,871,eligible,,0,0,437,0,manual,page_resolved,,
DOC000047-C0270,DOC000047,1107,eligible,,0,0,569,0,manual,page_resolved,,
DOC000047-C0271,DOC000047,546,eligible,,0,0,301,0,manual,page_resolved,,
DOC000047-C0272,DOC000047,1096,eligible,,0,0,616,0,manual,page_resolved,,
DOC000047-C0273,DOC000047,1032,eligible,,0,0,569,0,manual,page_resolved,,
DOC000047-C0274,DOC000047,344,eligible,,0,0,182,0,manual,page_resolved,,
DOC000047-C0275,DOC000047,1532,eligible,,0,0,850,0,manual,page_resolved,,
DOC000047-C0276,DOC000047,1258,eligible,,0,0,717,0,manual,page_resolved,,
DOC000047-C0277,DOC000047,1277,eligible,,0,0,672,0,manual,page_resolved,,
DOC000047-C0278,DOC000047,166,eligible,,0,0,77,0,manual,page_resolved,,
DOC000047-C0279,DOC000047,1372,eligible,,0,0,759,0,manual,page_resolved,,
DOC000047-C0280,DOC000047,1106,eligible,,0,0,587,0,manual,page_resolved,,
DOC000047-C0281,DOC000047,851,eligible,,0,0,451,0,manual,page_resolved,,
DOC000047-C0282,DOC000047,1496,eligible,,0,0,796,0,manual,page_resolved,,
DOC000047-C0283,DOC000047,1569,eligible,,0,0,805,0,manual,page_resolved,,
DOC000047-C0284,DOC000047,577,eligible,,0,0,237,0,manual,page_resolved,,
DOC000047-C0285,DOC000047,1418,eligible,,0,0,791,0,manual,page_resolved,,
DOC000047-C0286,DOC000047,747,eligible,,0,0,393,0,manual,page_resolved,,
DOC000047-C0287,DOC000047,1420,eligible,,0,0,778,0,manual,page_resolved,,
DOC000047-C0288,DOC000047,518,eligible,,0,0,256,1,manual,page_resolved,,
DOC000047-C0289,DOC000047,1328,eligible,,0,0,696,0,manual,page_resolved,,
DOC000047-C0290,DOC000047,567,eligible,,0,0,307,0,manual,page_resolved,,
DOC000047-C0291,DOC000047,1016,eligible,,0,0,516,0,manual,page_resolved,,
DOC000047-C0292,DOC000047,1272,eligible,,0,0,627,0,manual,page_resolved,,
DOC000047-C0293,DOC000047,1549,eligible,,0,0,712,0,manual,page_resolved,,
DOC000047-C0294,DOC000047,1138,eligible,,0,0,542,0,manual,page_resolved,,
