document_id,title,source_file,source_relative_path,source_extension,sha256,language,document_type,organization,year,authority_level,topics,duplicate_group,preferred_variant,conversion_engine,markdown_file
DOC000169,agenda_56725_TR,agenda_56725_TR.doc,TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/agenda_56725_TR.doc,.doc,56c352f0db4ceb3efec84d3631a249a62adb611945b148811391897f613e49d6,,unknown,,,,,,True,ooxml_magic_copy+docling,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015\agenda_56725_TR.md
DOC000170,Risk Analysis for Road Tunnels PIARC,Risk Analysis for Road Tunnels PIARC.pdf,TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/Risk Analysis for Road Tunnels PIARC.pdf,.pdf,98947b1040b98d24a49728ff7d0b0f6a8fa58fdc86cb2539c71a83e467b023fc,en,unknown,PIARC,,A,risk,,True,pypdf_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015\Risk Analysis for Road Tunnels PIARC.md
DOC000171,Turcja_16-19_03_2015_part2_2,Turcja_16-19_03_2015_part2_2.ppt,TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/Turcja_16-19_03_2015_part2_2.ppt,.ppt,2c519a6334175b397eb6f6469692faf898be78d2aec5c3449576cf84b88ddd5d,,unknown,,2015,,,,True,libreoffice+python_pptx_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015\Turcja_16-19_03_2015_part2_2.md
DOC000172,Turcja_16-19_03_2015_part3,Turcja_16-19_03_2015_part3.ppt,TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/Turcja_16-19_03_2015_part3.ppt,.ppt,099561279b8b8ee35d2341c8b45f5a1f8c5e4a5fe3bd846ea00218e0b6cfd2a0,,unknown,,2015,,,,True,libreoffice+python_pptx_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015\Turcja_16-19_03_2015_part3.md
DOC000173,Turcja_16-19_03_2015_part4,Turcja_16-19_03_2015_part4.ppt,TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/Turcja_16-19_03_2015_part4.ppt,.ppt,37bfcaa3e403d68f85d12a6176b384c745f9d869ffa659614a55cde1ee83609b,,unknown,,2015,,,,True,libreoffice+python_pptx_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015\Turcja_16-19_03_2015_part4.md
DOC000174,Updated_Survey_Road_Tunnel_Regulations_August_2011_1,Updated_Survey_Road_Tunnel_Regulations_August_2011_1.pdf,TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/Updated_Survey_Road_Tunnel_Regulations_August_2011_1.pdf,.pdf,6c05ea8291c455e3f607679c63ec52f069202b7b2ab45031fd5adf6b06be93fa,,regulation,,2011,A,regulation,,True,pypdf_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015\Updated_Survey_Road_Tunnel_Regulations_August_2011_1.md
DOC000175,E-dergi-Tünel Dergisi 46_1,E-dergi-Tünel Dergisi 46_1.pdf,Tünel Dergisi/E-dergi-Tünel Dergisi 46_1.pdf,.pdf,f2f1c1bde126829d366a5b059941944e3e26a568d085b6b6a16a5ebbfeb4a022,,unknown,,,,,,True,pypdf_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Tünel Dergisi\E-dergi-Tünel Dergisi 46_1.md
DOC000176,E-Dergi_Tünel 45_r,E-Dergi_Tünel 45_r.pdf,Tünel Dergisi/E-Dergi_Tünel 45_r.pdf,.pdf,91771bfc0bb400062986b68fd2aa49954ba54a4fbd5c878d670afbd97a78aa0c,,unknown,,,,,,True,pypdf_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Tünel Dergisi\E-Dergi_Tünel 45_r.md
DOC000177,E-dergi_Tünel-35,E-dergi_Tünel-35.pdf,Tünel Dergisi/E-dergi_Tünel-35.pdf,.pdf,0f9a28ad41ab9c7c470e8d636ad563f20f04c89b5c7301281dcc78b27fdc0a7d,,unknown,,,,,,True,pypdf_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Tünel Dergisi\E-dergi_Tünel-35.md
DOC000193,Tunel Dergi Sayi 40,Tunel Dergi Sayi 40.pdf,Tünel Dergisi/Tunel Dergi Sayi 40.pdf,.pdf,16e105dfc7ea0a648e4f624b4aa37b3f3605161b92c956c1a1e9edf4603453ab,,unknown,,,,,,True,pypdf_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Tünel Dergisi\Tunel Dergi Sayi 40.md
DOC000194,Tunel Dergisi 1,Tunel Dergisi 1.pdf,Tünel Dergisi/Tunel Dergisi 1.pdf,.pdf,bdacc1e58433a01fcf0eaa66568b3e4d77c24fd56c97f042b459b2c8c3f0baa2,,unknown,,,,,,True,pypdf_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Tünel Dergisi\Tunel Dergisi 1.md
DOC000195,Tunel Dergisi 2,Tunel Dergisi 2.pdf,Tünel Dergisi/Tunel Dergisi 2.pdf,.pdf,372509651cd66ef259aea51a09cef059d51042791e283bf28bed81e55b6af5a3,,unknown,,,,,,True,pypdf_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Tünel Dergisi\Tunel Dergisi 2.md
DOC000196,Tunel Dergisi 3,Tunel Dergisi 3.pdf,Tünel Dergisi/Tunel Dergisi 3.pdf,.pdf,c4b2a15c8a756f897c1dff75fed956899f83c55221516e1cad2a975c832e7199,,unknown,,,,,,True,pypdf_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Tünel Dergisi\Tunel Dergisi 3.md
DOC000197,Tunel Dergisi 4,Tunel Dergisi 4.pdf,Tünel Dergisi/Tunel Dergisi 4.pdf,.pdf,d0c476b291652a8936b5b0a1317b3ba882ff53d7e5296331599cc0811c69ab58,,unknown,,,,,,True,pypdf_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Tünel Dergisi\Tunel Dergisi 4.md
DOC000198,Tunel Dergisi 5,Tunel Dergisi 5.pdf,Tünel Dergisi/Tunel Dergisi 5.pdf,.pdf,49577e05781c8bbe2d7242bfcedabbad89cb896285c29273b3b1fc8e4f499ddd,,unknown,,,,,,True,pypdf_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Tünel Dergisi\Tunel Dergisi 5.md
DOC000199,Tunel Dergisi 6,Tunel Dergisi 6.pdf,Tünel Dergisi/Tunel Dergisi 6.pdf,.pdf,686f2fed7a37fea40455e5a48dc24f8cfc7c735708afde494ac1e7eb9e464e89,,unknown,,,,,,True,pypdf_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Tünel Dergisi\Tunel Dergisi 6.md
DOC000200,tunel37,tunel37.pdf,Tünel Dergisi/tunel37.pdf,.pdf,670dfbfd16421be5cb705fad078e0d9de989b6d4e178f8ce2f37ef25e895d1ed,,unknown,,,,,,True,pypdf_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Tünel Dergisi\tunel37.md
DOC000201,Tünel 42-E-dergi_2,Tünel 42-E-dergi_2.pdf,Tünel Dergisi/Tünel 42-E-dergi_2.pdf,.pdf,695835658c70e223f85a912fd7cdc82f2310c56e743b9645f61d81a8759a2b0a,tr,unknown,,,,,,True,pypdf_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Tünel Dergisi\Tünel 42-E-dergi_2.md
DOC000202,Tünel 44_red,Tünel 44_red.pdf,Tünel Dergisi/Tünel 44_red.pdf,.pdf,1c6f0b26834d8cafc1cb226828293b6152b78b80b058b0e05427f922468f2238,tr,unknown,,,,,,True,pypdf_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Tünel Dergisi\Tünel 44_red.md
DOC000203,Tünel 51_red (1),Tünel 51_red (1).pdf,Tünel Dergisi/Tünel 51_red (1).pdf,.pdf,3fa9eb8ff87a4f69938d3d0c5149a474e666b0b33caf48e4fd3882f20bf074be,tr,unknown,,,,,,True,pypdf_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Tünel Dergisi\Tünel 51_red (1).md
DOC000204,TÜNEL SAYI-33,TÜNEL SAYI-33.pdf,Tünel Dergisi/TÜNEL SAYI-33.pdf,.pdf,8ad9882f0d7ecc06121ef4bfd65613bc16a3e7dc7a5f456bf18708a5d2e134ed,tr,unknown,,,,,,True,pypdf_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Tünel Dergisi\TÜNEL SAYI-33.md
DOC000205,TÜNEL-41,TÜNEL-41.pdf,Tünel Dergisi/TÜNEL-41.pdf,.pdf,dddbe58466c36ba63b780a5d8a9540679825e90c8013bdad725c23f57f85d7dc,tr,unknown,,,,,,True,pypdf_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Tünel Dergisi\TÜNEL-41.md
DOC000206,Tünel-47-e-dergisi_r,Tünel-47-e-dergisi_r.pdf,Tünel Dergisi/Tünel-47-e-dergisi_r.pdf,.pdf,fa208eb77bc6932673d16b6fc711a2e01413f0fd1b0e9ea635161e688e55c761,tr,unknown,,,,,,True,pypdf_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Tünel Dergisi\Tünel-47-e-dergisi_r.md
DOC000207,Tünel-e-dergi-43_red,Tünel-e-dergi-43_red.pdf,Tünel Dergisi/Tünel-e-dergi-43_red.pdf,.pdf,c7d688e33e7dbd6fd3c0b1b91c11b011d90cd868b05c51353bafc3bf1b3aab65,tr,unknown,,,,,,True,pypdf_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Tünel Dergisi\Tünel-e-dergi-43_red.md
DOC000208,TÜNEL_SAYI-38,TÜNEL_SAYI-38.pdf,Tünel Dergisi/TÜNEL_SAYI-38.pdf,.pdf,bb2609f7183736147ea9f39930dc3e8af22afcf722a05f9866db5d404d7c163c,tr,unknown,,,,,,True,pypdf_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Tünel Dergisi\TÜNEL_SAYI-38.md
DOC000209,Dünyada Tünel Felaketleri,Dünyada Tünel Felaketleri.docx,"Tünel Kazaları, Çökmeler ve Felaketler/Dünyada Tünel Felaketleri.docx",.docx,991e7004905db22e011a30b0cdc12396b3baf31c89d416acbe097a289793529c,tr,unknown,,,,,,True,libreoffice_pdf+pypdfium2+rapidocr_torch,"C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Tünel Kazaları, Çökmeler ve Felaketler\Dünyada Tünel Felaketleri.md"
DOC000210,HAWKS NEST TUNNEL DISASTER,HAWKS NEST TUNNEL DISASTER.pdf,"Tünel Kazaları, Çökmeler ve Felaketler/HAWKS NEST TUNNEL DISASTER.pdf",.pdf,2dcb6b5789d6b4ec49f44392305bcaa0cb4fc8d2fb23006c3b3af95e978d83d3,,unknown,,,,,,True,pypdf_fallback,"C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Tünel Kazaları, Çökmeler ve Felaketler\HAWKS NEST TUNNEL DISASTER.md"
DOC000211,Tünel Kaynaklı Kazalar_Çökmeler,Tünel Kaynaklı Kazalar_Çökmeler.docx,"Tünel Kazaları, Çökmeler ve Felaketler/Tünel Kaynaklı Kazalar_Çökmeler.docx",.docx,70692d73bb93cfb1d00ac0c29be2920e40cb7d86d9a82d40c5937851050e1c23,tr,unknown,,,,accident|collapse,,True,libreoffice_pdf+pypdfium2+rapidocr_torch,"C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Tünel Kazaları, Çökmeler ve Felaketler\Tünel Kaynaklı Kazalar_Çökmeler.md"
DOC000212,Tünel Kazaları,Tünel Kazaları.docx,"Tünel Kazaları, Çökmeler ve Felaketler/Tünel Kazaları.docx",.docx,ad6f9855d77869ce08fa1e1a7a566019b7ea456ae7644bbc5599d77c73ddc084,tr,unknown,,,,accident,,True,python_docx_fallback,"C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\Tünel Kazaları, Çökmeler ve Felaketler\Tünel Kazaları.md"
DOC000214,2-TÜNEL DESTEKLEMESİ-PÜSKÜRTME BETON,2-TÜNEL DESTEKLEMESİ-PÜSKÜRTME BETON.pptx,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/2-TÜNEL DESTEKLEMESİ-PÜSKÜRTME BETON.pptx,.pptx,65d8bf62a92c8cf78307cc7dd3ff4ca78b5df5a459b29c247eaae665fc7f6b2c,,unknown,,,,shotcrete,,True,python_pptx_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)\2-TÜNEL DESTEKLEMESİ-PÜSKÜRTME BETON.md
DOC000215,3-TÜNEL DESTEKLEMESİ-ÇELİK HASIR VE ÇELİK İKSA,3-TÜNEL DESTEKLEMESİ-ÇELİK HASIR VE ÇELİK İKSA.pptx,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/3-TÜNEL DESTEKLEMESİ-ÇELİK HASIR VE ÇELİK İKSA.pptx,.pptx,b0a8ec72de9c063ee06938663c5e6fe3ab91d6c244cae9ccd36884ef26dac934,tr,unknown,,,,steel_mesh|steel_rib,,True,python_pptx_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)\3-TÜNEL DESTEKLEMESİ-ÇELİK HASIR VE ÇELİK İKSA.md
DOC000216,4-TÜNEL DESTEKLEMESİ-KAYA BULONU,4-TÜNEL DESTEKLEMESİ-KAYA BULONU.pptx,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/4-TÜNEL DESTEKLEMESİ-KAYA BULONU.pptx,.pptx,fc1de548bd94a314e5e3d8f502ab8d084b52c6f8b800d602c6899ee5959b6fa7,,unknown,,,,rock_bolt,,True,python_pptx_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)\4-TÜNEL DESTEKLEMESİ-KAYA BULONU.md
DOC000217,5-TÜNEL DESTEKLEMESİ-SÜREN,5-TÜNEL DESTEKLEMESİ-SÜREN.pptx,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/5-TÜNEL DESTEKLEMESİ-SÜREN.pptx,.pptx,37f19ab3430f5595b86872e383a7a37f0007fd19349bd8c16c93bdedc84aed0c,,unknown,,,,forepoling,,True,python_pptx_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)\5-TÜNEL DESTEKLEMESİ-SÜREN.md
DOC000218,"6-YALITIM, DRENAJ ve NİHAİ KAPLAMA BETONU","6-YALITIM, DRENAJ ve NİHAİ KAPLAMA BETONU.pptx","TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/6-YALITIM, DRENAJ ve NİHAİ KAPLAMA BETONU.pptx",.pptx,d48a443a135b1161e00ebc181a5012c8151360ffca3c9a84b4bc0462c11b3607,tr,unknown,,,,drainage|final_lining,,True,python_pptx_fallback,"C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)\6-YALITIM, DRENAJ ve NİHAİ KAPLAMA BETONU.md"
DOC000219,"Tünel Mühendisi Yetiştirme Kursu    TÜNEL İŞLERİNDE TARİF – ANALİZ – YBF   24~28.02.2020, Ankara Suhan Mutlu Yol Yapım Şefi",7-TÜNEL TARİF-ANALİZ-YBF.pptx,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/7-TÜNEL TARİF-ANALİZ-YBF.pptx,.pptx,804ea857fe56576c1ad579e45eb7c83e8ccc3da69f2e8db6580ed11beab05bcb,tr,training_material,,2020,C,,,True,docling,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)\7-TÜNEL TARİF-ANALİZ-YBF.md
DOC000220,TÜNELLERDE SU,8-TÜNELLERDE SU VE GAZ SORUNLARI.pptx,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/8-TÜNELLERDE SU VE GAZ SORUNLARI.pptx,.pptx,9edbc28eb7644c0de5ff8de34566400e3f024aeefe2988953e2095e052f8891e,tr,unknown,,,,,,True,docling,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)\8-TÜNELLERDE SU VE GAZ SORUNLARI.md
DOC000221,9-Tünel Destek Sistemleri (Örnekler),9-Tünel Destek Sistemleri (Örnekler).pptx,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/9-Tünel Destek Sistemleri (Örnekler).pptx,.pptx,55e5b81f8bc0ce8894b14d921e2f1aeca7116edac71c0785b615bb9b7d38e18d,,unknown,,,,support_systems,,True,python_pptx_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)\9-Tünel Destek Sistemleri (Örnekler).md
DOC000222,Ayna haritamaları ve değerlendirmeler son,Ayna haritamaları ve değerlendirmeler son.pptx,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Ayna haritamaları ve değerlendirmeler son.pptx,.pptx,a1b66bcf747a3e184c1a15db3a6a9ed72a9f46f1dad49e0bacbdb6b5bf921bcc,tr,unknown,,,,,,True,python_pptx_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)\Ayna haritamaları ve değerlendirmeler son.md
DOC000223,2018 KGM TÜNEL İCMALİ,2018 KGM TÜNEL İCMALİ.xlsx,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/2018 KGM TÜNEL İCMALİ.xlsx,.xlsx,e5a3c44428f7d13e2a852cb5a2bfe38569bb3818d5143accbb20e01b18c03522,tr,spreadsheet,Karayolları Genel Müdürlüğü,2018,A,,,True,docling,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)\DOKÜMANLAR\2018 KGM TÜNEL İCMALİ.md
DOC000224,2019 KGM TÜNEL İCMALİ,2019 KGM TÜNEL İCMALİ.xlsx,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/2019 KGM TÜNEL İCMALİ.xlsx,.xlsx,296bae6c6d0e76f8481888c77f14109fbf685f1773f8fb3665f5e7b4627f25f8,tr,spreadsheet,Karayolları Genel Müdürlüğü,2019,A,,,True,docling,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)\DOKÜMANLAR\2019 KGM TÜNEL İCMALİ.md
DOC000225,8- Yapım Genel Partname,8- Yapım Genel Partname.docx,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/8- Yapım Genel Partname.docx,.docx,3dc5384d2c875ec15eea0a0e9fb20d0f2037b97c994d4fbd9b46bce6f7d88650,tr,conference_paper,,,C,,,True,docling,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)\DOKÜMANLAR\8- Yapım Genel Partname.md
DOC000226,B3 60 ÇELİK İKSA DETAYI-Model,B3 60 ÇELİK İKSA DETAYI-Model.pdf,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/B3 60 ÇELİK İKSA DETAYI-Model.pdf,.pdf,c27ed860ffef1bcf970a2017a3d981893e1a79976f7d1b84166f120853ea93f2,,unknown,,,,steel_rib,,True,pypdfium2+rapidocr_torch,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)\DOKÜMANLAR\B3 60 ÇELİK İKSA DETAYI-Model.md
DOC000227,Birim Fiyat Tarifleri (Genel Müdürlük)-TÜNEL,Birim Fiyat Tarifleri (Genel Müdürlük)-TÜNEL.doc,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Birim Fiyat Tarifleri (Genel Müdürlük)-TÜNEL.doc,.doc,69feb7468b8213487fe27f766093fc651a89c34f5985bcdd46750906f0174c4a,,unknown,,,,,LOGICAL00015,True,libreoffice+docling,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)\DOKÜMANLAR\Birim Fiyat Tarifleri (Genel Müdürlük)-TÜNEL.md
DOC000229,Hakediş ekine konulacak tablolar (7 sayfa),Hakediş ekine konulacak tablolar (7 sayfa).pdf,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/ELVAN SALTAŞ PAMUK-Hakediş ekine konulacak tablolar/Hakediş ekine konulacak tablolar (7 sayfa).pdf,.pdf,a731424541799bb6f3808812edfd831a3b9be696f35e3d3db061cae424f22ab5,,unknown,,,,,,True,pypdfium2+rapidocr_torch,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)\DOKÜMANLAR\ELVAN SALTAŞ PAMUK-Hakediş ekine konulacak tablolar\Hakediş ekine konulacak tablolar (7 sayfa).md
DOC000230,Hakediş ekine konulacak tablolar (Üstyazı),Hakediş ekine konulacak tablolar (Üstyazı).pdf,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/ELVAN SALTAŞ PAMUK-Hakediş ekine konulacak tablolar/Hakediş ekine konulacak tablolar (Üstyazı).pdf,.pdf,f7c359caf62ade03acb3655ab0e9ca8fe1abcd6d084d88c15f95811807e82978,tr,unknown,Karayolları Genel Müdürlüğü,,A,,,True,docling,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)\DOKÜMANLAR\ELVAN SALTAŞ PAMUK-Hakediş ekine konulacak tablolar\Hakediş ekine konulacak tablolar (Üstyazı).md
DOC000231,Hakediş ekine konulacak tablolar,Hakediş ekine konulacak tablolar.pdf,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/ELVAN SALTAŞ PAMUK-Hakediş ekine konulacak tablolar/Hakediş ekine konulacak tablolar.pdf,.pdf,5b5dc7f427571dc9f85cc4d2b8a73ed74283db7766b292418f0fa75a1841bce2,,unknown,,,,,,True,pypdf_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)\DOKÜMANLAR\ELVAN SALTAŞ PAMUK-Hakediş ekine konulacak tablolar\Hakediş ekine konulacak tablolar.md
DOC000232,örnek icmaller,örnek icmaller.xls,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/ELVAN SALTAŞ PAMUK-Hakediş ekine konulacak tablolar/örnek icmaller.xls,.xls,5910a6cebcaed0671c9c477a764ab722e4fc198cf11400b13b610adc6e7c0bfa,,spreadsheet,,,,,,True,libreoffice+docling,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)\DOKÜMANLAR\ELVAN SALTAŞ PAMUK-Hakediş ekine konulacak tablolar\örnek icmaller.md
DOC000233,İŞBAN DEMİRLERİ-248756_02_08_2017,İŞBAN DEMİRLERİ-248756_02_08_2017.pdf,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/İŞBAN DEMİRLERİ-248756_02_08_2017.pdf,.pdf,c2d487fbcb2318328cc1adc9a3d1a2622b8e0de068952b6138c0a45c13f73949,tr,unknown,Karayolları Genel Müdürlüğü,2017,A,,,True,docling,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)\DOKÜMANLAR\İŞBAN DEMİRLERİ-248756_02_08_2017.md
DOC000234,KALİTE KONTROL PLANI -ÜSTYAZI,KALİTE KONTROL PLANI -ÜSTYAZI.pdf,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/KALİTE KONTROL PLANI/KALİTE KONTROL PLANI -ÜSTYAZI.pdf,.pdf,7d30c2e7b1f487d23bb330ee5888565a7cb9146fed6108c2cc7858abecc3b4ed,tr,unknown,Karayolları Genel Müdürlüğü,,A,,,True,docling,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)\DOKÜMANLAR\KALİTE KONTROL PLANI\KALİTE KONTROL PLANI -ÜSTYAZI.md
DOC000235,KALİTE KONTROL PLANI TABLO,KALİTE KONTROL PLANI TABLO.pdf,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/KALİTE KONTROL PLANI/KALİTE KONTROL PLANI TABLO.pdf,.pdf,249d0d30e2d019269dcc65d04d667522070a32095beed39f097552a1c6447eab,,unknown,,,,,,True,pypdf_fallback,C:\Users\bulsa\OneDrive\Desktop\tunnel\_TunnelBookAI\data\markdown\TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)\DOKÜMANLAR\KALİTE KONTROL PLANI\KALİTE KONTROL PLANI TABLO.md
