document_id,source_sha256,runtime_fingerprint,baseline_converter,full_docling_status,quality_status,quality_reason,full_docling_output,baseline_output,recommended_variant,glyph_pattern_count,glyph_pattern_ratio,text_length,image_placeholder_count,review_required
DOC000236,ebfb51c1916ee9728820b2995555f2e0724a477708308cefa62d0d1124314112,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdfium2+rapidocr_torch,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/KTS_2013.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/KTS_2013.md,full_docling,23,0.000115,2466650,1023,false
DOC000037,59634dde95d44e0e192ef4a50411b951775a18bfcaa7db6bf103defe6cfb2f4c,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdfium2+rapidocr_torch,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Literatür ve Araştırmalar/3. Uluslararası Ulaşımda Yeraltı Kazıları Sempozyumu Bildiriler Kitabı_2013.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Literatür ve Araştırmalar/3. Uluslararası Ulaşımda Yeraltı Kazıları Sempozyumu Bildiriler Kitabı_2013.md,full_docling,0,0.0,530322,217,false
DOC000244,c53f1b9e55e8c861f3bb66821d0f2fb89e6b365a03f606f3bf9318290ae07b69,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/22.10.2018/ErdemliSilifkeTasucu Yolu Tunel Takip Formlari .md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/22.10.2018/ErdemliSilifkeTasucu Yolu Tunel Takip Formlari .md,full_docling,0,0.0,86167,40,false
DOC000125,7f177b472ed62ef801089d0cdc51369c39b4f89669880fe37871ea63672066df,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Ahmet Sirin.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Ahmet Sirin.md,full_docling,0,0.0,38775,221,false
DOC000004,77cf2eb068cd0f71b6f6069617f35886b8f6fb4f66e7f4d78aae7b8de6935a72,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Leyla Literatür/TunelMaliyet/1999 05.06.B Chap 7 EN.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Leyla Literatür/TunelMaliyet/1999 05.06.B Chap 7 EN.md,full_docling,0,0.0,33705,1,false
DOC000009,a11326648f705babf4f9c91a9092d8833da40a7faf35e15ec6495b13fd30a412,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,quality_reject_use_baseline,rejected,dense_glyph_code_pattern,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Leyla Literatür/TunelMaliyet/AppendixF.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Leyla Literatür/TunelMaliyet/AppendixF.md,baseline,2154,0.925258,13010,1,false
DOC000063,19bb2d542f7e1f0a684f70c248797a21a306d50fbf9d86246ef70b47ac60e38d,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/tehlikeli-maddelerin-karayolu-ile-tasinmasi-yonetmelik-62b01f085fe6c.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/tehlikeli-maddelerin-karayolu-ile-tasinmasi-yonetmelik-62b01f085fe6c.md,full_docling,0,0.0,77232,0,false
DOC000241,0739a505bb03a31d9a928a532246cec81bdbdc60aff7f67d1e44fd3cc5d1da76,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdfium2+rapidocr_torch,no_improvement_use_baseline,no_improvement,docling_no_meaningful_markdown_baseline_available,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Taban kemerli tip kesit.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Taban kemerli tip kesit.md,baseline,0,0,0,0,false
DOC000038,a95c677557c8064ee02e138b9b538bd52d1151c2cedca7bc1c2a18db66e01639,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Literatür ve Araştırmalar/An Ex-Post Cost - Benefit Analysis of Bolu Mountain__Tunnel Project.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Literatür ve Araştırmalar/An Ex-Post Cost - Benefit Analysis of Bolu Mountain__Tunnel Project.md,full_docling,1,0.000188,46688,0,false
DOC000019,fcafb5c9434d660130bf7645d163a6f1f1b387dc744013ce1c27638da1cfc856,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Leyla Literatür/TunelMaliyet/operating-costs-and-revenues-report.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Leyla Literatür/TunelMaliyet/operating-costs-and-revenues-report.md,full_docling,0,0.0,38559,5,false
DOC000039,dfe9d01daa14dd6f5dd17db9037e84f2b920a31e89740b66d8ab438162ab11d0,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Literatür ve Araştırmalar/Benchmarking_tunnelling_costs_and_production_rates_in_the_UK_Web_Accessible.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Literatür ve Araştırmalar/Benchmarking_tunnelling_costs_and_production_rates_in_the_UK_Web_Accessible.md,full_docling,1,0.000345,23556,7,false
DOC000010,279425daaab3228f6b723aecfc8557456a726e6e3db8934acffd1855a19ed9e4,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Leyla Literatür/TunelMaliyet/Complete List of Different Methods of Tunnel Construction _ Principal Tunneling Types _ CivilDigital _.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Leyla Literatür/TunelMaliyet/Complete List of Different Methods of Tunnel Construction _ Principal Tunneling Types _ CivilDigital _.md,full_docling,0,0.0,7346,14,false
DOC000238,b4f94b799877cc9a1caf16f554f3857d13f28a040b1c743fc79d1fec47924b22,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Q_tipi_celik_hasir.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Q_tipi_celik_hasir.md,full_docling,0,0.0,1952,0,false
DOC000210,2dcb6b5789d6b4ec49f44392305bcaa0cb4fc8d2fb23006c3b3af95e978d83d3,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,"/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Tünel Kazaları, Çökmeler ve Felaketler/HAWKS NEST TUNNEL DISASTER.md","/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Tünel Kazaları, Çökmeler ve Felaketler/HAWKS NEST TUNNEL DISASTER.md",full_docling,0,0.0,40344,4,false
DOC000174,6c05ea8291c455e3f607679c63ec52f069202b7b2ab45031fd5adf6b06be93fa,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/Updated_Survey_Road_Tunnel_Regulations_August_2011_1.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/Updated_Survey_Road_Tunnel_Regulations_August_2011_1.md,full_docling,0,0.0,255938,73,false
DOC000016,376b6902031fe537a68c4606bbc954db0a2583e517f679e65b8aeded512e39cd,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Leyla Literatür/TunelMaliyet/HS2_Guide_to_Tunnelling_Costs.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Leyla Literatür/TunelMaliyet/HS2_Guide_to_Tunnelling_Costs.md,full_docling,0,0.0,26606,2,false
DOC000229,a731424541799bb6f3808812edfd831a3b9be696f35e3d3db061cae424f22ab5,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdfium2+rapidocr_torch,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/ELVAN SALTAŞ PAMUK-Hakediş ekine konulacak tablolar/Hakediş ekine konulacak tablolar (7 sayfa).md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/ELVAN SALTAŞ PAMUK-Hakediş ekine konulacak tablolar/Hakediş ekine konulacak tablolar (7 sayfa).md,full_docling,0,0.0,40271,5,false
DOC000022,d6dcf36edb910eeb6c788624fca68a67c39638a2d0c255a05fa673df31db7cc3,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Leyla Literatür/TunelMaliyet/Tunnel_ 3 Types and Classification of Tunnel and Purposes.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Leyla Literatür/TunelMaliyet/Tunnel_ 3 Types and Classification of Tunnel and Purposes.md,full_docling,0,0.0,7135,2,false
DOC000020,6935929ec3c5b865ccdbc939924945c3b5a05459da955ce7417a6f72c076f16e,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Leyla Literatür/TunelMaliyet/THICKI01_TALK.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Leyla Literatür/TunelMaliyet/THICKI01_TALK.md,full_docling,0,0.0,4497,36,false
DOC000013,e9bce09c7035ac5c141dea236fcfd694e507faf2ccba90f6e0e21f29b3ecaa4f,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Leyla Literatür/TunelMaliyet/Estimation_of_Annual_Routine_Maintenance_Cost_for_.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Leyla Literatür/TunelMaliyet/Estimation_of_Annual_Routine_Maintenance_Cost_for_.md,full_docling,0,0.0,68130,7,false
DOC000024,28bb46527ab1a9bdd8654fbf5185fe923f9d7b5d76b58fb0120b189100924396,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Leyla Literatür/TunelMaliyet/TUNNELS-TYPESANDIMPORTANCE.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Leyla Literatür/TunelMaliyet/TUNNELS-TYPESANDIMPORTANCE.md,full_docling,0,0.0,17672,12,false
DOC000235,249d0d30e2d019269dcc65d04d667522070a32095beed39f097552a1c6447eab,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/KALİTE KONTROL PLANI/KALİTE KONTROL PLANI TABLO.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/KALİTE KONTROL PLANI/KALİTE KONTROL PLANI TABLO.md,full_docling,0,0.0,266794,11,false
DOC000231,5b5dc7f427571dc9f85cc4d2b8a73ed74283db7766b292418f0fa75a1841bce2,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/ELVAN SALTAŞ PAMUK-Hakediş ekine konulacak tablolar/Hakediş ekine konulacak tablolar.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/ELVAN SALTAŞ PAMUK-Hakediş ekine konulacak tablolar/Hakediş ekine konulacak tablolar.md,full_docling,0,0.0,23309,7,false
DOC000045,5d524bf61343305c4f9c1a8fda2248659201b7fa0304f2a8c00b0c9559d8dbc4,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Literatür ve Araştırmalar/TR Karayolları Tünellerinin Tarihçesi ve Tünel Güvenlik Kriterleri.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Literatür ve Araştırmalar/TR Karayolları Tünellerinin Tarihçesi ve Tünel Güvenlik Kriterleri.md,full_docling,0,0.0,29482,3,false
DOC000006,197ca69742a7143371e57de84424bf6efb817fc1e24298cd742ead68da45b06b,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Leyla Literatür/TunelMaliyet/3433030499-628.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Leyla Literatür/TunelMaliyet/3433030499-628.md,full_docling,0,0.0,47448,0,false
DOC000007,f7364cfe35d103c795f3d2e5f31ce0dba9e072a5a7e070766682abe73f365b83,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Leyla Literatür/TunelMaliyet/3433030499-629.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Leyla Literatür/TunelMaliyet/3433030499-629.md,full_docling,0,0.0,184264,0,false
DOC000011,132bdd29ff845933c0d02d8d129b902bc6e6a696d01dee2b9645f09f7e94fd2d,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Leyla Literatür/TunelMaliyet/ConstructionCost-annex_13_case_study_tunneling.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Leyla Literatür/TunelMaliyet/ConstructionCost-annex_13_case_study_tunneling.md,full_docling,0,0.0,81962,14,false
DOC000155,b952814dcd0347a888e7957e78f138ff40cb0b3eed7f10c34a215c3b1a775925,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Sunumlar_2022/12_1_Fire Safety in Tunnels.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Sunumlar_2022/12_1_Fire Safety in Tunnels.md,full_docling,0,0.0,3740,27,false
DOC000018,fe0cf79aab020b9dbf9747771619dc0aabe44dfd82d98aa47cae335893e49886,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Leyla Literatür/TunelMaliyet/low-cost-tunnels-rural-roads-asia-pacific.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Leyla Literatür/TunelMaliyet/low-cost-tunnels-rural-roads-asia-pacific.md,full_docling,0,0.0,32167,10,false
DOC000153,8c40ec5ec7c1cb1e451a146d3c19f951a3041dc6a83f0d886f536e059bbce6eb,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Sunumlar_2022/10_Use of Foams for the Soil Conditioning in Excavations with EPB-TBMs - Envionmental Approach.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Sunumlar_2022/10_Use of Foams for the Soil Conditioning in Excavations with EPB-TBMs - Envionmental Approach.md,full_docling,0,0.0,11398,139,false
DOC000166,8290ac15a538bb0f22bd6901290c4685b98061d70ec6dc21f8d978decec27e7e,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Sunumlar_2022/Dünyadaki Son Gelişmeler Çerçevesinde Yüksek Hızlı Demiryolu Tünel Tasarımı.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Sunumlar_2022/Dünyadaki Son Gelişmeler Çerçevesinde Yüksek Hızlı Demiryolu Tünel Tasarımı.md,full_docling,0,0.0,49362,21,false
DOC000167,d6cabd5890cae7ee2a05c65b23d0264a1f69a65b12ed45d323ef654c7b93ac1a,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Sunumlar_2022/Türkiye’deki Karayolu Tünellerinde Trafik.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Sunumlar_2022/Türkiye’deki Karayolu Tünellerinde Trafik.md,full_docling,0,0.0,176795,0,false
DOC000165,6ba9584fcdfdca8c91f6ed1462db0fadbd2f4c81e4f1f4542b0a1a95494be7f5,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Sunumlar_2022/9_Final Lining Design Approach for Reduction Tunnels.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Sunumlar_2022/9_Final Lining Design Approach for Reduction Tunnels.md,full_docling,0,0.0,14513,72,false
DOC000001,1980884f21bd5c134c8e603a62bc715204b58c5d43382eb7b89a5779e380e1c7,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Leyla Literatür/TunelMaliyet/1-s2.0-S0886779816307866-main.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Leyla Literatür/TunelMaliyet/1-s2.0-S0886779816307866-main.md,full_docling,0,0.0,62262,10,false
DOC000156,85283ef6c13967fdbf3453026f913b303b7a06a905bc8fd86cd93eb93685975b,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Sunumlar_2022/12_2_Fire Safety in Tunnels.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Sunumlar_2022/12_2_Fire Safety in Tunnels.md,full_docling,0,0.0,13916,90,false
DOC000005,88542183b3fa42e9a11933065239cd73839b62ba311a4c1705f13390b5561285,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Leyla Literatür/TunelMaliyet/3433030499-627.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Leyla Literatür/TunelMaliyet/3433030499-627.md,full_docling,0,0.0,45745,13,false
DOC000163,aebfb2790f94d4239847b45390573d6de454b397cc9405ddd5e8af1f952d3c8d,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Sunumlar_2022/7_Tunnel Projects in Indonesia and the Far East Opportunities for Turkish Contractors.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Sunumlar_2022/7_Tunnel Projects in Indonesia and the Far East Opportunities for Turkish Contractors.md,full_docling,0,0.0,20243,40,false
DOC000258,1bcc970096995bf6fb2f4e7bde4027ad60b08bec0549a5c93259070e1930d23b,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TÜNEL İÇİ EKİPMAN BOŞLUKLARI NİŞ BİLGİLERİ.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TÜNEL İÇİ EKİPMAN BOŞLUKLARI NİŞ BİLGİLERİ.md,full_docling,0,0.0,11663,28,false
DOC000071,cf2fad9c374cff80978324d92e88dd00d6cd4bcb5fd229df8973cfe565b1a477,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,python_docx_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/ITU Yuksek Lisans Tezi.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/ITU Yuksek Lisans Tezi.md,full_docling,0,0.0,266312,75,false
DOC000069,43e15adde21fcb6bd4b3b48cb6332a31428312d3c406f330ad4fbaa63aecdcfa,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,libreoffice_pdf+pypdfium2+rapidocr_torch,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/19 MayısUniversitesi14. hafta (2020-2021).md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/19 MayısUniversitesi14. hafta (2020-2021).md,full_docling,0,0.0,9851,26,false
DOC000154,6a3e8bf61cc46e81e500a8315b25864943df7ce31ca83e59c5d00d36558481f1,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Sunumlar_2022/11_A Tunnelling Experience in Difficult Ground Conditions in the Himalayas.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Sunumlar_2022/11_A Tunnelling Experience in Difficult Ground Conditions in the Himalayas.md,full_docling,0,0.0,12604,76,false
DOC000021,3b8ddd107873155e0aeb2cadc12651707e75ab95a0d2855fb4100996fae4955e,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Leyla Literatür/TunelMaliyet/Tunnel - Wikipedia.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Leyla Literatür/TunelMaliyet/Tunnel - Wikipedia.md,full_docling,0,0.0,94946,32,false
DOC000308,c4987601a2d7857f561d166c8d26abe203dfcede12cc9f56772e3ce817350da1,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Özgür Satıcı/Differentmethodsusedinundergroundexcavationsandunderground.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Özgür Satıcı/Differentmethodsusedinundergroundexcavationsandunderground.md,full_docling,0,0.0,64896,30,false
DOC000209,991e7004905db22e011a30b0cdc12396b3baf31c89d416acbe097a289793529c,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,libreoffice_pdf+pypdfium2+rapidocr_torch,quality_reject_use_baseline,rejected,insufficient_text|image_placeholder_only,"/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Tünel Kazaları, Çökmeler ve Felaketler/Dünyada Tünel Felaketleri.md","/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Tünel Kazaları, Çökmeler ve Felaketler/Dünyada Tünel Felaketleri.md",baseline,0,0.0,270,17,false
DOC000281,0a256c5562db6c6bcb23763c5969f3b1c993a084ee8a4c87b426e3474939cf86,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,python_pptx_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Çelik Tel+Sentetik Fiber/Makro sentetik Fiber.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Çelik Tel+Sentetik Fiber/Makro sentetik Fiber.md,full_docling,0,0.0,5021,7,false
