document_id,source_sha256,runtime_fingerprint,baseline_converter,full_docling_status,quality_status,quality_reason,full_docling_output,baseline_output,recommended_variant,glyph_pattern_count,glyph_pattern_ratio,text_length,image_placeholder_count,review_required
DOC000098,9fdf7f646f22681990358b84be08bc9563ec2f2c769dd01ecad875f511e3acdc,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,python_docx_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Mehmet/Literatur/Wordler/Harran Uni_Yüksek Lisans Tezi.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Mehmet/Literatur/Wordler/Harran Uni_Yüksek Lisans Tezi.md,full_docling,1,7.3e-05,135405,73,false
DOC000042,1b4596736bbcf61f370be7bc684f3367977e401954abf3a8556b5e8565a3782a,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Literatür ve Araştırmalar/Farklı Karayolu Tünellerinin Tünel Özellikleri ve Sürücü Davranışları.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Literatür ve Araştırmalar/Farklı Karayolu Tünellerinin Tünel Özellikleri ve Sürücü Davranışları.md,full_docling,0,0.0,52824,25,false
DOC000074,2acb6a1bea35571728e776f6c3a4449eb9abd9d79a34f3111e700a216eb6a2ea,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,python_docx_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/TUNELLERDE_DESTEK_SISTEMLERI_VE_GUCLENDI.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/TUNELLERDE_DESTEK_SISTEMLERI_VE_GUCLENDI.md,full_docling,1,0.000168,69124,63,false
DOC000121,137b3889a8250d821c0ca34c92a00f633489aa4064c3f7c4b09a8d7e815fa232,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,python_docx_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Mehmet/Literatur/Wordler/YTMK/2015/Austrian-practice-of_tunnelling-contracts_Engl.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Mehmet/Literatur/Wordler/YTMK/2015/Austrian-practice-of_tunnelling-contracts_Engl.md,full_docling,0,0.0,133596,220,false
DOC000025,2879f22960b2b823d22e703752762a07051ec43416aa503908de1b0f066b9644,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Leyla Literatür/TunelMaliyet/What Is Tunel _ Types of Tunnels _ What Are Tunnels Used for _ Classification of Tunnel _ How Are Tunnels Built _Advantages of Tunnels _ Disadvantages of Tunnels.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Leyla Literatür/TunelMaliyet/What Is Tunel _ Types of Tunnels _ What Are Tunnels Used for _ Classification of Tunnel _ How Are Tunnels Built _Advantages of Tunnels _ Disadvantages of Tunnels.md,full_docling,0,0.0,19210,4,false
DOC000036,1c8cf251c81e8ae5e70c88b1489519d81ffba3399b43b05e64239d633a488937,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Literatür ve Araştırmalar/20150804 RESMİ GAZETE Tünel İşletme Yönetmeliği.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Literatür ve Araştırmalar/20150804 RESMİ GAZETE Tünel İşletme Yönetmeliği.md,full_docling,0,0.0,392233,22,false
DOC000159,96783c6ed7f86ae20ca934964dbc5a84caa25b83f59f6a648481f87d6aa90eaf,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,quality_reject_use_baseline,rejected,insufficient_text|image_placeholder_only,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Sunumlar_2022/3_HIZRAY Project and Planned Future of Istanbul Metro Works.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Sunumlar_2022/3_HIZRAY Project and Planned Future of Istanbul Metro Works.md,baseline,0,0.0,492,20,false
DOC000309,6a4602e3a0259548e858106ec652f0d7b5933684664e75c037f918ca2a34d8e9,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Özgür Satıcı/OS_JMO_DERGİ_39_1.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Özgür Satıcı/OS_JMO_DERGİ_39_1.md,full_docling,0,0.0,39568,4,false
DOC000002,a9dc4c909c9d5972c9b348bc14fa59991b7d0d4e8eb79cd73b9d771cb26ef49b,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Leyla Literatür/TunelMaliyet/12229738_04.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Leyla Literatür/TunelMaliyet/12229738_04.md,full_docling,0,0.0,307474,43,false
DOC000170,98947b1040b98d24a49728ff7d0b0f6a8fa58fdc86cb2539c71a83e467b023fc,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/Risk Analysis for Road Tunnels PIARC.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/Risk Analysis for Road Tunnels PIARC.md,full_docling,0,0.0,620845,400,false
DOC000252,a539413169500f79b8cdfbd3223d869e35fa3ef1b27efd2237baef1b1957aa47,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdfium2+rapidocr_torch,no_improvement_use_baseline,no_improvement,docling_no_meaningful_markdown_baseline_available,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/T8 TUNELICIKIS Sag Tup 23.11.2018.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/T8 TUNELICIKIS Sag Tup 23.11.2018.md,baseline,0,0,0,0,false
DOC000111,d539e7f4fef25d72a22d97fc66e00deeea3f2d9e27bb78a960c0ce771f6d0049,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,python_docx_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Mehmet/Literatur/Wordler/YTMK/2015/02_3G_Investigation_strategy_AFa.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Mehmet/Literatur/Wordler/YTMK/2015/02_3G_Investigation_strategy_AFa.md,full_docling,0,0.0,8439,33,false
DOC000250,7de44ee96dfee3d118f4cbff58926e3839530d1280e7539f8be6d0cec8b702f9,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdfium2+rapidocr_torch,no_improvement_use_baseline,no_improvement,docling_no_meaningful_markdown_baseline_available,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/T2 Tuneli Cikis Sol Tup 26.11.2018.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/T2 Tuneli Cikis Sol Tup 26.11.2018.md,baseline,0,0,0,0,false
DOC000249,cd0443535d0e03781fae10153eb5402b7f22376c44b4287e88cf16f7416d92b0,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdfium2+rapidocr_torch,no_improvement_use_baseline,no_improvement,docling_no_meaningful_markdown_baseline_available,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/T2 Tuneli Cikis Sag Tup 26.11.2018.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/T2 Tuneli Cikis Sag Tup 26.11.2018.md,baseline,0,0,0,0,false
DOC000253,5100bafa9b8728c0e62995c84d873ef6454f343df40fc80053dcb626d1f30df1,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdfium2+rapidocr_torch,no_improvement_use_baseline,no_improvement,docling_no_meaningful_markdown_baseline_available,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/T8 TUNELICIKIS Sol Tup 23.11.2018.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/T8 TUNELICIKIS Sol Tup 23.11.2018.md,baseline,0,0,0,0,false
DOC000264,8cd77050797aeb27474ab899ffc0581177f726b127e539c71452b46c78d9dd6e,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,python_pptx_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Tünelde Özel Çözümler/T3 TÜNELİ ENJEKSİYON İPTALİ.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Tünelde Özel Çözümler/T3 TÜNELİ ENJEKSİYON İPTALİ.md,full_docling,0,0.0,4351,13,false
DOC000285,8bee70a79da4e61360b7835cc8f6a656665267a5fcb3810bdc004cb46c9ffc22,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,python_pptx_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/KGM DENEYLER SUNUMU.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/KGM DENEYLER SUNUMU.md,full_docling,0,0.0,48405,42,false
DOC000251,aac6e448d314f890336574b3ce19a7e39dad0525a5cc8af22dd57050c5c67af1,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdfium2+rapidocr_torch,no_improvement_use_baseline,no_improvement,docling_no_meaningful_markdown_baseline_available,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/T2 Tuneli Giris Sol Tup 26.11.2018.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/T2 Tuneli Giris Sol Tup 26.11.2018.md,baseline,0,0,0,0,false
DOC000072,d8c47fd59b8c006c036f09be83fed7ee7fd3654016e8a6543caf32addd182c26,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,python_docx_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/KTU_Tez_Tam Metin.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Word Dosyaları/KTU_Tez_Tam Metin.md,full_docling,0,0.0,319692,94,false
DOC000284,2c1509971dc4f4063aa547d07c35111e36ec9d29c78da2d98d9dc19580dcc069,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,python_pptx_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Karstik Boşluklar ve çözüm yolları.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Karstik Boşluklar ve çözüm yolları.md,full_docling,0,0.0,10792,48,false
DOC000164,f036fbe6cc100faef49c498054f0700eb618c52fca4e5f4a0806dde7c9610c01,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Sunumlar_2022/8_Halkali - Istanbul Airport Metro Construction Works.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Sunumlar_2022/8_Halkali - Istanbul Airport Metro Construction Works.md,full_docling,0,0.0,14955,104,false
DOC000048,a23b1e815eedc4a3c978b6a03a734d9c2099b428df2ead2d9d622db8f5d4ebdd,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Literatür ve Araştırmalar/TÜNEL BAKIM İŞLETME EL KİTABI.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Literatür ve Araştırmalar/TÜNEL BAKIM İŞLETME EL KİTABI.md,full_docling,3,0.000139,390673,43,false
DOC000157,246054e0940d9efbe0562a68fc621120e8cf7a22fd1028f0a588f3fb998a6395,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Sunumlar_2022/1_Professor Arnold Dix_People and Planet – how to get finance for new projects that mitigate the perils of Climate Change now.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Sunumlar_2022/1_Professor Arnold Dix_People and Planet – how to get finance for new projects that mitigate the perils of Climate Change now.md,full_docling,0,0.0,10821,143,false
DOC000118,8ac72718b2b107378e7be611654d3caf2c8b63f2d6a1b690b5243c3109c316a1,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,python_docx_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Mehmet/Literatur/Wordler/YTMK/2015/10_OBB_SiteOrganHW.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Mehmet/Literatur/Wordler/YTMK/2015/10_OBB_SiteOrganHW.md,full_docling,0,0.0,4432,28,false
DOC000112,c80abb102d8727116ae25084f339792007817a95002d49e2b4b854d56f04a4d3,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,python_docx_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Mehmet/Literatur/Wordler/YTMK/2015/03_IGT-Influence_of_codes_guidelines_and_other_regulations_on_the_tunnel_design_in_Austria.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Mehmet/Literatur/Wordler/YTMK/2015/03_IGT-Influence_of_codes_guidelines_and_other_regulations_on_the_tunnel_design_in_Austria.md,full_docling,0,0.0,17455,68,false
DOC000103,2c1b6a55522b0773cf9f110ca0d29ce8248640c1c42ad5df0701309c576f28d4,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,python_docx_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Mehmet/Literatur/Wordler/KPT(KaynarcaPendikTuzla) Metrosu_24220221180893.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Mehmet/Literatur/Wordler/KPT(KaynarcaPendikTuzla) Metrosu_24220221180893.md,full_docling,0,0.0,24959,21,false
DOC000212,ad6f9855d77869ce08fa1e1a7a566019b7ea456ae7644bbc5599d77c73ddc084,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,python_docx_fallback,success,passed,,"/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Tünel Kazaları, Çökmeler ve Felaketler/Tünel Kazaları.md","/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Tünel Kazaları, Çökmeler ve Felaketler/Tünel Kazaları.md",full_docling,0,0.0,1202,23,false
DOC000130,17e5e4aa41637a66b3dee7c8c71e79a278cdccb4c134fd115eb7a4a66aa24f32,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Murat Dursun Barut.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Murat Dursun Barut.md,full_docling,0,0.0,20605,20,false
DOC000248,7bd21d281ecd81e07fa9ddf5af7f59cbb0906c9a37b70ae367c07aaa7af9d6da,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdfium2+rapidocr_torch,quality_reject_use_baseline,rejected,insufficient_text|image_placeholder_only,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/K.MARAS KONT.SEF.TUNEL IMALATLARI.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/K.MARAS KONT.SEF.TUNEL IMALATLARI.md,baseline,0,0.0,341,10,false
DOC000307,1d7de282b7330457d53958c4fddbe86d9d0f5f48f582329fa166b394e527e8d3,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Özgür Satıcı/10.24232-jmd.344499-351159.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Özgür Satıcı/10.24232-jmd.344499-351159.md,full_docling,0,0.0,43845,15,false
DOC000119,4a19f1d8988ca4971513a4b771c671122749ef4f3e8df236e5d4093b0acbba39,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,python_docx_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Mehmet/Literatur/Wordler/YTMK/2015/11_IGT-Supplementary_jet_grouting_at_metro_Vienna_Lot_U1-10.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Mehmet/Literatur/Wordler/YTMK/2015/11_IGT-Supplementary_jet_grouting_at_metro_Vienna_Lot_U1-10.md,full_docling,1,0.001145,9484,53,false
DOC000160,1457e07af2b0f6b8533b9bc852928166f611084644bf7257b1b3e83f7f16d4a1,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,"/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Sunumlar_2022/4_International Projects of Yapi Merkezi, Administrative Difficulties Encountered.md","/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Sunumlar_2022/4_International Projects of Yapi Merkezi, Administrative Difficulties Encountered.md",full_docling,2,0.001171,16793,164,false
DOC000194,bdacc1e58433a01fcf0eaa66568b3e4d77c24fd56c97f042b459b2c8c3f0baa2,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Tünel Dergisi/Tunel Dergisi 1.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Tünel Dergisi/Tunel Dergisi 1.md,full_docling,0,0.0,127120,159,false
DOC000161,7bea6c201c2cd943fbd77ed85a922766ac64943657c2f822f46256943a8abda8,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,"/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Sunumlar_2022/5_Past, Present and Future of Izmir Metro Works.md","/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Sunumlar_2022/5_Past, Present and Future of Izmir Metro Works.md",full_docling,0,0.0,9852,161,false
DOC000145,de4b13d03e815c012e30a9f538e222d247c8053ef8b819876183a647e06f8fcc,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Mehmet/Literatur/YTMK Tunelcilik Semineri/2015/10a_OBB_SafetyManagement_HW_Kompatibilitatsmodus.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Mehmet/Literatur/YTMK Tunelcilik Semineri/2015/10a_OBB_SafetyManagement_HW_Kompatibilitatsmodus.md,full_docling,0,0.0,5477,64,false
DOC000051,164a2494261086dbb9d2446b8ab4a1141ead7783629ac7d21915fdd57d7bcf11,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,quality_reject_use_baseline,rejected,low_printable_ratio,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Literatür ve Araştırmalar/Tünel Haritası 2024_KGMWEB.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Literatür ve Araştırmalar/Tünel Haritası 2024_KGMWEB.md,baseline,0,0.0,99306,0,false
DOC000162,f28df7cb6007defe882889017a983d7c06c169a31170e5b112017af625ae30b6,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,"/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Sunumlar_2022/6_Past, Present and Future of DSI Tunnels.md","/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Sunumlar_2022/6_Past, Present and Future of DSI Tunnels.md",full_docling,0,0.0,8157,53,false
DOC000195,372509651cd66ef259aea51a09cef059d51042791e283bf28bed81e55b6af5a3,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Tünel Dergisi/Tunel Dergisi 2.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Tünel Dergisi/Tunel Dergisi 2.md,full_docling,0,0.0,183278,169,false
DOC000003,e4e696e67dc8f1675451c38298acc0ee645ade4b74d8dea722d77cd210551d15,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Leyla Literatür/TunelMaliyet/13965.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Leyla Literatür/TunelMaliyet/13965.md,full_docling,0,0.0,911522,49,false
DOC000261,392642f7733f2a4d8b5099cdad7f3e5387a8183c22988ae4733f327bb768055f,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,python_pptx_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Tünelde Özel Çözümler/T-1OA.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Tünelde Özel Çözümler/T-1OA.md,full_docling,0,0.0,2282,21,false
DOC000305,d7637879102d66a46987c0881ec3cbe2448070332762b0b53d685b8dbee00d1f,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,python_pptx_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Üst yarı alt yarı.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Üst yarı alt yarı.md,full_docling,0,0.0,558,10,false
DOC000211,70692d73bb93cfb1d00ac0c29be2920e40cb7d86d9a82d40c5937851050e1c23,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,libreoffice_pdf+pypdfium2+rapidocr_torch,quality_reject_use_baseline,rejected,insufficient_text|image_placeholder_only,"/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Tünel Kazaları, Çökmeler ve Felaketler/Tünel Kaynaklı Kazalar_Çökmeler.md","/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Tünel Kazaları, Çökmeler ve Felaketler/Tünel Kaynaklı Kazalar_Çökmeler.md",baseline,0,0.0,430,27,false
DOC000245,1f14788427fc5b2740bae349ee9392629382a0ec965cbba42e2899d93ae6f0f0,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdfium2+rapidocr_torch,quality_reject_use_baseline,rejected,insufficient_text|image_placeholder_only,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/22.10.2018/K.Maras Tunel Takip Formlari.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/22.10.2018/K.Maras Tunel Takip Formlari.md,baseline,0,0.0,338,10,false
DOC000197,d0c476b291652a8936b5b0a1317b3ba882ff53d7e5296331599cc0811c69ab58,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Tünel Dergisi/Tunel Dergisi 4.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Tünel Dergisi/Tunel Dergisi 4.md,full_docling,0,0.0,331965,220,false
